InvestmentVehicle_Id|_Id|PackageBody_Id|DataEffectiveDT|DataObjectInstanceVersionKey
138|F000000NKK|1|2014-06-10|62903
139|F000000NL8|1|2014-06-10|62903
140|F000000NLU|1|2014-06-10|62903
141|F000000NMH|1|2014-06-10|62903
142|F000000NN8|1|2014-06-10|62903
143|F000000NNU|1|2014-06-10|62903
144|F000000NOQ|1|2014-06-10|62903
145|F000000NPD|1|2014-06-10|62903
146|F000000NPV|1|2014-06-10|62903
147|F000001129|1|2014-06-10|62903
148|F000001WQV|1|2014-06-10|62903
149|F000001WRF|1|2014-06-10|62903
150|F000001WRZ|1|2014-06-10|62903
151|F000000M55|1|2014-06-10|62903
152|F000000MFJ|1|2014-06-10|62903
153|F000000MOR|1|2014-06-10|62903
154|F000000MXR|1|2014-06-10|62903
155|F000000N2E|1|2014-06-10|62903
156|F000000N7P|1|2014-06-10|62903
157|F000000NCH|1|2014-06-10|62903
158|F000000NHB|1|2014-06-10|62903
159|F000000NJV|1|2014-06-10|62903
160|F000000NM6|1|2014-06-10|62903
161|F000000NP5|1|2014-06-10|62903
162|F000001WR7|1|2014-06-10|62903
163|F000001WTG|1|2014-06-10|62903
164|F000001WW1|1|2014-06-10|62903
165|F000001WY6|1|2014-06-10|62903
166|F0000023FB|1|2014-06-10|62903
167|F0000027CI|1|2014-06-10|62903
168|F000002HE6|1|2014-06-10|62903
169|F000002JW2|1|2014-06-10|62903
170|F000002QJQ|1|2014-06-10|62903
171|F000002XBA|1|2014-06-10|62903
172|F000003VSJ|1|2014-06-10|62903
173|F000003YLL|1|2014-06-10|62903
174|F000004066|1|2014-06-10|62903
175|F0000043P4|1|2014-06-10|62903
176|F00000460G|1|2014-06-10|62903
177|F000005GEL|1|2014-06-10|62903
178|F000005HQK|1|2014-06-10|62903
179|F000005K6K|1|2014-06-10|62903
180|F000005OHH|1|2014-06-10|62903
181|F00000GVI9|1|2014-06-10|62903
182|F00000GX06|1|2014-06-10|62903
183|F00000H122|1|2014-06-10|62903
184|F00000H4UH|1|2014-06-10|62903
185|F00000H6HV|1|2014-06-10|62903
186|F00000IRP0|1|2014-06-10|62903
187|F00000ITY4|1|2014-06-10|62903
188|F00000J462|1|2014-06-10|62903
189|F00000J87W|1|2014-06-10|62903
190|F00000J8HV|1|2014-06-10|62903
191|F00000JPV8|1|2014-06-10|62903
192|F00000JQOV|1|2014-06-10|62903
193|F00000JT8X|1|2014-06-10|62903
194|F00000JUTR|1|2014-06-10|62903
195|F00000JWOK|1|2014-06-10|62903
196|F00000JYW8|1|2014-06-10|62903
197|F00000LIKF|1|2014-06-10|62903
198|F00000LKJW|1|2014-06-10|62903
199|F00000LMVL|1|2014-06-10|62903
200|F00000LNSY|1|2014-06-10|62903
201|F000000LXY|1|2014-06-10|62903
202|F000000M2C|1|2014-06-10|62903
203|F000000M7I|1|2014-06-10|62903
204|F000000MD7|1|2014-06-10|62903
205|F000000MI8|1|2014-06-10|62903
206|F000000MMH|1|2014-06-10|62903
207|F000000MR1|1|2014-06-10|62903
208|F000000MVN|1|2014-06-10|62903
209|F000000MYP|1|2014-06-10|62903
210|F000000N13|1|2014-06-10|62903
211|F000000N3S|1|2014-06-10|62903
212|F000000N68|1|2014-06-10|62903
213|F000000N8U|1|2014-06-10|62903
214|F000000NBB|1|2014-06-10|62903
215|F000000NDU|1|2014-06-10|62903
216|F000000NG6|1|2014-06-10|62903
217|F000000NHS|1|2014-06-10|62903
218|F000000NJ6|1|2014-06-10|62903
219|F000000NKB|1|2014-06-10|62903
220|F000000NLI|1|2014-06-10|62903
221|F000000NMP|1|2014-06-10|62903
222|F000000NO7|1|2014-06-10|62903
223|F000000NPL|1|2014-06-10|62903
224|F000001WQI|1|2014-06-10|62903
225|F000001WRO|1|2014-06-10|62903
226|F000001WSS|1|2014-06-10|62903
227|F000001WU2|1|2014-06-10|62903
228|F000001WV7|1|2014-06-10|62903
229|F000001WWJ|1|2014-06-10|62903
230|F000001WXP|1|2014-06-10|62903
231|F000001ZOM|1|2014-06-10|62903
232|F0000022MG|1|2014-06-10|62903
233|F0000025I6|1|2014-06-10|62903
234|F00000270G|1|2014-06-10|62903
235|F0000028AH|1|2014-06-10|62903
236|F000002B78|1|2014-06-10|62903
237|F000002J9B|1|2014-06-10|62903
238|F000002JVN|1|2014-06-10|62903
239|F000002JWR|1|2014-06-10|62903
240|F000002P73|1|2014-06-10|62903
241|F000002QJZ|1|2014-06-10|62903
242|F000002T7Y|1|2014-06-10|62903
243|F000002XJO|1|2014-06-10|62903
244|F000003U6R|1|2014-06-10|62903
245|F000003XX8|1|2014-06-10|62903
246|F000003Y9E|1|2014-06-10|62903
247|F000003YM0|1|2014-06-10|62903
248|F000003Z1A|1|2014-06-10|62903
249|F0000040M0|1|2014-06-10|62903
250|F000004144|1|2014-06-10|62903
251|F000000LVQ|1|2014-06-10|62903
252|F000000LWE|1|2014-06-10|62903
253|F000000LX3|1|2014-06-10|62903
254|F000000LXM|1|2014-06-10|62903
255|F000000LY6|1|2014-06-10|62903
256|F000000LYP|1|2014-06-10|62903
257|F000000LZB|1|2014-06-10|62903
258|F000000LZS|1|2014-06-10|62903
259|F000000M0B|1|2014-06-10|62903
260|F000000M0Z|1|2014-06-10|62903
261|F000000M1K|1|2014-06-10|62903
262|F000000M24|1|2014-06-10|62903
263|F000000M2Z|1|2014-06-10|62903
264|F000000M3Q|1|2014-06-10|62903
265|F000000M4A|1|2014-06-10|62903
266|F000000M4V|1|2014-06-10|62903
267|F000000M5E|1|2014-06-10|62903
268|F000000M5Y|1|2014-06-10|62903
269|F000000M6F|1|2014-06-10|62903
270|F000000M76|1|2014-06-10|62903
271|F000000M7Q|1|2014-06-10|62903
272|F000000M8H|1|2014-06-10|62903
273|F000000M9I|1|2014-06-10|62903
274|F000000MA7|1|2014-06-10|62903
275|F000000MB2|1|2014-06-10|62903
276|F000000MBO|1|2014-06-10|62903
277|F000000MCA|1|2014-06-10|62903
278|F000000MCU|1|2014-06-10|62903
279|F000000MDJ|1|2014-06-10|62903
280|F000000ME4|1|2014-06-10|62903
281|F000000MEN|1|2014-06-10|62903
282|F000000MFB|1|2014-06-10|62903
283|F000000MFR|1|2014-06-10|62903
284|F000000MGC|1|2014-06-10|62903
285|F000000MGY|1|2014-06-10|62903
286|F000000MHZ|1|2014-06-10|62903
287|F000000MIG|1|2014-06-10|62903
288|F000000MIX|1|2014-06-10|62903
289|F000000MJH|1|2014-06-10|62903
290|F000000MK0|1|2014-06-10|62903
291|F000000MKM|1|2014-06-10|62903
292|F000000ML4|1|2014-06-10|62903
293|F000000MLR|1|2014-06-10|62903
294|F000000MM8|1|2014-06-10|62903
295|F000000MMQ|1|2014-06-10|62903
296|F000000MNB|1|2014-06-10|62903
297|F000000MNV|1|2014-06-10|62903
298|F000000MOF|1|2014-06-10|62903
299|F000000MP5|1|2014-06-10|62903
300|F000000MPR|1|2014-06-10|62903
301|F000000LVJ|1|2014-06-10|62903
302|F000000LVX|1|2014-06-10|62903
303|F000000LW9|1|2014-06-10|62903
304|F000000LWI|1|2014-06-10|62903
305|F000000LWX|1|2014-06-10|62903
306|F000000LX7|1|2014-06-10|62903
307|F000000LXI|1|2014-06-10|62903
308|F000000LXQ|1|2014-06-10|62903
309|F000000LY2|1|2014-06-10|62903
310|F000000LYA|1|2014-06-10|62903
311|F000000LYJ|1|2014-06-10|62903
312|F000000LYV|1|2014-06-10|62903
313|F000000LZ7|1|2014-06-10|62903
314|F000000LZG|1|2014-06-10|62903
315|F000000LZO|1|2014-06-10|62903
316|F000000LZZ|1|2014-06-10|62903
317|F000000M07|1|2014-06-10|62903
318|F000000M0I|1|2014-06-10|62903
319|F000000M0U|1|2014-06-10|62903
320|F000000M13|1|2014-06-10|62903
321|F000000M1G|1|2014-06-10|62903
322|F000000M1O|1|2014-06-10|62903
323|F000000M1Z|1|2014-06-10|62903
324|F000000M28|1|2014-06-10|62903
325|F000000M2G|1|2014-06-10|62903
326|F000000M35|1|2014-06-10|62903
327|F000000M3L|1|2014-06-10|62903
328|F000000M3U|1|2014-06-10|62903
329|F000000M45|1|2014-06-10|62903
330|F000000M4E|1|2014-06-10|62903
331|F000000M4P|1|2014-06-10|62903
332|F000000M51|1|2014-06-10|62903
333|F000000M5A|1|2014-06-10|62903
334|F000000M5I|1|2014-06-10|62903
335|F000000M5R|1|2014-06-10|62903
336|F000000M63|1|2014-06-10|62903
337|F000000M6B|1|2014-06-10|62903
338|F000000M6K|1|2014-06-10|62903
339|F000000M72|1|2014-06-10|62903
340|F000000M7D|1|2014-06-10|62903
341|F000000M7M|1|2014-06-10|62903
342|F000000M7Y|1|2014-06-10|62903
343|F000000M8B|1|2014-06-10|62903
344|F000000M8T|1|2014-06-10|62903
345|F000000M9D|1|2014-06-10|62903
346|F000000M9N|1|2014-06-10|62903
347|F000000MA1|1|2014-06-10|62903
348|F000000MAB|1|2014-06-10|62903
349|F000000MAY|1|2014-06-10|62903
350|F000000MB8|1|2014-06-10|62903
351|F000000LVG|1|2014-06-10|62903
352|F000000LVI|1|2014-06-10|62903
353|F000000LVK|1|2014-06-10|62903
354|F000000LVP|1|2014-06-10|62903
355|F000000LVS|1|2014-06-10|62903
356|F000000LVU|1|2014-06-10|62903
357|F000000LVZ|1|2014-06-10|62903
358|F000000LW1|1|2014-06-10|62903
359|F000000LW5|1|2014-06-10|62903
360|F000000LW7|1|2014-06-10|62903
361|F000000LWA|1|2014-06-10|62903
362|F000000LWD|1|2014-06-10|62903
363|F000000LWF|1|2014-06-10|62903
364|F000000LWH|1|2014-06-10|62903
365|F000000LWJ|1|2014-06-10|62903
366|F000000LWM|1|2014-06-10|62903
367|F000000LWS|1|2014-06-10|62903
368|F000000LWW|1|2014-06-10|62903
369|F000000LWY|1|2014-06-10|62903
370|F000000LX2|1|2014-06-10|62903
371|F000000LX4|1|2014-06-10|62903
372|F000000LX6|1|2014-06-10|62903
373|F000000LX8|1|2014-06-10|62903
374|F000000LXA|1|2014-06-10|62903
375|F000000LXF|1|2014-06-10|62903
376|F000000LXH|1|2014-06-10|62903
377|F000000LXJ|1|2014-06-10|62903
378|F000000LXL|1|2014-06-10|62903
379|F000000LXN|1|2014-06-10|62903
380|F000000LXP|1|2014-06-10|62903
381|F000000LXV|1|2014-06-10|62903
382|F000000LXX|1|2014-06-10|62903
383|F000000LXZ|1|2014-06-10|62903
384|F000000LY1|1|2014-06-10|62903
385|F000000LY3|1|2014-06-10|62903
386|F000000LY5|1|2014-06-10|62903
387|F000000LY7|1|2014-06-10|62903
388|F000000LY9|1|2014-06-10|62903
389|F000000LYB|1|2014-06-10|62903
390|F000000LYE|1|2014-06-10|62903
391|F000000LYG|1|2014-06-10|62903
392|F000000LYI|1|2014-06-10|62903
393|F000000LYK|1|2014-06-10|62903
394|F000000LYO|1|2014-06-10|62903
395|F000000LYQ|1|2014-06-10|62903
396|F000000LYU|1|2014-06-10|62903
397|F000000LYY|1|2014-06-10|62903
398|F000000LZ1|1|2014-06-10|62903
399|F000000LZ4|1|2014-06-10|62903
400|F000000LZ6|1|2014-06-10|62903
401|F000000LW4|1|2014-06-10|62903
402|F000000LXB|1|2014-06-10|62903
403|F000000LYF|1|2014-06-10|62903
404|F000000LZK|1|2014-06-10|62903
405|F000000M0P|1|2014-06-10|62903
406|F000000M1V|1|2014-06-10|62903
407|F000000M3E|1|2014-06-10|62903
408|F000000M4K|1|2014-06-10|62903
409|F000000M5M|1|2014-06-10|62903
410|F000000M6O|1|2014-06-10|62903
411|F000000M86|1|2014-06-10|62903
412|F000000M9U|1|2014-06-10|62903
413|F000000MBE|1|2014-06-10|62903
414|F000000MCK|1|2014-06-10|62903
415|F000000MDV|1|2014-06-10|62903
416|F000000MF2|1|2014-06-10|62903
417|F000000MG1|1|2014-06-10|62903
418|F000000MHA|1|2014-06-10|62903
419|F000000MIO|1|2014-06-10|62903
420|F000000MJP|1|2014-06-10|62903
421|F000000MKV|1|2014-06-10|62903
422|F000000MLZ|1|2014-06-10|62903
423|F000000MN1|1|2014-06-10|62903
424|F000000MO5|1|2014-06-10|62903
425|F000000MPF|1|2014-06-10|62903
426|F000000MQJ|1|2014-06-10|62903
427|F000000MRN|1|2014-06-10|62903
428|F000000MSO|1|2014-06-10|62903
429|F000000MTZ|1|2014-06-10|62903
430|F000000MV6|1|2014-06-10|62903
431|F000000MW7|1|2014-06-10|62903
432|F000000MX8|1|2014-06-10|62903
433|F000000MXZ|1|2014-06-10|62903
434|F000000MYG|1|2014-06-10|62903
435|F000000MZ6|1|2014-06-10|62903
436|F000000MZP|1|2014-06-10|62903
437|F000000N06|1|2014-06-10|62903
438|F000000N0S|1|2014-06-10|62903
439|F000000N1B|1|2014-06-10|62903
440|F000000N20|1|2014-06-10|62903
441|F000000N2P|1|2014-06-10|62903
442|F000000N3J|1|2014-06-10|62903
443|F000000N41|1|2014-06-10|62903
444|F000000N4O|1|2014-06-10|62903
445|F000000N59|1|2014-06-10|62903
446|F000000N5Y|1|2014-06-10|62903
447|F000000N6H|1|2014-06-10|62903
448|F000000N7E|1|2014-06-10|62903
449|F000000N82|1|2014-06-10|62903
450|F000000N8J|1|2014-06-10|62903
451|F0000044DH|1|2014-06-10|62903
452|F0000045Z5|1|2014-06-10|62903
453|F000005F1Y|1|2014-06-10|62903
454|F000005GEC|1|2014-06-10|62903
455|F000005HEV|1|2014-06-10|62903
456|F000005HG3|1|2014-06-10|62903
457|F000005IQ7|1|2014-06-10|62903
458|F000005JR0|1|2014-06-10|62903
459|F000005KCN|1|2014-06-10|62903
460|F000005MPN|1|2014-06-10|62903
461|F000005Q4U|1|2014-06-10|62903
462|F00000GV5N|1|2014-06-10|62903
463|F00000GVIK|1|2014-06-10|62903
464|F00000GVV8|1|2014-06-10|62903
465|F00000GY5Z|1|2014-06-10|62903
466|F00000H0RK|1|2014-06-10|62903
467|F00000H355|1|2014-06-10|62903
468|F00000H4UD|1|2014-06-10|62903
469|F00000H5NO|1|2014-06-10|62903
470|F00000H68Y|1|2014-06-10|62903
471|F00000H6HZ|1|2014-06-10|62903
472|F00000IR4F|1|2014-06-10|62903
473|F00000IRRZ|1|2014-06-10|62903
474|F00000ITAK|1|2014-06-10|62903
475|F00000J3GC|1|2014-06-10|62903
476|F00000J3SY|1|2014-06-10|62903
477|F00000J7GU|1|2014-06-10|62903
478|F00000J7L2|1|2014-06-10|62903
479|F00000J8E3|1|2014-06-10|62903
480|F00000J8HR|1|2014-06-10|62903
481|F00000J8I0|1|2014-06-10|62903
482|F00000JO6L|1|2014-06-10|62903
483|F00000JQ3L|1|2014-06-10|62903
484|F00000JQCG|1|2014-06-10|62903
485|F00000JRJ5|1|2014-06-10|62903
486|F00000JT8T|1|2014-06-10|62903
487|F00000JTCQ|1|2014-06-10|62903
488|F00000JTSF|1|2014-06-10|62903
489|F00000JVIL|1|2014-06-10|62903
490|F00000JWOG|1|2014-06-10|62903
491|F00000JYKY|1|2014-06-10|62903
492|F00000JYL6|1|2014-06-10|62903
493|F00000JYWC|1|2014-06-10|62903
494|F00000LI65|1|2014-06-10|62903
495|F00000LKJD|1|2014-06-10|62903
496|F00000LKJS|1|2014-06-10|62903
497|F00000LKK0|1|2014-06-10|62903
498|F00000LM20|1|2014-06-10|62903
499|F00000LNKU|1|2014-06-10|62903
500|F00000LNP8|1|2014-06-10|62903
501|F000000M31|1|2014-06-10|62903
502|F000000M3B|1|2014-06-10|62903
503|F000000M3H|1|2014-06-10|62903
504|F000000M3N|1|2014-06-10|62903
505|F000000M3S|1|2014-06-10|62903
506|F000000M3W|1|2014-06-10|62903
507|F000000M40|1|2014-06-10|62903
508|F000000M47|1|2014-06-10|62903
509|F000000M4C|1|2014-06-10|62903
510|F000000M4I|1|2014-06-10|62903
511|F000000M4M|1|2014-06-10|62903
512|F000000M4R|1|2014-06-10|62903
513|F000000M4Y|1|2014-06-10|62903
514|F000000M53|1|2014-06-10|62903
515|F000000M57|1|2014-06-10|62903
516|F000000M5C|1|2014-06-10|62903
517|F000000M5G|1|2014-06-10|62903
518|F000000M5K|1|2014-06-10|62903
519|F000000M5O|1|2014-06-10|62903
520|F000000M5W|1|2014-06-10|62903
521|F000000M61|1|2014-06-10|62903
522|F000000M65|1|2014-06-10|62903
523|F000000M69|1|2014-06-10|62903
524|F000000M6D|1|2014-06-10|62903
525|F000000M6I|1|2014-06-10|62903
526|F000000M6M|1|2014-06-10|62903
527|F000000M6Q|1|2014-06-10|62903
528|F000000M74|1|2014-06-10|62903
529|F000000M78|1|2014-06-10|62903
530|F000000M7G|1|2014-06-10|62903
531|F000000M7K|1|2014-06-10|62903
532|F000000M7O|1|2014-06-10|62903
533|F000000M7S|1|2014-06-10|62903
534|F000000M81|1|2014-06-10|62903
535|F000000M88|1|2014-06-10|62903
536|F000000M8E|1|2014-06-10|62903
537|F000000M8J|1|2014-06-10|62903
538|F000000M8Z|1|2014-06-10|62903
539|F000000M9A|1|2014-06-10|62903
540|F000000M9F|1|2014-06-10|62903
541|F000000M9K|1|2014-06-10|62903
542|F000000M9Q|1|2014-06-10|62903
543|F000000M9Z|1|2014-06-10|62903
544|F000000MA5|1|2014-06-10|62903
545|F000000MA9|1|2014-06-10|62903
546|F000000MAD|1|2014-06-10|62903
547|F000000MAW|1|2014-06-10|62903
548|F000000MB0|1|2014-06-10|62903
549|F000000MB5|1|2014-06-10|62903
550|F000000MBA|1|2014-06-10|62903
551|F00000LOW8|1|2014-06-10|62903
552|F00000LWJ3|1|2014-06-10|62903
553|F00000LZ6R|1|2014-06-10|62903
554|F00000M14L|1|2014-06-10|62903
555|F00000M79Y|1|2014-06-10|62903
556|F00000M9B0|1|2014-06-10|62903
557|F00000MAHT|1|2014-06-10|62903
558|F00000MCY2|1|2014-06-10|62903
559|F00000MG8Z|1|2014-06-10|62903
560|F00000MJP8|1|2014-06-10|62903
561|F00000MLO6|1|2014-06-10|62903
562|F00000MMLL|1|2014-06-10|62903
563|F00000MQ0P|1|2014-06-10|62903
564|F00000MRA5|1|2014-06-10|62903
565|F00000MU1N|1|2014-06-10|62903
566|F00000MW1U|1|2014-06-10|62903
567|F00000MW22|1|2014-06-10|62903
568|F00000MWV1|1|2014-06-10|62903
569|F00000N1FN|1|2014-06-10|62903
570|F00000N1FV|1|2014-06-10|62903
571|F00000N2GO|1|2014-06-10|62903
572|F00000N5IZ|1|2014-06-10|62903
573|F00000N9UC|1|2014-06-10|62903
574|F00000N9UK|1|2014-06-10|62903
575|F00000NAEE|1|2014-06-10|62903
576|F00000NB6A|1|2014-06-10|62903
577|F00000NB6I|1|2014-06-10|62903
578|F00000NC52|1|2014-06-10|62903
579|F00000NCU6|1|2014-06-10|62903
580|F00000NCUE|1|2014-06-10|62903
581|F00000NE5N|1|2014-06-10|62903
582|F00000NE60|1|2014-06-10|62903
583|F00000NG8K|1|2014-06-10|62903
584|F00000NH0H|1|2014-06-10|62903
585|F00000NIKA|1|2014-06-10|62903
586|F00000NIKI|1|2014-06-10|62903
587|F00000NKNG|1|2014-06-10|62903
588|F00000NN2S|1|2014-06-10|62903
589|F00000NN30|1|2014-06-10|62903
590|F00000NO9B|1|2014-06-10|62903
591|F00000NPZ8|1|2014-06-10|62903
592|F00000NQ90|1|2014-06-10|62903
593|F00000NS82|1|2014-06-10|62903
594|F00000NS8A|1|2014-06-10|62903
595|F00000NY7T|1|2014-06-10|62903
596|F00000NZSK|1|2014-06-10|62903
597|F00000O17B|1|2014-06-10|62903
598|F00000O2ZB|1|2014-06-10|62903
599|F00000O4NW|1|2014-06-10|62903
600|F00000O5F6|1|2014-06-10|62903
601|F000000MQB|1|2014-06-10|62903
602|F000000MQS|1|2014-06-10|62903
603|F000000MRB|1|2014-06-10|62903
604|F000000MRX|1|2014-06-10|62903
605|F000000MSG|1|2014-06-10|62903
606|F000000MSY|1|2014-06-10|62903
607|F000000MTN|1|2014-06-10|62903
608|F000000MUB|1|2014-06-10|62903
609|F000000MUV|1|2014-06-10|62903
610|F000000MVF|1|2014-06-10|62903
611|F000000MVW|1|2014-06-10|62903
612|F000000MWK|1|2014-06-10|62903
613|F000000MX0|1|2014-06-10|62903
614|F000000MXI|1|2014-06-10|62903
615|F000000MXV|1|2014-06-10|62903
616|F000000MY4|1|2014-06-10|62903
617|F000000MYC|1|2014-06-10|62903
618|F000000MYK|1|2014-06-10|62903
619|F000000MYZ|1|2014-06-10|62903
620|F000000MZA|1|2014-06-10|62903
621|F000000MZJ|1|2014-06-10|62903
622|F000000MZT|1|2014-06-10|62903
623|F000000N01|1|2014-06-10|62903
624|F000000N0E|1|2014-06-10|62903
625|F000000N0M|1|2014-06-10|62903
626|F000000N0Z|1|2014-06-10|62903
627|F000000N17|1|2014-06-10|62903
628|F000000N1G|1|2014-06-10|62903
629|F000000N1S|1|2014-06-10|62903
630|F000000N28|1|2014-06-10|62903
631|F000000N2K|1|2014-06-10|62903
632|F000000N30|1|2014-06-10|62903
633|F000000N3E|1|2014-06-10|62903
634|F000000N3O|1|2014-06-10|62903
635|F000000N3W|1|2014-06-10|62903
636|F000000N46|1|2014-06-10|62903
637|F000000N4J|1|2014-06-10|62903
638|F000000N4X|1|2014-06-10|62903
639|F000000N55|1|2014-06-10|62903
640|F000000N5F|1|2014-06-10|62903
641|F000000N5R|1|2014-06-10|62903
642|F000000N63|1|2014-06-10|62903
643|F000000N6D|1|2014-06-10|62903
644|F000000N6M|1|2014-06-10|62903
645|F000000N79|1|2014-06-10|62903
646|F000000N7K|1|2014-06-10|62903
647|F000000N7T|1|2014-06-10|62903
648|F000000N87|1|2014-06-10|62903
649|F000000N8F|1|2014-06-10|62903
650|F000000N8O|1|2014-06-10|62903
651|F000001WSJ|1|2014-06-10|62903
652|F000001WT2|1|2014-06-10|62903
653|F000001WTQ|1|2014-06-10|62903
