_CurrencyCode|text|HoldingDetail_Id|LocalMarketValue_Id|DataEffectiveDT|DataObjectInstanceVersionKey
USD||20062|764|2014-06-10|62903
USD||20063|765|2014-06-10|62903
USD||20064|766|2014-06-10|62903
USD||20065|767|2014-06-10|62903
USD||20066|768|2014-06-10|62903
USD||20067|769|2014-06-10|62903
USD||20068|770|2014-06-10|62903
USD||20069|771|2014-06-10|62903
USD||20070|772|2014-06-10|62903
USD||20071|773|2014-06-10|62903
USD||20072|774|2014-06-10|62903
USD||20073|775|2014-06-10|62903
USD||20074|776|2014-06-10|62903
USD||20075|777|2014-06-10|62903
USD||20076|778|2014-06-10|62903
USD||20077|779|2014-06-10|62903
USD||20078|780|2014-06-10|62903
USD||20079|781|2014-06-10|62903
USD||20080|782|2014-06-10|62903
USD||20081|783|2014-06-10|62903
USD||20082|784|2014-06-10|62903
USD||20416|785|2014-06-10|62903
AUD||23088|786|2014-06-10|62903
AUD||23089|787|2014-06-10|62903
AUD||23090|788|2014-06-10|62903
AUD||23091|789|2014-06-10|62903
AUD||23092|790|2014-06-10|62903
AUD||23093|791|2014-06-10|62903
AUD||23094|792|2014-06-10|62903
AUD||23095|793|2014-06-10|62903
AUD||23096|794|2014-06-10|62903
AUD||23097|795|2014-06-10|62903
AUD||23098|796|2014-06-10|62903
AUD||23099|797|2014-06-10|62903
AUD||23100|798|2014-06-10|62903
AUD||23101|799|2014-06-10|62903
AUD||23102|800|2014-06-10|62903
AUD||23103|801|2014-06-10|62903
AUD||23104|802|2014-06-10|62903
AUD||23105|803|2014-06-10|62903
AUD||23106|804|2014-06-10|62903
AUD||23107|805|2014-06-10|62903
AUD||23108|806|2014-06-10|62903
AUD||23109|807|2014-06-10|62903
AUD||23110|808|2014-06-10|62903
AUD||23111|809|2014-06-10|62903
AUD||23112|810|2014-06-10|62903
AUD||23113|811|2014-06-10|62903
AUD||23114|812|2014-06-10|62903
AUD||23115|813|2014-06-10|62903
AUD||23116|814|2014-06-10|62903
AUD||23117|815|2014-06-10|62903
AUD||23118|816|2014-06-10|62903
AUD||23119|817|2014-06-10|62903
AUD||23120|818|2014-06-10|62903
AUD||23121|819|2014-06-10|62903
AUD||23122|820|2014-06-10|62903
AUD||23123|821|2014-06-10|62903
AUD||23124|822|2014-06-10|62903
AUD||23125|823|2014-06-10|62903
AUD||23126|824|2014-06-10|62903
AUD||23127|825|2014-06-10|62903
AUD||23128|826|2014-06-10|62903
AUD||23129|827|2014-06-10|62903
AUD||23130|828|2014-06-10|62903
AUD||23131|829|2014-06-10|62903
AUD||23132|830|2014-06-10|62903
USD||23251|831|2014-06-10|62903
USD||23252|832|2014-06-10|62903
USD||23763|833|2014-06-10|62903
USD||23764|834|2014-06-10|62903
USD||23881|835|2014-06-10|62903
JPY||23883|836|2014-06-10|62903
JPY||23884|837|2014-06-10|62903
USD||25491|838|2014-06-10|62903
USD||25492|839|2014-06-10|62903
USD||25575|840|2014-06-10|62903
USD||25785|841|2014-06-10|62903
USD||25786|842|2014-06-10|62903
USD||26100|843|2014-06-10|62903
USD||26101|844|2014-06-10|62903
USD||26102|845|2014-06-10|62903
USD||26103|846|2014-06-10|62903
USD||26104|847|2014-06-10|62903
USD||26105|848|2014-06-10|62903
USD||26106|849|2014-06-10|62903
USD||26107|850|2014-06-10|62903
USD||26108|851|2014-06-10|62903
USD||26109|852|2014-06-10|62903
USD||26110|853|2014-06-10|62903
USD||26111|854|2014-06-10|62903
USD||26112|855|2014-06-10|62903
USD||26113|856|2014-06-10|62903
USD||26114|857|2014-06-10|62903
USD||26115|858|2014-06-10|62903
USD||26116|859|2014-06-10|62903
USD||26117|860|2014-06-10|62903
USD||26118|861|2014-06-10|62903
USD||26119|862|2014-06-10|62903
USD||26120|863|2014-06-10|62903
USD||26121|864|2014-06-10|62903
USD||26122|865|2014-06-10|62903
USD||26123|866|2014-06-10|62903
USD||26124|867|2014-06-10|62903
USD||26125|868|2014-06-10|62903
USD||26126|869|2014-06-10|62903
USD||26127|870|2014-06-10|62903
USD||26128|871|2014-06-10|62903
USD||26129|872|2014-06-10|62903
USD||26130|873|2014-06-10|62903
USD||26131|874|2014-06-10|62903
USD||26132|875|2014-06-10|62903
USD||26133|876|2014-06-10|62903
USD||26134|877|2014-06-10|62903
USD||26135|878|2014-06-10|62903
USD||26136|879|2014-06-10|62903
USD||26137|880|2014-06-10|62903
USD||26138|881|2014-06-10|62903
USD||26139|882|2014-06-10|62903
USD||26140|883|2014-06-10|62903
USD||26141|884|2014-06-10|62903
USD||26142|885|2014-06-10|62903
USD||26143|886|2014-06-10|62903
USD||26144|887|2014-06-10|62903
USD||26145|888|2014-06-10|62903
USD||26146|889|2014-06-10|62903
USD||26147|890|2014-06-10|62903
USD||26148|891|2014-06-10|62903
USD||26149|892|2014-06-10|62903
USD||26150|893|2014-06-10|62903
USD||26151|894|2014-06-10|62903
USD||26152|895|2014-06-10|62903
USD||26153|896|2014-06-10|62903
USD||26154|897|2014-06-10|62903
USD||26155|898|2014-06-10|62903
USD||26156|899|2014-06-10|62903
USD||26157|900|2014-06-10|62903
USD||26158|901|2014-06-10|62903
USD||26159|902|2014-06-10|62903
USD||26160|903|2014-06-10|62903
USD||26161|904|2014-06-10|62903
USD||26162|905|2014-06-10|62903
USD||26163|906|2014-06-10|62903
USD||26164|907|2014-06-10|62903
USD||26165|908|2014-06-10|62903
USD||26166|909|2014-06-10|62903
USD||26167|910|2014-06-10|62903
USD||26168|911|2014-06-10|62903
USD||26169|912|2014-06-10|62903
USD||26170|913|2014-06-10|62903
USD||26171|914|2014-06-10|62903
USD||26172|915|2014-06-10|62903
USD||26173|916|2014-06-10|62903
USD||26174|917|2014-06-10|62903
USD||26175|918|2014-06-10|62903
USD||26176|919|2014-06-10|62903
USD||26177|920|2014-06-10|62903
USD||26178|921|2014-06-10|62903
USD||26179|922|2014-06-10|62903
USD||26180|923|2014-06-10|62903
USD||26181|924|2014-06-10|62903
USD||26182|925|2014-06-10|62903
USD||26183|926|2014-06-10|62903
USD||26184|927|2014-06-10|62903
USD||26185|928|2014-06-10|62903
USD||26186|929|2014-06-10|62903
USD||26187|930|2014-06-10|62903
USD||26188|931|2014-06-10|62903
USD||26189|932|2014-06-10|62903
USD||26190|933|2014-06-10|62903
USD||26191|934|2014-06-10|62903
USD||26192|935|2014-06-10|62903
USD||26193|936|2014-06-10|62903
USD||26194|937|2014-06-10|62903
USD||26195|938|2014-06-10|62903
USD||26196|939|2014-06-10|62903
USD||26197|940|2014-06-10|62903
USD||26198|941|2014-06-10|62903
USD||26199|942|2014-06-10|62903
USD||26200|943|2014-06-10|62903
USD||26201|944|2014-06-10|62903
USD||26202|945|2014-06-10|62903
USD||26203|946|2014-06-10|62903
USD||26204|947|2014-06-10|62903
USD||26205|948|2014-06-10|62903
USD||26206|949|2014-06-10|62903
USD||26207|950|2014-06-10|62903
USD||26208|951|2014-06-10|62903
USD||26209|952|2014-06-10|62903
USD||26210|953|2014-06-10|62903
USD||26211|954|2014-06-10|62903
USD||26212|955|2014-06-10|62903
USD||26213|956|2014-06-10|62903
USD||26214|957|2014-06-10|62903
USD||26215|958|2014-06-10|62903
USD||26216|959|2014-06-10|62903
USD||26217|960|2014-06-10|62903
USD||26218|961|2014-06-10|62903
USD||26219|962|2014-06-10|62903
USD||26220|963|2014-06-10|62903
JPY||27360|964|2014-06-10|62903
JPY||27361|965|2014-06-10|62903
EUR||27362|966|2014-06-10|62903
EUR||27363|967|2014-06-10|62903
EUR||27364|968|2014-06-10|62903
EUR||27365|969|2014-06-10|62903
EUR||27366|970|2014-06-10|62903
EUR||27367|971|2014-06-10|62903
EUR||27368|972|2014-06-10|62903
EUR||27369|973|2014-06-10|62903
EUR||27370|974|2014-06-10|62903
EUR||27371|975|2014-06-10|62903
EUR||27372|976|2014-06-10|62903
GBP||27373|977|2014-06-10|62903
EUR||27374|978|2014-06-10|62903
EUR||27376|979|2014-06-10|62903
EUR||27377|980|2014-06-10|62903
EUR||27378|981|2014-06-10|62903
GBP||27379|982|2014-06-10|62903
EUR||27380|983|2014-06-10|62903
GBP||27381|984|2014-06-10|62903
EUR||27382|985|2014-06-10|62903
EUR||27383|986|2014-06-10|62903
EUR||27384|987|2014-06-10|62903
EUR||27385|988|2014-06-10|62903
GBP||27386|989|2014-06-10|62903
EUR||27387|990|2014-06-10|62903
EUR||27388|991|2014-06-10|62903
EUR||27389|992|2014-06-10|62903
EUR||27390|993|2014-06-10|62903
EUR||27391|994|2014-06-10|62903
EUR||27392|995|2014-06-10|62903
EUR||27393|996|2014-06-10|62903
EUR||27394|997|2014-06-10|62903
EUR||27395|998|2014-06-10|62903
EUR||27396|999|2014-06-10|62903
EUR||27397|1000|2014-06-10|62903
EUR||27398|1001|2014-06-10|62903
EUR||27399|1002|2014-06-10|62903
EUR||27400|1003|2014-06-10|62903
EUR||27401|1004|2014-06-10|62903
EUR||27402|1005|2014-06-10|62903
EUR||27403|1006|2014-06-10|62903
GBP||27404|1007|2014-06-10|62903
GBP||27405|1008|2014-06-10|62903
EUR||27406|1009|2014-06-10|62903
EUR||27407|1010|2014-06-10|62903
EUR||27408|1011|2014-06-10|62903
EUR||27409|1012|2014-06-10|62903
EUR||27410|1013|2014-06-10|62903
EUR||27411|1014|2014-06-10|62903
EUR||27412|1015|2014-06-10|62903
EUR||27413|1016|2014-06-10|62903
EUR||27414|1017|2014-06-10|62903
EUR||27415|1018|2014-06-10|62903
EUR||27416|1019|2014-06-10|62903
EUR||27417|1020|2014-06-10|62903
EUR||27418|1021|2014-06-10|62903
USD||27419|1022|2014-06-10|62903
USD||27420|1023|2014-06-10|62903
USD||27421|1024|2014-06-10|62903
USD||27422|1025|2014-06-10|62903
USD||27423|1026|2014-06-10|62903
USD||27424|1027|2014-06-10|62903
USD||27425|1028|2014-06-10|62903
USD||30607|1029|2014-06-10|62903
USD||30608|1030|2014-06-10|62903
EUR||32965|1031|2014-06-10|62903
EUR||32966|1032|2014-06-10|62903
EUR||32967|1033|2014-06-10|62903
EUR||32968|1034|2014-06-10|62903
EUR||32969|1035|2014-06-10|62903
CAD||32970|1036|2014-06-10|62903
EUR||32971|1037|2014-06-10|62903
GBP||32973|1038|2014-06-10|62903
USD||32974|1039|2014-06-10|62903
GBP||32975|1040|2014-06-10|62903
DKK||32976|1041|2014-06-10|62903
GBP||32977|1042|2014-06-10|62903
EUR||32978|1043|2014-06-10|62903
EUR||32980|1044|2014-06-10|62903
EUR||32981|1045|2014-06-10|62903
SEK||32982|1046|2014-06-10|62903
EUR||32983|1047|2014-06-10|62903
EUR||32984|1048|2014-06-10|62903
USD||32985|1049|2014-06-10|62903
USD||32986|1050|2014-06-10|62903
USD||32987|1051|2014-06-10|62903
EUR||32988|1052|2014-06-10|62903
GBP||32989|1053|2014-06-10|62903
EUR||32990|1054|2014-06-10|62903
CAD||32991|1055|2014-06-10|62903
EUR||32992|1056|2014-06-10|62903
EUR||32993|1057|2014-06-10|62903
EUR||32994|1058|2014-06-10|62903
EUR||32995|1059|2014-06-10|62903
USD||32996|1060|2014-06-10|62903
EUR||32997|1061|2014-06-10|62903
EUR||32998|1062|2014-06-10|62903
EUR||32999|1063|2014-06-10|62903
USD||33000|1064|2014-06-10|62903
USD||33002|1065|2014-06-10|62903
EUR||33003|1066|2014-06-10|62903
USD||33004|1067|2014-06-10|62903
USD||33005|1068|2014-06-10|62903
USD||33006|1069|2014-06-10|62903
JPY||33007|1070|2014-06-10|62903
EUR||33008|1071|2014-06-10|62903
EUR||33009|1072|2014-06-10|62903
USD||33010|1073|2014-06-10|62903
GBP||33011|1074|2014-06-10|62903
EUR||33012|1075|2014-06-10|62903
EUR||33013|1076|2014-06-10|62903
EUR||33014|1077|2014-06-10|62903
GBP||33015|1078|2014-06-10|62903
USD||33016|1079|2014-06-10|62903
USD||33017|1080|2014-06-10|62903
AUD||33018|1081|2014-06-10|62903
USD||33019|1082|2014-06-10|62903
USD||33020|1083|2014-06-10|62903
USD||33021|1084|2014-06-10|62903
EUR||33022|1085|2014-06-10|62903
USD||33023|1086|2014-06-10|62903
USD||33024|1087|2014-06-10|62903
USD||33025|1088|2014-06-10|62903
EUR||33026|1089|2014-06-10|62903
EUR||33027|1090|2014-06-10|62903
GBP||33028|1091|2014-06-10|62903
USD||33029|1092|2014-06-10|62903
GBP||33030|1093|2014-06-10|62903
USD||33031|1094|2014-06-10|62903
USD||33032|1095|2014-06-10|62903
EUR||33033|1096|2014-06-10|62903
EUR||33034|1097|2014-06-10|62903
USD||33035|1098|2014-06-10|62903
USD||33036|1099|2014-06-10|62903
USD||33037|1100|2014-06-10|62903
EUR||33038|1101|2014-06-10|62903
USD||33039|1102|2014-06-10|62903
USD||33040|1103|2014-06-10|62903
USD||33041|1104|2014-06-10|62903
USD||33042|1105|2014-06-10|62903
USD||33043|1106|2014-06-10|62903
EUR||33044|1107|2014-06-10|62903
USD||33045|1108|2014-06-10|62903
EUR||33046|1109|2014-06-10|62903
EUR||33047|1110|2014-06-10|62903
USD||33048|1111|2014-06-10|62903
EUR||33049|1112|2014-06-10|62903
EUR||33050|1113|2014-06-10|62903
USD||33051|1114|2014-06-10|62903
EUR||33052|1115|2014-06-10|62903
GBP||33053|1116|2014-06-10|62903
EUR||33054|1117|2014-06-10|62903
USD||33055|1118|2014-06-10|62903
EUR||33056|1119|2014-06-10|62903
MXN||33057|1120|2014-06-10|62903
USD||33058|1121|2014-06-10|62903
USD||33059|1122|2014-06-10|62903
USD||33060|1123|2014-06-10|62903
USD||33061|1124|2014-06-10|62903
USD||33062|1125|2014-06-10|62903
ZAR||33063|1126|2014-06-10|62903
GBP||33064|1127|2014-06-10|62903
USD||33065|1128|2014-06-10|62903
EUR||33066|1129|2014-06-10|62903
USD||33067|1130|2014-06-10|62903
EUR||33069|1131|2014-06-10|62903
EUR||33070|1132|2014-06-10|62903
GBP||33071|1133|2014-06-10|62903
USD||33072|1134|2014-06-10|62903
USD||33073|1135|2014-06-10|62903
USD||33074|1136|2014-06-10|62903
USD||33075|1137|2014-06-10|62903
USD||33076|1138|2014-06-10|62903
EUR||33077|1139|2014-06-10|62903
EUR||33078|1140|2014-06-10|62903
USD||33079|1141|2014-06-10|62903
EUR||33080|1142|2014-06-10|62903
AUD||33081|1143|2014-06-10|62903
USD||33082|1144|2014-06-10|62903
GBP||33083|1145|2014-06-10|62903
USD||33084|1146|2014-06-10|62903
DKK||33085|1147|2014-06-10|62903
USD||33086|1148|2014-06-10|62903
EUR||33087|1149|2014-06-10|62903
USD||33088|1150|2014-06-10|62903
USD||33089|1151|2014-06-10|62903
USD||33090|1152|2014-06-10|62903
USD||33091|1153|2014-06-10|62903
USD||33092|1154|2014-06-10|62903
USD||33093|1155|2014-06-10|62903
GBP||33094|1156|2014-06-10|62903
USD||33095|1157|2014-06-10|62903
EUR||33096|1158|2014-06-10|62903
EUR||33097|1159|2014-06-10|62903
USD||33098|1160|2014-06-10|62903
USD||33099|1161|2014-06-10|62903
GBP||33100|1162|2014-06-10|62903
GBP||33101|1163|2014-06-10|62903
EUR||33102|1164|2014-06-10|62903
MXN||33103|1165|2014-06-10|62903
USD||33104|1166|2014-06-10|62903
GBP||33105|1167|2014-06-10|62903
USD||33106|1168|2014-06-10|62903
SEK||33107|1169|2014-06-10|62903
EUR||33108|1170|2014-06-10|62903
GBP||33109|1171|2014-06-10|62903
AUD||33110|1172|2014-06-10|62903
GBP||33111|1173|2014-06-10|62903
EUR||33112|1174|2014-06-10|62903
USD||33113|1175|2014-06-10|62903
EUR||33114|1176|2014-06-10|62903
GBP||33116|1177|2014-06-10|62903
EUR||33117|1178|2014-06-10|62903
USD||33118|1179|2014-06-10|62903
GBP||33119|1180|2014-06-10|62903
EUR||33120|1181|2014-06-10|62903
USD||33121|1182|2014-06-10|62903
MXN||33122|1183|2014-06-10|62903
MXN||33123|1184|2014-06-10|62903
MXN||33124|1185|2014-06-10|62903
MXN||33125|1186|2014-06-10|62903
USD||33126|1187|2014-06-10|62903
USD||33844|1188|2014-06-10|62903
USD||33847|1189|2014-06-10|62903
USD||33849|1190|2014-06-10|62903
USD||33852|1191|2014-06-10|62903
USD||35018|1192|2014-06-10|62903
USD||35019|1193|2014-06-10|62903
USD||38569|1194|2014-06-10|62903
USD||38570|1195|2014-06-10|62903
NZD||38571|1196|2014-06-10|62903
TWD||38572|1197|2014-06-10|62903
CAD||38573|1198|2014-06-10|62903
USD||38574|1199|2014-06-10|62903
JPY||38575|1200|2014-06-10|62903
MXN||38576|1201|2014-06-10|62903
JPY||38577|1202|2014-06-10|62903
AUD||38578|1203|2014-06-10|62903
USD||38579|1204|2014-06-10|62903
MYR||38580|1205|2014-06-10|62903
USD||38581|1206|2014-06-10|62903
SGD||38582|1207|2014-06-10|62903
MXN||38583|1208|2014-06-10|62903
THB||38584|1209|2014-06-10|62903
SGD||38585|1210|2014-06-10|62903
CAD||38586|1211|2014-06-10|62903
USD||38587|1212|2014-06-10|62903
USD||38588|1213|2014-06-10|62903
USD||38589|1214|2014-06-10|62903
PHP||38590|1215|2014-06-10|62903
TWD||38591|1216|2014-06-10|62903
MYR||38592|1217|2014-06-10|62903
USD||38593|1218|2014-06-10|62903
USD||38594|1219|2014-06-10|62903
JPY||38595|1220|2014-06-10|62903
JPY||38596|1221|2014-06-10|62903
JPY||38597|1222|2014-06-10|62903
JPY||38598|1223|2014-06-10|62903
JPY||38599|1224|2014-06-10|62903
MYR||38600|1225|2014-06-10|62903
AUD||38601|1226|2014-06-10|62903
AUD||38602|1227|2014-06-10|62903
JPY||38603|1228|2014-06-10|62903
JPY||38604|1229|2014-06-10|62903
JPY||38605|1230|2014-06-10|62903
USD||38606|1231|2014-06-10|62903
USD||38607|1232|2014-06-10|62903
USD||38608|1233|2014-06-10|62903
JPY||38609|1234|2014-06-10|62903
USD||38610|1235|2014-06-10|62903
JPY||38611|1236|2014-06-10|62903
JPY||38612|1237|2014-06-10|62903
USD||38613|1238|2014-06-10|62903
JPY||38614|1239|2014-06-10|62903
JPY||38615|1240|2014-06-10|62903
USD||38616|1241|2014-06-10|62903
SGD||38617|1242|2014-06-10|62903
JPY||38618|1243|2014-06-10|62903
USD||38619|1244|2014-06-10|62903
USD||38620|1245|2014-06-10|62903
TWD||38621|1246|2014-06-10|62903
USD||38622|1247|2014-06-10|62903
JPY||38623|1248|2014-06-10|62903
NZD||38624|1249|2014-06-10|62903
JPY||38625|1250|2014-06-10|62903
JPY||38626|1251|2014-06-10|62903
TWD||38627|1252|2014-06-10|62903
JPY||38628|1253|2014-06-10|62903
USD||38629|1254|2014-06-10|62903
THB||38630|1255|2014-06-10|62903
JPY||38631|1256|2014-06-10|62903
JPY||38632|1257|2014-06-10|62903
USD||38634|1258|2014-06-10|62903
JPY||38636|1259|2014-06-10|62903
MXN||38637|1260|2014-06-10|62903
THB||38638|1261|2014-06-10|62903
USD||38639|1262|2014-06-10|62903
USD||38785|1263|2014-06-10|62903
BRL||38820|1264|2014-06-10|62903
BRL||38821|1265|2014-06-10|62903
BRL||38822|1266|2014-06-10|62903
BRL||38823|1267|2014-06-10|62903
BRL||38824|1268|2014-06-10|62903
BRL||38826|1269|2014-06-10|62903
BRL||38827|1270|2014-06-10|62903
BRL||38828|1271|2014-06-10|62903
BRL||38829|1272|2014-06-10|62903
BRL||38830|1273|2014-06-10|62903
BRL||38831|1274|2014-06-10|62903
BRL||38833|1275|2014-06-10|62903
BRL||38834|1276|2014-06-10|62903
BRL||38835|1277|2014-06-10|62903
BRL||38836|1278|2014-06-10|62903
BRL||38837|1279|2014-06-10|62903
BRL||38838|1280|2014-06-10|62903
BRL||38839|1281|2014-06-10|62903
BRL||38840|1282|2014-06-10|62903
BRL||38841|1283|2014-06-10|62903
BRL||38842|1284|2014-06-10|62903
USD||38843|1285|2014-06-10|62903
BRL||38844|1286|2014-06-10|62903
BRL||38845|1287|2014-06-10|62903
BRL||38846|1288|2014-06-10|62903
BRL||38847|1289|2014-06-10|62903
BRL||38848|1290|2014-06-10|62903
BRL||38849|1291|2014-06-10|62903
BRL||38850|1292|2014-06-10|62903
BRL||38851|1293|2014-06-10|62903
BRL||38852|1294|2014-06-10|62903
BRL||38853|1295|2014-06-10|62903
BRL||38854|1296|2014-06-10|62903
BRL||38855|1297|2014-06-10|62903
BRL||38856|1298|2014-06-10|62903
BRL||38857|1299|2014-06-10|62903
BRL||38858|1300|2014-06-10|62903
BRL||38859|1301|2014-06-10|62903
BRL||38860|1302|2014-06-10|62903
USD||38861|1303|2014-06-10|62903
BRL||38862|1304|2014-06-10|62903
BRL||38863|1305|2014-06-10|62903
BRL||38864|1306|2014-06-10|62903
BRL||38865|1307|2014-06-10|62903
BRL||38866|1308|2014-06-10|62903
USD||38867|1309|2014-06-10|62903
USD||39158|1310|2014-06-10|62903
USD||39159|1311|2014-06-10|62903
USD||39160|1312|2014-06-10|62903
USD||39203|1313|2014-06-10|62903
JPY||39205|1314|2014-06-10|62903
USD||39285|1315|2014-06-10|62903
USD||39286|1316|2014-06-10|62903
INR||40415|1317|2014-06-10|62903
INR||40416|1318|2014-06-10|62903
HKD||40417|1319|2014-06-10|62903
INR||40418|1320|2014-06-10|62903
HKD||40420|1321|2014-06-10|62903
THB||40421|1322|2014-06-10|62903
INR||40422|1323|2014-06-10|62903
INR||40423|1324|2014-06-10|62903
INR||40424|1325|2014-06-10|62903
HKD||40425|1326|2014-06-10|62903
HKD||40426|1327|2014-06-10|62903
IDR||40427|1328|2014-06-10|62903
HKD||40428|1329|2014-06-10|62903
MYR||40429|1330|2014-06-10|62903
HKD||40430|1331|2014-06-10|62903
HKD||40431|1332|2014-06-10|62903
HKD||40432|1333|2014-06-10|62903
INR||40433|1334|2014-06-10|62903
HKD||40434|1335|2014-06-10|62903
THB||40435|1336|2014-06-10|62903
IDR||40436|1337|2014-06-10|62903
MYR||40437|1338|2014-06-10|62903
HKD||40438|1339|2014-06-10|62903
INR||40439|1340|2014-06-10|62903
INR||40440|1341|2014-06-10|62903
IDR||40441|1342|2014-06-10|62903
MYR||40442|1343|2014-06-10|62903
INR||40443|1344|2014-06-10|62903
HKD||40444|1345|2014-06-10|62903
HKD||40445|1346|2014-06-10|62903
THB||40446|1347|2014-06-10|62903
MYR||40447|1348|2014-06-10|62903
MYR||40448|1349|2014-06-10|62903
HKD||40449|1350|2014-06-10|62903
HKD||40450|1351|2014-06-10|62903
HKD||40451|1352|2014-06-10|62903
PHP||40452|1353|2014-06-10|62903
HKD||40453|1354|2014-06-10|62903
IDR||40454|1355|2014-06-10|62903
PHP||40455|1356|2014-06-10|62903
PHP||40456|1357|2014-06-10|62903
THB||40457|1358|2014-06-10|62903
THB||40458|1359|2014-06-10|62903
HKD||40459|1360|2014-06-10|62903
IDR||40460|1361|2014-06-10|62903
PHP||40461|1362|2014-06-10|62903
PHP||40462|1363|2014-06-10|62903
MYR||40463|1364|2014-06-10|62903
THB||40464|1365|2014-06-10|62903
PHP||40465|1366|2014-06-10|62903
HKD||40466|1367|2014-06-10|62903
IDR||40467|1368|2014-06-10|62903
MYR||40468|1369|2014-06-10|62903
THB||40469|1370|2014-06-10|62903
PHP||40470|1371|2014-06-10|62903
HKD||40471|1372|2014-06-10|62903
HKD||40472|1373|2014-06-10|62903
USD||40500|1374|2014-06-10|62903
GBP||40501|1375|2014-06-10|62903
EUR||40502|1376|2014-06-10|62903
EUR||40503|1377|2014-06-10|62903
USD||40505|1378|2014-06-10|62903
USD||40506|1379|2014-06-10|62903
EUR||40507|1380|2014-06-10|62903
EUR||40508|1381|2014-06-10|62903
EUR||40509|1382|2014-06-10|62903
GBP||40510|1383|2014-06-10|62903
GBP||40511|1384|2014-06-10|62903
USD||40512|1385|2014-06-10|62903
USD||40513|1386|2014-06-10|62903
USD||40514|1387|2014-06-10|62903
USD||40515|1388|2014-06-10|62903
EUR||40516|1389|2014-06-10|62903
USD||40517|1390|2014-06-10|62903
USD||40518|1391|2014-06-10|62903
HKD||40519|1392|2014-06-10|62903
USD||40520|1393|2014-06-10|62903
EUR||40521|1394|2014-06-10|62903
USD||40522|1395|2014-06-10|62903
USD||40523|1396|2014-06-10|62903
GBP||40524|1397|2014-06-10|62903
USD||40525|1398|2014-06-10|62903
USD||40526|1399|2014-06-10|62903
USD||41667|1400|2014-06-10|62903
USD||41669|1401|2014-06-10|62903
USD||41696|1402|2014-06-10|62903
USD||41699|1403|2014-06-10|62903
USD||41700|1404|2014-06-10|62903
USD||41703|1405|2014-06-10|62903
KRW||42293|1406|2014-06-10|62903
KRW||42295|1407|2014-06-10|62903
KRW||42296|1408|2014-06-10|62903
KRW||42297|1409|2014-06-10|62903
KRW||42298|1410|2014-06-10|62903
KRW||42299|1411|2014-06-10|62903
KRW||42300|1412|2014-06-10|62903
KRW||42301|1413|2014-06-10|62903
KRW||42302|1414|2014-06-10|62903
KRW||42303|1415|2014-06-10|62903
KRW||42304|1416|2014-06-10|62903
KRW||42305|1417|2014-06-10|62903
KRW||42306|1418|2014-06-10|62903
KRW||42307|1419|2014-06-10|62903
KRW||42308|1420|2014-06-10|62903
KRW||42309|1421|2014-06-10|62903
KRW||42310|1422|2014-06-10|62903
KRW||42311|1423|2014-06-10|62903
KRW||42312|1424|2014-06-10|62903
KRW||42313|1425|2014-06-10|62903
KRW||42314|1426|2014-06-10|62903
KRW||42315|1427|2014-06-10|62903
KRW||42316|1428|2014-06-10|62903
KRW||42317|1429|2014-06-10|62903
KRW||42318|1430|2014-06-10|62903
KRW||42319|1431|2014-06-10|62903
KRW||42320|1432|2014-06-10|62903
KRW||42321|1433|2014-06-10|62903
KRW||42322|1434|2014-06-10|62903
KRW||42323|1435|2014-06-10|62903
KRW||42324|1436|2014-06-10|62903
KRW||42325|1437|2014-06-10|62903
KRW||42326|1438|2014-06-10|62903
KRW||42327|1439|2014-06-10|62903
HKD||42469|1440|2014-06-10|62903
HKD||42470|1441|2014-06-10|62903
HKD||42471|1442|2014-06-10|62903
HKD||42472|1443|2014-06-10|62903
HKD||42473|1444|2014-06-10|62903
HKD||42474|1445|2014-06-10|62903
HKD||42476|1446|2014-06-10|62903
HKD||42477|1447|2014-06-10|62903
HKD||42478|1448|2014-06-10|62903
HKD||42479|1449|2014-06-10|62903
HKD||42480|1450|2014-06-10|62903
HKD||42481|1451|2014-06-10|62903
HKD||42482|1452|2014-06-10|62903
HKD||42483|1453|2014-06-10|62903
HKD||42484|1454|2014-06-10|62903
HKD||42485|1455|2014-06-10|62903
HKD||42486|1456|2014-06-10|62903
HKD||42487|1457|2014-06-10|62903
HKD||42488|1458|2014-06-10|62903
HKD||42489|1459|2014-06-10|62903
HKD||42490|1460|2014-06-10|62903
HKD||42491|1461|2014-06-10|62903
HKD||42492|1462|2014-06-10|62903
HKD||42493|1463|2014-06-10|62903
HKD||42494|1464|2014-06-10|62903
HKD||42495|1465|2014-06-10|62903
HKD||42496|1466|2014-06-10|62903
HKD||42497|1467|2014-06-10|62903
HKD||42498|1468|2014-06-10|62903
HKD||42499|1469|2014-06-10|62903
HKD||42500|1470|2014-06-10|62903
HKD||42501|1471|2014-06-10|62903
HKD||42502|1472|2014-06-10|62903
USD||42503|1473|2014-06-10|62903
HKD||42504|1474|2014-06-10|62903
HKD||42505|1475|2014-06-10|62903
HKD||42506|1476|2014-06-10|62903
HKD||42507|1477|2014-06-10|62903
HKD||42508|1478|2014-06-10|62903
HKD||42509|1479|2014-06-10|62903
HKD||42510|1480|2014-06-10|62903
HKD||42511|1481|2014-06-10|62903
HKD||42512|1482|2014-06-10|62903
HKD||42513|1483|2014-06-10|62903
HKD||42514|1484|2014-06-10|62903
HKD||42515|1485|2014-06-10|62903
HKD||42516|1486|2014-06-10|62903
HKD||42517|1487|2014-06-10|62903
