FundShareClass_Id|_Id|InvestmentVehicle_Id|DataEffectiveDT|DataObjectInstanceVersionKey
3568|F000000MNJ|3568|2014-06-10|62903
3569|F000000MNM|3569|2014-06-10|62903
3570|F000000MNO|3570|2014-06-10|62903
3571|F000000MNQ|3571|2014-06-10|62903
3572|F000000MNS|3572|2014-06-10|62903
3573|F000000MNW|3573|2014-06-10|62903
3574|F000000MNY|3574|2014-06-10|62903
3575|F000000MO0|3575|2014-06-10|62903
3576|F000000MO3|3576|2014-06-10|62903
3577|F000000MO6|3577|2014-06-10|62903
3578|F000000MOA|3578|2014-06-10|62903
3579|F000000MOC|3579|2014-06-10|62903
3580|F000000MOE|3580|2014-06-10|62903
3581|F000000MOG|3581|2014-06-10|62903
3582|F000000MOI|3582|2014-06-10|62903
3583|F000000MOK|3583|2014-06-10|62903
3584|F000000MOM|3584|2014-06-10|62903
3585|F000000MOS|3585|2014-06-10|62903
3586|F000000MOV|3586|2014-06-10|62903
3587|F000000MP2|3587|2014-06-10|62903
3588|F000000MP4|3588|2014-06-10|62903
3589|F000000MP8|3589|2014-06-10|62903
3590|F000000MPA|3590|2014-06-10|62903
3591|F000000MPC|3591|2014-06-10|62903
3592|F000000MPE|3592|2014-06-10|62903
3593|F000000MPG|3593|2014-06-10|62903
3594|F000000MPK|3594|2014-06-10|62903
3595|F000000MPN|3595|2014-06-10|62903
3596|F000000MPQ|3596|2014-06-10|62903
3597|F000000MPT|3597|2014-06-10|62903
3598|F000000MPV|3598|2014-06-10|62903
3599|F000000MPX|3599|2014-06-10|62903
3600|F000000MQ0|3600|2014-06-10|62903
3601|F000000NP1|3601|2014-06-10|62903
3602|F000000NP4|3602|2014-06-10|62903
3603|F000000NP6|3603|2014-06-10|62903
3604|F000000NP8|3604|2014-06-10|62903
3605|F000000NPA|3605|2014-06-10|62903
3606|F000000NPC|3606|2014-06-10|62903
3607|F000000NPE|3607|2014-06-10|62903
3608|F000000NPG|3608|2014-06-10|62903
3609|F000000NPI|3609|2014-06-10|62903
3610|F000000NPK|3610|2014-06-10|62903
3611|F000000NPN|3611|2014-06-10|62903
3612|F000000NPP|3612|2014-06-10|62903
3613|F000000NPS|3613|2014-06-10|62903
3614|F000000NPU|3614|2014-06-10|62903
3615|F000000NPW|3615|2014-06-10|62903
3616|F000000NPY|3616|2014-06-10|62903
3617|F000000NQ0|3617|2014-06-10|62903
3618|F000000NQ3|3618|2014-06-10|62903
3619|F000000NQ5|3619|2014-06-10|62903
3620|F000000NQD|3620|2014-06-10|62903
3621|F000000NQG|3621|2014-06-10|62903
3622|F000000YY6|3622|2014-06-10|62903
3623|F000001A6N|3623|2014-06-10|62903
3624|F000001A6Q|3624|2014-06-10|62903
3625|F000001EXZ|3625|2014-06-10|62903
3626|F000001WQH|3626|2014-06-10|62903
3627|F000001WQL|3627|2014-06-10|62903
3628|F000001WQO|3628|2014-06-10|62903
3629|F000001WQR|3629|2014-06-10|62903
3630|F000001WQU|3630|2014-06-10|62903
3631|F000001WQW|3631|2014-06-10|62903
3632|F000001WR1|3632|2014-06-10|62903
3633|F000001WR4|3633|2014-06-10|62903
3634|F000001WR6|3634|2014-06-10|62903
3635|F000001WR8|3635|2014-06-10|62903
3636|F000001WRA|3636|2014-06-10|62903
3637|F000001WRC|3637|2014-06-10|62903
3638|F000001WRE|3638|2014-06-10|62903
3639|F000001WRH|3639|2014-06-10|62903
3640|F000001WRJ|3640|2014-06-10|62903
3641|F000001WRL|3641|2014-06-10|62903
3642|F000001WRN|3642|2014-06-10|62903
3643|F000001WRP|3643|2014-06-10|62903
3644|F000001WRR|3644|2014-06-10|62903
3645|F000001WRU|3645|2014-06-10|62903
3646|F000001WRX|3646|2014-06-10|62903
3647|F000001WS0|3647|2014-06-10|62903
3648|F000001WS2|3648|2014-06-10|62903
3649|F000001WS5|3649|2014-06-10|62903
3650|F000001WS7|3650|2014-06-10|62903
3651|F00000SVNI|3651|2014-06-10|62903
3652|F00000SVNL|3652|2014-06-10|62903
3653|F00000SVNN|3653|2014-06-10|62903
3654|F00000SVNP|3654|2014-06-10|62903
3655|F00000SVNR|3655|2014-06-10|62903
3656|F00000SZ4X|3656|2014-06-10|62903
3657|F00000SZ4Z|3657|2014-06-10|62903
3658|F00000SZ51|3658|2014-06-10|62903
3659|F00000SZ6P|3659|2014-06-10|62903
3660|F00000SZ6Y|3660|2014-06-10|62903
3661|F00000SZ74|3661|2014-06-10|62903
3662|F00000SZ79|3662|2014-06-10|62903
3663|F00000SZ7G|3663|2014-06-10|62903
3664|F00000SZ7I|3664|2014-06-10|62903
3665|F00000SZ7K|3665|2014-06-10|62903
3666|F00000SZ7M|3666|2014-06-10|62903
3667|F00000SZ7O|3667|2014-06-10|62903
3668|F00000SZ7Q|3668|2014-06-10|62903
3669|F00000SZ7S|3669|2014-06-10|62903
3670|F00000SZDW|3670|2014-06-10|62903
3671|F00000SZE3|3671|2014-06-10|62903
3672|F00000SZE5|3672|2014-06-10|62903
3673|F00000T1RF|3673|2014-06-10|62903
3674|F00000T1RI|3674|2014-06-10|62903
3675|F00000T1RK|3675|2014-06-10|62903
3676|F00000T1RM|3676|2014-06-10|62903
3677|F00000T1RO|3677|2014-06-10|62903
3678|F00000T1RQ|3678|2014-06-10|62903
3679|F00000T27M|3679|2014-06-10|62903
3680|F00000T27O|3680|2014-06-10|62903
3681|F00000T27Q|3681|2014-06-10|62903
3682|F00000T27S|3682|2014-06-10|62903
3683|F00000T27U|3683|2014-06-10|62903
3684|F00000T27W|3684|2014-06-10|62903
3685|F00000T27Y|3685|2014-06-10|62903
3686|F00000T4J8|3686|2014-06-10|62903
3687|F00000T4JA|3687|2014-06-10|62903
3688|F00000T5TW|3688|2014-06-10|62903
3689|F00000T6MI|3689|2014-06-10|62903
3690|F00000T6MK|3690|2014-06-10|62903
3691|F00000T6MM|3691|2014-06-10|62903
3692|F00000T6MO|3692|2014-06-10|62903
3693|F00000T6MQ|3693|2014-06-10|62903
3694|F00000T6MT|3694|2014-06-10|62903
3695|F00000T6MV|3695|2014-06-10|62903
3696|F00000T6MX|3696|2014-06-10|62903
3697|F00000T6MZ|3697|2014-06-10|62903
3698|F00000TFJ1|3698|2014-06-10|62903
3699|F00000TFJ5|3699|2014-06-10|62903
3700|F00000TGHG|3700|2014-06-10|62903
3701|F00000O5FB|3701|2014-06-10|62903
3702|F00000O7TI|3702|2014-06-10|62903
3703|F00000O7TK|3703|2014-06-10|62903
3704|F00000O98I|3704|2014-06-10|62903
3705|F00000O98L|3705|2014-06-10|62903
3706|F00000O98N|3706|2014-06-10|62903
3707|F00000OARF|3707|2014-06-10|62903
3708|F00000OARH|3708|2014-06-10|62903
3709|F00000OARK|3709|2014-06-10|62903
3710|F00000OBBH|3710|2014-06-10|62903
3711|F00000OBBJ|3711|2014-06-10|62903
3712|F00000OBBL|3712|2014-06-10|62903
3713|F00000OBBN|3713|2014-06-10|62903
3714|F00000OCQN|3714|2014-06-10|62903
3715|F00000OCSZ|3715|2014-06-10|62903
3716|F00000OCT1|3716|2014-06-10|62903
3717|F00000ODIL|3717|2014-06-10|62903
3718|F00000ODIN|3718|2014-06-10|62903
3719|F00000ODIP|3719|2014-06-10|62903
3720|F00000ODSV|3720|2014-06-10|62903
3721|F00000ODSX|3721|2014-06-10|62903
3722|F00000ODSZ|3722|2014-06-10|62903
3723|F00000ODT1|3723|2014-06-10|62903
3724|F00000ODT3|3724|2014-06-10|62903
3725|F00000ODT5|3725|2014-06-10|62903
3726|F00000OESX|3726|2014-06-10|62903
3727|F00000OESZ|3727|2014-06-10|62903
3728|F00000OET1|3728|2014-06-10|62903
3729|F00000OET3|3729|2014-06-10|62903
3730|F00000OET5|3730|2014-06-10|62903
3731|F00000OET7|3731|2014-06-10|62903
3732|F00000OJD6|3732|2014-06-10|62903
3733|F00000OJD9|3733|2014-06-10|62903
3734|F00000OJDB|3734|2014-06-10|62903
3735|F00000OJDD|3735|2014-06-10|62903
3736|F00000OJDF|3736|2014-06-10|62903
3737|F00000OJWE|3737|2014-06-10|62903
3738|F00000OJWG|3738|2014-06-10|62903
3739|F00000OJWI|3739|2014-06-10|62903
3740|F00000OL6A|3740|2014-06-10|62903
3741|F00000OL6C|3741|2014-06-10|62903
3742|F00000OMDH|3742|2014-06-10|62903
3743|F00000OMDJ|3743|2014-06-10|62903
3744|F00000OMDM|3744|2014-06-10|62903
3745|F00000OMDO|3745|2014-06-10|62903
3746|F00000OMDR|3746|2014-06-10|62903
3747|F00000OMDT|3747|2014-06-10|62903
3748|F00000ON5T|3748|2014-06-10|62903
3749|F00000ON5W|3749|2014-06-10|62903
3750|F00000ON5Y|3750|2014-06-10|62903
3751|F00000TGHI|3751|2014-06-10|62903
3752|F00000TGVC|3752|2014-06-10|62903
3753|F00000TGVE|3753|2014-06-10|62903
3754|F00000TGVJ|3754|2014-06-10|62903
3755|F00000THJ6|3755|2014-06-10|62903
3756|F00000THJ8|3756|2014-06-10|62903
3757|F00000THJA|3757|2014-06-10|62903
3758|F00000THZT|3758|2014-06-10|62903
3759|F00000THZV|3759|2014-06-10|62903
3760|F00000THZX|3760|2014-06-10|62903
3761|F00000TI02|3761|2014-06-10|62903
3762|F00000TI04|3762|2014-06-10|62903
3763|F00000JTSI|3763|2014-06-10|62903
3764|F00000JUTQ|3764|2014-06-10|62903
3765|F00000JUTS|3765|2014-06-10|62903
3766|F00000JUTU|3766|2014-06-10|62903
3767|F00000JVIM|3767|2014-06-10|62903
3768|F00000JW7T|3768|2014-06-10|62903
3769|F00000JWDI|3769|2014-06-10|62903
3770|F00000JWOF|3770|2014-06-10|62903
3771|F00000JWOH|3771|2014-06-10|62903
3772|F00000JWOJ|3772|2014-06-10|62903
3773|F00000JY2B|3773|2014-06-10|62903
3774|F00000JYKX|3774|2014-06-10|62903
3775|F00000JYKZ|3775|2014-06-10|62903
3776|F00000JYL1|3776|2014-06-10|62903
3777|F00000JYL3|3777|2014-06-10|62903
3778|F00000JYL5|3778|2014-06-10|62903
3779|F00000JYL7|3779|2014-06-10|62903
3780|F00000JYW7|3780|2014-06-10|62903
3781|F00000JYW9|3781|2014-06-10|62903
3782|F00000JYWB|3782|2014-06-10|62903
3783|F00000JYWD|3783|2014-06-10|62903
3784|F00000LHYV|3784|2014-06-10|62903
3785|F00000LI62|3785|2014-06-10|62903
3786|F00000LI64|3786|2014-06-10|62903
3787|F00000LI66|3787|2014-06-10|62903
3788|F00000LIKE|3788|2014-06-10|62903
3789|F00000LJ9S|3789|2014-06-10|62903
3790|F00000LJ9U|3790|2014-06-10|62903
3791|F00000LKJE|3791|2014-06-10|62903
3792|F00000LKJI|3792|2014-06-10|62903
3793|F00000LKJM|3793|2014-06-10|62903
3794|F00000LKJQ|3794|2014-06-10|62903
3795|F00000LKJT|3795|2014-06-10|62903
3796|F00000LKJV|3796|2014-06-10|62903
3797|F00000LKJX|3797|2014-06-10|62903
3798|F00000LKJZ|3798|2014-06-10|62903
3799|F00000LKK1|3799|2014-06-10|62903
3800|F00000LKK3|3800|2014-06-10|62903
3801|F00000LLDY|3801|2014-06-10|62903
3802|F00000LLE0|3802|2014-06-10|62903
3803|F00000LM22|3803|2014-06-10|62903
3804|F00000LM25|3804|2014-06-10|62903
3805|F00000LMVM|3805|2014-06-10|62903
3806|F00000LNKT|3806|2014-06-10|62903
3807|F00000LNKV|3807|2014-06-10|62903
3808|F00000LNP3|3808|2014-06-10|62903
3809|F00000LNP5|3809|2014-06-10|62903
3810|F00000LNP7|3810|2014-06-10|62903
3811|F00000LNP9|3811|2014-06-10|62903
3812|F00000LNSX|3812|2014-06-10|62903
3813|F000000N8V|3813|2014-06-10|62903
3814|F000000N8Y|3814|2014-06-10|62903
3815|F000000N91|3815|2014-06-10|62903
3816|F000000N93|3816|2014-06-10|62903
3817|F000000N95|3817|2014-06-10|62903
3818|F000000N9B|3818|2014-06-10|62903
3819|F000000N9F|3819|2014-06-10|62903
3820|F000000N9J|3820|2014-06-10|62903
3821|F000000N9L|3821|2014-06-10|62903
3822|F000000N9O|3822|2014-06-10|62903
3823|F000000N9S|3823|2014-06-10|62903
3824|F000000N9W|3824|2014-06-10|62903
3825|F000000N9Y|3825|2014-06-10|62903
3826|F000000NA0|3826|2014-06-10|62903
3827|F000000NA2|3827|2014-06-10|62903
3828|F000000NA5|3828|2014-06-10|62903
3829|F000000NA8|3829|2014-06-10|62903
3830|F000000NAA|3830|2014-06-10|62903
3831|F000000NAC|3831|2014-06-10|62903
3832|F000000NAE|3832|2014-06-10|62903
3833|F000000NAG|3833|2014-06-10|62903
3834|F000000NAJ|3834|2014-06-10|62903
3835|F000000NAL|3835|2014-06-10|62903
3836|F000000NAP|3836|2014-06-10|62903
3837|F000000NAT|3837|2014-06-10|62903
3838|F000000NAV|3838|2014-06-10|62903
3839|F000000NAX|3839|2014-06-10|62903
3840|F000000NB0|3840|2014-06-10|62903
3841|F000000NB2|3841|2014-06-10|62903
3842|F000000NB4|3842|2014-06-10|62903
3843|F000000NB6|3843|2014-06-10|62903
3844|F000000NB9|3844|2014-06-10|62903
3845|F000000NBC|3845|2014-06-10|62903
3846|F000000NBE|3846|2014-06-10|62903
3847|F000000NBG|3847|2014-06-10|62903
3848|F000000NBI|3848|2014-06-10|62903
3849|F000000NBM|3849|2014-06-10|62903
3850|F000000NBP|3850|2014-06-10|62903
3851|F000000NBR|3851|2014-06-10|62903
3852|F000000NBU|3852|2014-06-10|62903
3853|F000000NBY|3853|2014-06-10|62903
3854|F000000NC1|3854|2014-06-10|62903
3855|F000000NC4|3855|2014-06-10|62903
3856|F000000NC6|3856|2014-06-10|62903
3857|F000000NC8|3857|2014-06-10|62903
3858|F000000NCA|3858|2014-06-10|62903
3859|F000000NCD|3859|2014-06-10|62903
3860|F000000NCF|3860|2014-06-10|62903
3861|F000000NCI|3861|2014-06-10|62903
3862|F000000NCL|3862|2014-06-10|62903
3863|F00000QAMZ|3863|2014-06-10|62903
3864|F00000QAN1|3864|2014-06-10|62903
3865|F00000QAN3|3865|2014-06-10|62903
3866|F00000QAN5|3866|2014-06-10|62903
3867|F00000QAN7|3867|2014-06-10|62903
3868|F00000QANB|3868|2014-06-10|62903
3869|F00000QAND|3869|2014-06-10|62903
3870|F00000QBCY|3870|2014-06-10|62903
3871|F00000QBD0|3871|2014-06-10|62903
3872|F00000QBD2|3872|2014-06-10|62903
3873|F00000QD5S|3873|2014-06-10|62903
3874|F00000QD5U|3874|2014-06-10|62903
3875|F00000QD5W|3875|2014-06-10|62903
3876|F00000QD5Y|3876|2014-06-10|62903
3877|F00000QD61|3877|2014-06-10|62903
3878|F00000QD65|3878|2014-06-10|62903
3879|F00000QD67|3879|2014-06-10|62903
3880|F00000QD69|3880|2014-06-10|62903
3881|F00000QD6B|3881|2014-06-10|62903
3882|F00000QD6D|3882|2014-06-10|62903
3883|F00000QD6F|3883|2014-06-10|62903
3884|F00000QD6H|3884|2014-06-10|62903
3885|F00000QD6J|3885|2014-06-10|62903
3886|F00000QEBN|3886|2014-06-10|62903
3887|F00000QEBP|3887|2014-06-10|62903
3888|F00000QEBR|3888|2014-06-10|62903
3889|F00000QEBU|3889|2014-06-10|62903
3890|F00000QEBW|3890|2014-06-10|62903
3891|F00000QEBY|3891|2014-06-10|62903
3892|F00000QEC0|3892|2014-06-10|62903
3893|F00000QEC2|3893|2014-06-10|62903
3894|F00000QEC4|3894|2014-06-10|62903
3895|F00000QEC6|3895|2014-06-10|62903
3896|F00000QEC8|3896|2014-06-10|62903
3897|F00000QECA|3897|2014-06-10|62903
3898|F00000QECC|3898|2014-06-10|62903
3899|F00000QEG2|3899|2014-06-10|62903
3900|F00000QEG4|3900|2014-06-10|62903
3901|F00000QFMU|3901|2014-06-10|62903
3902|F00000QFMW|3902|2014-06-10|62903
3903|F00000QFMY|3903|2014-06-10|62903
3904|F00000QFN0|3904|2014-06-10|62903
3905|F00000QFN2|3905|2014-06-10|62903
3906|F00000QFN6|3906|2014-06-10|62903
3907|F00000QFN8|3907|2014-06-10|62903
3908|F00000QG0Z|3908|2014-06-10|62903
3909|F00000QG11|3909|2014-06-10|62903
3910|F00000QG35|3910|2014-06-10|62903
3911|F00000QG37|3911|2014-06-10|62903
3912|F00000QG39|3912|2014-06-10|62903
3913|F00000SCKO|3913|2014-06-10|62903
3914|F00000SCKQ|3914|2014-06-10|62903
3915|F00000SCKS|3915|2014-06-10|62903
3916|F00000SCKU|3916|2014-06-10|62903
3917|F00000SCT7|3917|2014-06-10|62903
3918|F00000SE9E|3918|2014-06-10|62903
3919|F00000SE9G|3919|2014-06-10|62903
3920|F00000SEL0|3920|2014-06-10|62903
3921|F00000SEL2|3921|2014-06-10|62903
3922|F00000SEL4|3922|2014-06-10|62903
3923|F00000SEL6|3923|2014-06-10|62903
3924|F00000SEL8|3924|2014-06-10|62903
3925|F00000SG5R|3925|2014-06-10|62903
3926|F00000SG5T|3926|2014-06-10|62903
3927|F00000SG5V|3927|2014-06-10|62903
3928|F00000SGEA|3928|2014-06-10|62903
3929|F00000SGEC|3929|2014-06-10|62903
3930|F00000SGUQ|3930|2014-06-10|62903
3931|F00000SI7M|3931|2014-06-10|62903
3932|F00000SIMS|3932|2014-06-10|62903
3933|F00000SIMW|3933|2014-06-10|62903
3934|F00000SIMY|3934|2014-06-10|62903
3935|F00000SIN0|3935|2014-06-10|62903
3936|F00000SIN2|3936|2014-06-10|62903
3937|F00000SIN4|3937|2014-06-10|62903
3938|F00000SIN6|3938|2014-06-10|62903
3939|F00000SIN8|3939|2014-06-10|62903
3940|F00000SIOG|3940|2014-06-10|62903
3941|F00000SIOJ|3941|2014-06-10|62903
3942|F00000SIOL|3942|2014-06-10|62903
3943|F00000SJBZ|3943|2014-06-10|62903
3944|F00000SJC1|3944|2014-06-10|62903
3945|F00000SJLI|3945|2014-06-10|62903
3946|F00000SJLK|3946|2014-06-10|62903
3947|F00000SJLM|3947|2014-06-10|62903
3948|F00000SJLO|3948|2014-06-10|62903
3949|F00000SJLS|3949|2014-06-10|62903
3950|F00000SKKC|3950|2014-06-10|62903
3951|F00000SKKE|3951|2014-06-10|62903
3952|F00000SPT9|3952|2014-06-10|62903
3953|F00000SPTE|3953|2014-06-10|62903
3954|F00000SPTG|3954|2014-06-10|62903
3955|F00000SPTK|3955|2014-06-10|62903
3956|F00000SPTM|3956|2014-06-10|62903
3957|F00000SS8W|3957|2014-06-10|62903
3958|F00000SS90|3958|2014-06-10|62903
3959|F00000SS92|3959|2014-06-10|62903
3960|F00000SS94|3960|2014-06-10|62903
3961|F00000SS96|3961|2014-06-10|62903
3962|F00000SVNH|3962|2014-06-10|62903
3963|F0000043ZX|3963|2014-06-10|62903
3964|F00000445X|3964|2014-06-10|62903
3965|F00000445Z|3965|2014-06-10|62903
3966|F0000044DG|3966|2014-06-10|62903
3967|F0000044G9|3967|2014-06-10|62903
3968|F0000044HV|3968|2014-06-10|62903
3969|F0000044I1|3969|2014-06-10|62903
3970|F0000044I3|3970|2014-06-10|62903
3971|F0000044IC|3971|2014-06-10|62903
3972|F0000044T6|3972|2014-06-10|62903
3973|F0000044TJ|3973|2014-06-10|62903
3974|F0000045Z4|3974|2014-06-10|62903
3975|F0000045Z6|3975|2014-06-10|62903
3976|F0000045Z8|3976|2014-06-10|62903
3977|F0000045ZA|3977|2014-06-10|62903
3978|F0000045ZC|3978|2014-06-10|62903
3979|F00000460H|3979|2014-06-10|62903
3980|F00000460J|3980|2014-06-10|62903
3981|F00000460L|3981|2014-06-10|62903
3982|F000005F1X|3982|2014-06-10|62903
3983|F000005F1Z|3983|2014-06-10|62903
3984|F000005F29|3984|2014-06-10|62903
3985|F000005F2B|3985|2014-06-10|62903
3986|F000005F2D|3986|2014-06-10|62903
3987|F000005FOG|3987|2014-06-10|62903
3988|F000005GE5|3988|2014-06-10|62903
3989|F000005GE7|3989|2014-06-10|62903
3990|F000005GEA|3990|2014-06-10|62903
3991|F000005GEE|3991|2014-06-10|62903
3992|F000005GEG|3992|2014-06-10|62903
3993|F000005GEI|3993|2014-06-10|62903
3994|F000005GEK|3994|2014-06-10|62903
3995|F000005GUB|3995|2014-06-10|62903
3996|F000005GUD|3996|2014-06-10|62903
3997|F000005HES|3997|2014-06-10|62903
3998|F000005HEU|3998|2014-06-10|62903
3999|F000005HEW|3999|2014-06-10|62903
4000|F000005HEY|4000|2014-06-10|62903
4001|F000005HF1|4001|2014-06-10|62903
4002|F000005HFS|4002|2014-06-10|62903
4003|F000005HFW|4003|2014-06-10|62903
4004|F000005HFY|4004|2014-06-10|62903
4005|F000005HG0|4005|2014-06-10|62903
4006|F000005HG2|4006|2014-06-10|62903
4007|F000005HG4|4007|2014-06-10|62903
4008|F000005HG6|4008|2014-06-10|62903
4009|F000005HID|4009|2014-06-10|62903
4010|F000005HQJ|4010|2014-06-10|62903
4011|F000005HVP|4011|2014-06-10|62903
4012|F000005IC3|4012|2014-06-10|62903
4013|F000000MQ2|4013|2014-06-10|62903
4014|F000000MQ5|4014|2014-06-10|62903
4015|F000000MQ8|4015|2014-06-10|62903
4016|F000000MQA|4016|2014-06-10|62903
4017|F000000MQC|4017|2014-06-10|62903
4018|F000000MQE|4018|2014-06-10|62903
4019|F000000MQG|4019|2014-06-10|62903
4020|F000000MQI|4020|2014-06-10|62903
4021|F000000MQK|4021|2014-06-10|62903
4022|F000000MQN|4022|2014-06-10|62903
4023|F000000MQP|4023|2014-06-10|62903
4024|F000000MQR|4024|2014-06-10|62903
4025|F000000MQT|4025|2014-06-10|62903
4026|F000000MQV|4026|2014-06-10|62903
4027|F000000MQX|4027|2014-06-10|62903
4028|F000000MQZ|4028|2014-06-10|62903
4029|F000000MR2|4029|2014-06-10|62903
4030|F000000MR4|4030|2014-06-10|62903
4031|F000000MR7|4031|2014-06-10|62903
4032|F000000MRA|4032|2014-06-10|62903
4033|F000000MRC|4033|2014-06-10|62903
4034|F000000MRE|4034|2014-06-10|62903
4035|F000000MRI|4035|2014-06-10|62903
4036|F000000MRM|4036|2014-06-10|62903
4037|F000000MRO|4037|2014-06-10|62903
4038|F000000MRS|4038|2014-06-10|62903
4039|F000000MRU|4039|2014-06-10|62903
4040|F000000MRW|4040|2014-06-10|62903
4041|F000000MRZ|4041|2014-06-10|62903
4042|F000000MS1|4042|2014-06-10|62903
4043|F000000MS5|4043|2014-06-10|62903
4044|F000000MS7|4044|2014-06-10|62903
4045|F000000MS9|4045|2014-06-10|62903
4046|F000000MSB|4046|2014-06-10|62903
4047|F000000MSD|4047|2014-06-10|62903
4048|F000000MSF|4048|2014-06-10|62903
4049|F000000MSH|4049|2014-06-10|62903
4050|F000000MSJ|4050|2014-06-10|62903
4051|F000000MSL|4051|2014-06-10|62903
4052|F000000MSN|4052|2014-06-10|62903
4053|F000000MSP|4053|2014-06-10|62903
4054|F000000MSR|4054|2014-06-10|62903
4055|F000000MST|4055|2014-06-10|62903
4056|F000000MSV|4056|2014-06-10|62903
4057|F000000MSZ|4057|2014-06-10|62903
4058|F000000MT1|4058|2014-06-10|62903
4059|F000000MT3|4059|2014-06-10|62903
4060|F000000MT6|4060|2014-06-10|62903
4061|F000000MT8|4061|2014-06-10|62903
4062|F000000MTB|4062|2014-06-10|62903
4063|F000001WS9|4063|2014-06-10|62903
4064|F000001WSC|4064|2014-06-10|62903
4065|F000001WSE|4065|2014-06-10|62903
4066|F000001WSI|4066|2014-06-10|62903
4067|F000001WSK|4067|2014-06-10|62903
4068|F000001WSM|4068|2014-06-10|62903
4069|F000001WSO|4069|2014-06-10|62903
4070|F000001WSR|4070|2014-06-10|62903
4071|F000001WST|4071|2014-06-10|62903
4072|F000001WSV|4072|2014-06-10|62903
4073|F000001WSY|4073|2014-06-10|62903
4074|F000001WT0|4074|2014-06-10|62903
4075|F000001WT3|4075|2014-06-10|62903
4076|F000001WT8|4076|2014-06-10|62903
4077|F000001WTB|4077|2014-06-10|62903
4078|F000001WTD|4078|2014-06-10|62903
4079|F000001WTI|4079|2014-06-10|62903
4080|F000001WTL|4080|2014-06-10|62903
4081|F000001WTN|4081|2014-06-10|62903
4082|F000001WTP|4082|2014-06-10|62903
4083|F000001WTU|4083|2014-06-10|62903
4084|F000001WTW|4084|2014-06-10|62903
4085|F000001WTZ|4085|2014-06-10|62903
4086|F000001WU1|4086|2014-06-10|62903
4087|F000001WU6|4087|2014-06-10|62903
4088|F000001WU8|4088|2014-06-10|62903
4089|F000001WUA|4089|2014-06-10|62903
4090|F000001WUC|4090|2014-06-10|62903
4091|F000001WUE|4091|2014-06-10|62903
4092|F000001WUG|4092|2014-06-10|62903
4093|F000001WUI|4093|2014-06-10|62903
4094|F000001WUK|4094|2014-06-10|62903
4095|F000001WUM|4095|2014-06-10|62903
4096|F000001WUO|4096|2014-06-10|62903
4097|F000001WUQ|4097|2014-06-10|62903
4098|F000001WUT|4098|2014-06-10|62903
4099|F000001WUW|4099|2014-06-10|62903
4100|F000001WUY|4100|2014-06-10|62903
4101|F000001WV3|4101|2014-06-10|62903
4102|F000001WV5|4102|2014-06-10|62903
4103|F000001WV8|4103|2014-06-10|62903
4104|F000001WVA|4104|2014-06-10|62903
4105|F000001WVC|4105|2014-06-10|62903
4106|F000001WVR|4106|2014-06-10|62903
4107|F000001WVT|4107|2014-06-10|62903
4108|F000001WVV|4108|2014-06-10|62903
4109|F000001WVX|4109|2014-06-10|62903
4110|F000001WW0|4110|2014-06-10|62903
4111|F000001WW2|4111|2014-06-10|62903
4112|F000001WW4|4112|2014-06-10|62903
4113|F00000QGPL|4113|2014-06-10|62903
4114|F00000QGPN|4114|2014-06-10|62903
4115|F00000QGPP|4115|2014-06-10|62903
4116|F00000QGPR|4116|2014-06-10|62903
4117|F00000QGPT|4117|2014-06-10|62903
4118|F00000QGPV|4118|2014-06-10|62903
4119|F00000QGPX|4119|2014-06-10|62903
4120|F00000QGVZ|4120|2014-06-10|62903
4121|F00000QHAS|4121|2014-06-10|62903
4122|F00000QHAU|4122|2014-06-10|62903
4123|F00000QHAW|4123|2014-06-10|62903
4124|F00000QHAY|4124|2014-06-10|62903
4125|F00000OOBQ|4125|2014-06-10|62903
4126|F00000OOR0|4126|2014-06-10|62903
4127|F00000OPE7|4127|2014-06-10|62903
4128|F00000OPE9|4128|2014-06-10|62903
4129|F00000OPED|4129|2014-06-10|62903
4130|F00000OPEF|4130|2014-06-10|62903
4131|F00000OPEH|4131|2014-06-10|62903
4132|F00000OQQY|4132|2014-06-10|62903
4133|F00000OQR0|4133|2014-06-10|62903
4134|F00000OQR2|4134|2014-06-10|62903
4135|F00000OQR4|4135|2014-06-10|62903
4136|F00000OQR6|4136|2014-06-10|62903
4137|F00000OQR8|4137|2014-06-10|62903
4138|F00000OS1D|4138|2014-06-10|62903
4139|F00000OS1G|4139|2014-06-10|62903
4140|F00000OSDV|4140|2014-06-10|62903
4141|F00000OSDY|4141|2014-06-10|62903
4142|F00000OSE3|4142|2014-06-10|62903
4143|F00000OTV8|4143|2014-06-10|62903
4144|F00000OTVA|4144|2014-06-10|62903
4145|F00000OTVC|4145|2014-06-10|62903
4146|F00000OTVE|4146|2014-06-10|62903
4147|F00000OTVG|4147|2014-06-10|62903
4148|F00000OTVI|4148|2014-06-10|62903
4149|F00000OTVK|4149|2014-06-10|62903
4150|F00000OUKE|4150|2014-06-10|62903
4151|F00000OUKG|4151|2014-06-10|62903
4152|F00000OUXU|4152|2014-06-10|62903
4153|F00000OWG4|4153|2014-06-10|62903
4154|F00000OWG7|4154|2014-06-10|62903
4155|F00000OWTY|4155|2014-06-10|62903
4156|F00000OWUE|4156|2014-06-10|62903
4157|F00000OXT6|4157|2014-06-10|62903
4158|F00000OXT8|4158|2014-06-10|62903
4159|F00000OXTA|4159|2014-06-10|62903
