FundShareClass_Id|_Id|InvestmentVehicle_Id|DataEffectiveDT|DataObjectInstanceVersionKey
4160|F00000OXTD|4160|2014-06-10|62903
4161|F00000OYEK|4161|2014-06-10|62903
4162|F00000OZ0F|4162|2014-06-10|62903
4163|F00000P05M|4163|2014-06-10|62903
4164|F00000P05Q|4164|2014-06-10|62903
4165|F00000P05S|4165|2014-06-10|62903
4166|F00000P05U|4166|2014-06-10|62903
4167|F00000P05W|4167|2014-06-10|62903
4168|F00000P2FV|4168|2014-06-10|62903
4169|F00000P5MQ|4169|2014-06-10|62903
4170|F00000P5MT|4170|2014-06-10|62903
4171|F00000P7R8|4171|2014-06-10|62903
4172|F00000P7RB|4172|2014-06-10|62903
4173|F00000P7RD|4173|2014-06-10|62903
4174|F00000P7RF|4174|2014-06-10|62903
4175|F00000LNSZ|4175|2014-06-10|62903
4176|F00000LOH5|4176|2014-06-10|62903
4177|F00000LON2|4177|2014-06-10|62903
4178|F00000LOS9|4178|2014-06-10|62903
4179|F00000LP80|4179|2014-06-10|62903
4180|F00000LP82|4180|2014-06-10|62903
4181|F00000LP84|4181|2014-06-10|62903
4182|F00000LPFJ|4182|2014-06-10|62903
4183|F00000LPUK|4183|2014-06-10|62903
4184|F00000LVLM|4184|2014-06-10|62903
4185|F00000LVLO|4185|2014-06-10|62903
4186|F00000LWIB|4186|2014-06-10|62903
4187|F00000LXIM|4187|2014-06-10|62903
4188|F00000LXIW|4188|2014-06-10|62903
4189|F00000LY4C|4189|2014-06-10|62903
4190|F00000LY5R|4190|2014-06-10|62903
4191|F00000LY5T|4191|2014-06-10|62903
4192|F00000LY5V|4192|2014-06-10|62903
4193|F00000LYFL|4193|2014-06-10|62903
4194|F00000LZ6Q|4194|2014-06-10|62903
4195|F00000LZ6U|4195|2014-06-10|62903
4196|F00000LZ6W|4196|2014-06-10|62903
4197|F00000LZ6Z|4197|2014-06-10|62903
4198|F00000M0CY|4198|2014-06-10|62903
4199|F00000M0D2|4199|2014-06-10|62903
4200|F00000M0D5|4200|2014-06-10|62903
4201|F00000M0D7|4201|2014-06-10|62903
4202|F00000M14K|4202|2014-06-10|62903
4203|F00000M14M|4203|2014-06-10|62903
4204|F00000M150|4204|2014-06-10|62903
4205|F00000M152|4205|2014-06-10|62903
4206|F00000M154|4206|2014-06-10|62903
4207|F00000M156|4207|2014-06-10|62903
4208|F00000M158|4208|2014-06-10|62903
4209|F00000M15A|4209|2014-06-10|62903
4210|F00000M79X|4210|2014-06-10|62903
4211|F00000M79Z|4211|2014-06-10|62903
4212|F00000M7A1|4212|2014-06-10|62903
4213|F00000M7A3|4213|2014-06-10|62903
4214|F00000M7Z5|4214|2014-06-10|62903
4215|F00000M7Z8|4215|2014-06-10|62903
4216|F00000M7ZE|4216|2014-06-10|62903
4217|F00000M9AG|4217|2014-06-10|62903
4218|F00000M9AZ|4218|2014-06-10|62903
4219|F00000M9B1|4219|2014-06-10|62903
4220|F00000M9B3|4220|2014-06-10|62903
4221|F00000M9D8|4221|2014-06-10|62903
4222|F00000MA7O|4222|2014-06-10|62903
4223|F00000MA7Q|4223|2014-06-10|62903
4224|F00000MA82|4224|2014-06-10|62903
4225|F000000NCO|4225|2014-06-10|62903
4226|F000000NCT|4226|2014-06-10|62903
4227|F000000ND0|4227|2014-06-10|62903
4228|F000000ND2|4228|2014-06-10|62903
4229|F000000ND4|4229|2014-06-10|62903
4230|F000000ND6|4230|2014-06-10|62903
4231|F000000NDA|4231|2014-06-10|62903
4232|F000000NDC|4232|2014-06-10|62903
4233|F000000NDE|4233|2014-06-10|62903
4234|F000000NDG|4234|2014-06-10|62903
4235|F000000NDI|4235|2014-06-10|62903
4236|F000000NDK|4236|2014-06-10|62903
4237|F000000NDQ|4237|2014-06-10|62903
4238|F000000NDS|4238|2014-06-10|62903
4239|F000000NDX|4239|2014-06-10|62903
4240|F000000NE1|4240|2014-06-10|62903
4241|F000000NE3|4241|2014-06-10|62903
4242|F000000NE5|4242|2014-06-10|62903
4243|F000000NE8|4243|2014-06-10|62903
4244|F000000NEE|4244|2014-06-10|62903
4245|F000000NEH|4245|2014-06-10|62903
4246|F000000NEJ|4246|2014-06-10|62903
4247|F000000NEL|4247|2014-06-10|62903
4248|F000000NEN|4248|2014-06-10|62903
4249|F000000NEP|4249|2014-06-10|62903
4250|F000000NER|4250|2014-06-10|62903
4251|F000000NET|4251|2014-06-10|62903
4252|F000000NEW|4252|2014-06-10|62903
4253|F000000NEZ|4253|2014-06-10|62903
4254|F000000NF2|4254|2014-06-10|62903
4255|F000000NF5|4255|2014-06-10|62903
4256|F000000NF7|4256|2014-06-10|62903
4257|F000000NF9|4257|2014-06-10|62903
4258|F000000NFC|4258|2014-06-10|62903
4259|F000000NFE|4259|2014-06-10|62903
4260|F000000NFG|4260|2014-06-10|62903
4261|F000000NFJ|4261|2014-06-10|62903
4262|F000000NFL|4262|2014-06-10|62903
4263|F000000NFN|4263|2014-06-10|62903
4264|F000000NFP|4264|2014-06-10|62903
4265|F000000NFS|4265|2014-06-10|62903
4266|F000000NFU|4266|2014-06-10|62903
4267|F000000NFZ|4267|2014-06-10|62903
4268|F000000NG1|4268|2014-06-10|62903
4269|F000000NG3|4269|2014-06-10|62903
4270|F000000NG5|4270|2014-06-10|62903
4271|F000000NG7|4271|2014-06-10|62903
4272|F000000NG9|4272|2014-06-10|62903
4273|F000000NGD|4273|2014-06-10|62903
4274|F000000NGF|4274|2014-06-10|62903
4275|F00000P7YN|4275|2014-06-10|62903
4276|F00000P7YP|4276|2014-06-10|62903
4277|F00000P8NX|4277|2014-06-10|62903
4278|F00000P9JE|4278|2014-06-10|62903
4279|F00000P9JG|4279|2014-06-10|62903
4280|F00000P9JI|4280|2014-06-10|62903
4281|F00000P9JL|4281|2014-06-10|62903
4282|F00000P9Y1|4282|2014-06-10|62903
4283|F00000P9Y3|4283|2014-06-10|62903
4284|F00000P9Y9|4284|2014-06-10|62903
4285|F00000P9YB|4285|2014-06-10|62903
4286|F00000PEN2|4286|2014-06-10|62903
4287|F000000NGH|4287|2014-06-10|62903
4288|F000000NGJ|4288|2014-06-10|62903
4289|F000000NGL|4289|2014-06-10|62903
4290|F000000NGN|4290|2014-06-10|62903
4291|F000000NGR|4291|2014-06-10|62903
4292|F000000NGU|4292|2014-06-10|62903
4293|F000000NGX|4293|2014-06-10|62903
4294|F000000NH2|4294|2014-06-10|62903
4295|F000000NH4|4295|2014-06-10|62903
4296|F000000NH6|4296|2014-06-10|62903
4297|F000000NH8|4297|2014-06-10|62903
4298|F000000NHA|4298|2014-06-10|62903
4299|F00000SVNJ|4299|2014-06-10|62903
4300|F00000SVNM|4300|2014-06-10|62903
4301|F00000SVNO|4301|2014-06-10|62903
4302|F00000SVNQ|4302|2014-06-10|62903
4303|F00000SZ4W|4303|2014-06-10|62903
4304|F00000SZ4Y|4304|2014-06-10|62903
4305|F00000SZ50|4305|2014-06-10|62903
4306|F00000SZ52|4306|2014-06-10|62903
4307|F00000SZ6S|4307|2014-06-10|62903
4308|F00000SZ71|4308|2014-06-10|62903
4309|F00000SZ77|4309|2014-06-10|62903
4310|F00000SZ7A|4310|2014-06-10|62903
4311|F00000SZ7H|4311|2014-06-10|62903
4312|F00000SZ7J|4312|2014-06-10|62903
4313|F00000SZ7L|4313|2014-06-10|62903
4314|F00000SZ7N|4314|2014-06-10|62903
4315|F00000SZ7P|4315|2014-06-10|62903
4316|F00000SZ7R|4316|2014-06-10|62903
4317|F00000SZ7T|4317|2014-06-10|62903
4318|F00000SZDX|4318|2014-06-10|62903
4319|F00000SZE4|4319|2014-06-10|62903
4320|F00000SZE6|4320|2014-06-10|62903
4321|F00000T1RG|4321|2014-06-10|62903
4322|F00000T1RJ|4322|2014-06-10|62903
4323|F00000T1RL|4323|2014-06-10|62903
4324|F00000T1RN|4324|2014-06-10|62903
4325|F00000T1RP|4325|2014-06-10|62903
4326|F00000T27L|4326|2014-06-10|62903
4327|F00000T27N|4327|2014-06-10|62903
4328|F00000T27P|4328|2014-06-10|62903
4329|F00000T27R|4329|2014-06-10|62903
4330|F00000T27T|4330|2014-06-10|62903
4331|F00000T27V|4331|2014-06-10|62903
4332|F00000T27X|4332|2014-06-10|62903
4333|F00000T4J7|4333|2014-06-10|62903
4334|F00000T4J9|4334|2014-06-10|62903
4335|F00000T4JD|4335|2014-06-10|62903
4336|F00000T6MH|4336|2014-06-10|62903
4337|F00000T6MJ|4337|2014-06-10|62903
4338|F00000T6ML|4338|2014-06-10|62903
4339|F00000T6MN|4339|2014-06-10|62903
4340|F00000T6MP|4340|2014-06-10|62903
4341|F00000T6MS|4341|2014-06-10|62903
4342|F00000T6MU|4342|2014-06-10|62903
4343|F00000T6MW|4343|2014-06-10|62903
4344|F00000T6MY|4344|2014-06-10|62903
4345|F00000TFIZ|4345|2014-06-10|62903
4346|F00000TFJ2|4346|2014-06-10|62903
4347|F00000TGB0|4347|2014-06-10|62903
4348|F00000TGHH|4348|2014-06-10|62903
4349|F000005ICA|4349|2014-06-10|62903
4350|F000005IQ6|4350|2014-06-10|62903
4351|F000005IQ8|4351|2014-06-10|62903
4352|F000005IQA|4352|2014-06-10|62903
4353|F000005IQD|4353|2014-06-10|62903
4354|F000005IY0|4354|2014-06-10|62903
4355|F000005IY2|4355|2014-06-10|62903
4356|F000005J21|4356|2014-06-10|62903
4357|F000005JQX|4357|2014-06-10|62903
4358|F000005JQZ|4358|2014-06-10|62903
4359|F000005JR1|4359|2014-06-10|62903
4360|F000005K6B|4360|2014-06-10|62903
4361|F000005K6E|4361|2014-06-10|62903
4362|F000005K6H|4362|2014-06-10|62903
4363|F000005K6N|4363|2014-06-10|62903
4364|F000005K6R|4364|2014-06-10|62903
4365|F000005K6T|4365|2014-06-10|62903
4366|F000005KCM|4366|2014-06-10|62903
4367|F000005KCO|4367|2014-06-10|62903
4368|F000005KCQ|4368|2014-06-10|62903
4369|F000005KCS|4369|2014-06-10|62903
4370|F000005KCU|4370|2014-06-10|62903
4371|F000005KCW|4371|2014-06-10|62903
4372|F000005KCY|4372|2014-06-10|62903
4373|F000005M8Q|4373|2014-06-10|62903
4374|F000005MN7|4374|2014-06-10|62903
4375|F000005MPO|4375|2014-06-10|62903
4376|F000005O45|4376|2014-06-10|62903
4377|F000005OHE|4377|2014-06-10|62903
4378|F000005OHG|4378|2014-06-10|62903
4379|F000005ORK|4379|2014-06-10|62903
4380|F000005PIE|4380|2014-06-10|62903
4381|F000005PLK|4381|2014-06-10|62903
4382|F000005Q4T|4382|2014-06-10|62903
4383|F000005Q4W|4383|2014-06-10|62903
4384|F000005QIF|4384|2014-06-10|62903
4385|F000005QIH|4385|2014-06-10|62903
4386|F000005QK5|4386|2014-06-10|62903
4387|F00000GUWN|4387|2014-06-10|62903
4388|F00000GUWR|4388|2014-06-10|62903
4389|F00000GUYO|4389|2014-06-10|62903
4390|F00000GV5M|4390|2014-06-10|62903
4391|F00000GV7R|4391|2014-06-10|62903
4392|F00000GV7T|4392|2014-06-10|62903
4393|F00000GV7V|4393|2014-06-10|62903
4394|F00000GV7X|4394|2014-06-10|62903
4395|F00000GVIB|4395|2014-06-10|62903
4396|F00000GVIF|4396|2014-06-10|62903
4397|F00000GVIH|4397|2014-06-10|62903
4398|F00000GVIJ|4398|2014-06-10|62903
4399|F000001WW6|4399|2014-06-10|62903
4400|F000001WW9|4400|2014-06-10|62903
4401|F000001WWB|4401|2014-06-10|62903
4402|F000001WWD|4402|2014-06-10|62903
4403|F000001WWF|4403|2014-06-10|62903
4404|F000001WWI|4404|2014-06-10|62903
4405|F000001WWK|4405|2014-06-10|62903
4406|F000001WWM|4406|2014-06-10|62903
4407|F000001WWQ|4407|2014-06-10|62903
4408|F000001WWS|4408|2014-06-10|62903
4409|F000001WWU|4409|2014-06-10|62903
4410|F000001WWZ|4410|2014-06-10|62903
4411|F000001WX1|4411|2014-06-10|62903
4412|F000001WX3|4412|2014-06-10|62903
4413|F000001WX5|4413|2014-06-10|62903
4414|F000001WX7|4414|2014-06-10|62903
4415|F000001WXA|4415|2014-06-10|62903
4416|F000001WXC|4416|2014-06-10|62903
4417|F000001WXE|4417|2014-06-10|62903
4418|F000001WXG|4418|2014-06-10|62903
4419|F000001WXI|4419|2014-06-10|62903
4420|F000001WXK|4420|2014-06-10|62903
4421|F000001WXQ|4421|2014-06-10|62903
4422|F000001WXS|4422|2014-06-10|62903
4423|F000001WXU|4423|2014-06-10|62903
4424|F000001WXW|4424|2014-06-10|62903
4425|F000001WXY|4425|2014-06-10|62903
4426|F000001WY0|4426|2014-06-10|62903
4427|F000001WY2|4427|2014-06-10|62903
4428|F000001WY4|4428|2014-06-10|62903
4429|F000001WY7|4429|2014-06-10|62903
4430|F000001WYC|4430|2014-06-10|62903
4431|F000001WYK|4431|2014-06-10|62903
4432|F000001WYM|4432|2014-06-10|62903
4433|F000001WYO|4433|2014-06-10|62903
4434|F000001WYT|4434|2014-06-10|62903
4435|F000001WYZ|4435|2014-06-10|62903
4436|F000001WZ1|4436|2014-06-10|62903
4437|F000001ZQS|4437|2014-06-10|62903
4438|F0000022KB|4438|2014-06-10|62903
4439|F0000022KW|4439|2014-06-10|62903
4440|F0000022KY|4440|2014-06-10|62903
4441|F0000022L0|4441|2014-06-10|62903
4442|F0000022L4|4442|2014-06-10|62903
4443|F0000022LU|4443|2014-06-10|62903
4444|F0000022LW|4444|2014-06-10|62903
4445|F0000022LZ|4445|2014-06-10|62903
4446|F0000022M1|4446|2014-06-10|62903
4447|F0000022M3|4447|2014-06-10|62903
4448|F0000022M6|4448|2014-06-10|62903
4449|F000000MTD|4449|2014-06-10|62903
4450|F000000MTH|4450|2014-06-10|62903
4451|F000000MTP|4451|2014-06-10|62903
4452|F000000MTT|4452|2014-06-10|62903
4453|F000000MTW|4453|2014-06-10|62903
4454|F000000MTY|4454|2014-06-10|62903
4455|F000000MU1|4455|2014-06-10|62903
4456|F000000MU4|4456|2014-06-10|62903
4457|F000000MU8|4457|2014-06-10|62903
4458|F000000MUA|4458|2014-06-10|62903
4459|F000000MUD|4459|2014-06-10|62903
4460|F000000MUF|4460|2014-06-10|62903
4461|F000000MUH|4461|2014-06-10|62903
4462|F000000MUJ|4462|2014-06-10|62903
4463|F000000MUN|4463|2014-06-10|62903
4464|F000000MUP|4464|2014-06-10|62903
4465|F000000MUR|4465|2014-06-10|62903
4466|F000000MUT|4466|2014-06-10|62903
4467|F000000MUX|4467|2014-06-10|62903
4468|F000000MV1|4468|2014-06-10|62903
4469|F000000MV3|4469|2014-06-10|62903
4470|F000000MV5|4470|2014-06-10|62903
4471|F000000MV7|4471|2014-06-10|62903
4472|F000000MV9|4472|2014-06-10|62903
4473|F000000MVB|4473|2014-06-10|62903
4474|F000000MVE|4474|2014-06-10|62903
4475|F000000MVG|4475|2014-06-10|62903
4476|F000000MVI|4476|2014-06-10|62903
4477|F000000MVK|4477|2014-06-10|62903
4478|F000000MVM|4478|2014-06-10|62903
4479|F000000MVO|4479|2014-06-10|62903
4480|F000000MVQ|4480|2014-06-10|62903
4481|F000000MVT|4481|2014-06-10|62903
4482|F000000MVV|4482|2014-06-10|62903
4483|F000000MVZ|4483|2014-06-10|62903
4484|F000000MW2|4484|2014-06-10|62903
4485|F000000MW4|4485|2014-06-10|62903
4486|F000000MW6|4486|2014-06-10|62903
4487|F000000MW8|4487|2014-06-10|62903
4488|F000000MWA|4488|2014-06-10|62903
4489|F000000MWE|4489|2014-06-10|62903
4490|F000000MWJ|4490|2014-06-10|62903
4491|F000000MWL|4491|2014-06-10|62903
4492|F000000MWN|4492|2014-06-10|62903
4493|F000000MWP|4493|2014-06-10|62903
4494|F000000MWR|4494|2014-06-10|62903
4495|F000000MWT|4495|2014-06-10|62903
4496|F000000MWV|4496|2014-06-10|62903
4497|F000000MWX|4497|2014-06-10|62903
4498|F000000MWZ|4498|2014-06-10|62903
4499|F00000TGVB|4499|2014-06-10|62903
4500|F00000TGVD|4500|2014-06-10|62903
4501|F00000TGVI|4501|2014-06-10|62903
4502|F00000THJ5|4502|2014-06-10|62903
4503|F00000THJ7|4503|2014-06-10|62903
4504|F00000THJ9|4504|2014-06-10|62903
4505|F00000THJT|4505|2014-06-10|62903
4506|F00000THZU|4506|2014-06-10|62903
4507|F00000THZW|4507|2014-06-10|62903
4508|F00000TI01|4508|2014-06-10|62903
4509|F00000TI03|4509|2014-06-10|62903
4510|F00000TI05|4510|2014-06-10|62903
4511|F00000TI06|4511|2014-06-10|62903
4512|F00000TI07|4512|2014-06-10|62903
4513|F00000GVIL|4513|2014-06-10|62903
4514|F00000GVIN|4514|2014-06-10|62903
4515|F00000GVIP|4515|2014-06-10|62903
4516|F00000GVIR|4516|2014-06-10|62903
4517|F00000GVV0|4517|2014-06-10|62903
4518|F00000GVV2|4518|2014-06-10|62903
4519|F00000GVV5|4519|2014-06-10|62903
4520|F00000GVV7|4520|2014-06-10|62903
4521|F00000GVV9|4521|2014-06-10|62903
4522|F00000GVVB|4522|2014-06-10|62903
4523|F00000GWLT|4523|2014-06-10|62903
4524|F00000GX05|4524|2014-06-10|62903
4525|F0000022M8|4525|2014-06-10|62903
4526|F0000022MA|4526|2014-06-10|62903
4527|F0000022MC|4527|2014-06-10|62903
4528|F0000022MF|4528|2014-06-10|62903
4529|F0000022MH|4529|2014-06-10|62903
4530|F0000022ML|4530|2014-06-10|62903
4531|F0000022MO|4531|2014-06-10|62903
4532|F0000022OP|4532|2014-06-10|62903
4533|F0000022OT|4533|2014-06-10|62903
4534|F0000022YM|4534|2014-06-10|62903
4535|F0000023DX|4535|2014-06-10|62903
4536|F0000023F8|4536|2014-06-10|62903
4537|F000000MX1|4537|2014-06-10|62903
4538|F000000MX3|4538|2014-06-10|62903
4539|F000000MX5|4539|2014-06-10|62903
4540|F000000MX7|4540|2014-06-10|62903
4541|F000000MX9|4541|2014-06-10|62903
4542|F000000MXC|4542|2014-06-10|62903
4543|F000000MXF|4543|2014-06-10|62903
4544|F000000MXH|4544|2014-06-10|62903
4545|F000000MXJ|4545|2014-06-10|62903
4546|F000000MXL|4546|2014-06-10|62903
4547|F000000MXN|4547|2014-06-10|62903
4548|F000000MXQ|4548|2014-06-10|62903
4549|F00000MAHQ|4549|2014-06-10|62903
4550|F00000MAHS|4550|2014-06-10|62903
4551|F00000MAHU|4551|2014-06-10|62903
4552|F00000MBPP|4552|2014-06-10|62903
4553|F00000MBPS|4553|2014-06-10|62903
4554|F00000MBPU|4554|2014-06-10|62903
4555|F00000MBPW|4555|2014-06-10|62903
4556|F00000MBPY|4556|2014-06-10|62903
4557|F00000MBQ0|4557|2014-06-10|62903
4558|F00000MCY1|4558|2014-06-10|62903
4559|F00000MCY3|4559|2014-06-10|62903
4560|F00000MCY5|4560|2014-06-10|62903
4561|F00000MENI|4561|2014-06-10|62903
4562|F00000MENK|4562|2014-06-10|62903
4563|F00000MENM|4563|2014-06-10|62903
4564|F00000MF5A|4564|2014-06-10|62903
4565|F00000MF5D|4565|2014-06-10|62903
4566|F00000MG8Y|4566|2014-06-10|62903
4567|F00000MG90|4567|2014-06-10|62903
4568|F00000MI0J|4568|2014-06-10|62903
4569|F00000MI0L|4569|2014-06-10|62903
4570|F00000MI0N|4570|2014-06-10|62903
4571|F00000MIQ4|4571|2014-06-10|62903
4572|F00000MIQ6|4572|2014-06-10|62903
4573|F00000MJP0|4573|2014-06-10|62903
4574|F00000MJP7|4574|2014-06-10|62903
4575|F00000MK3R|4575|2014-06-10|62903
4576|F00000MLF0|4576|2014-06-10|62903
4577|F00000MLNU|4577|2014-06-10|62903
4578|F00000MLNW|4578|2014-06-10|62903
4579|F00000MLNZ|4579|2014-06-10|62903
4580|F00000MLO1|4580|2014-06-10|62903
4581|F00000MLO3|4581|2014-06-10|62903
4582|F00000MLO5|4582|2014-06-10|62903
4583|F00000MLO7|4583|2014-06-10|62903
4584|F00000MLOA|4584|2014-06-10|62903
4585|F00000MLOC|4585|2014-06-10|62903
4586|F00000MLOE|4586|2014-06-10|62903
4587|F00000MLOG|4587|2014-06-10|62903
4588|F00000MLOL|4588|2014-06-10|62903
4589|F00000MMLI|4589|2014-06-10|62903
4590|F00000MMLK|4590|2014-06-10|62903
4591|F00000MMLM|4591|2014-06-10|62903
4592|F00000MMLO|4592|2014-06-10|62903
4593|F00000MNJX|4593|2014-06-10|62903
4594|F00000MOCY|4594|2014-06-10|62903
4595|F00000MOD0|4595|2014-06-10|62903
4596|F00000MPIV|4596|2014-06-10|62903
4597|F00000MPIX|4597|2014-06-10|62903
4598|F00000MQ0O|4598|2014-06-10|62903
4599|F00000MQ0Q|4599|2014-06-10|62903
4600|F00000MQ0T|4600|2014-06-10|62903
4601|F00000MR9U|4601|2014-06-10|62903
4602|F00000MR9W|4602|2014-06-10|62903
4603|F00000MR9Y|4603|2014-06-10|62903
4604|F00000MRA0|4604|2014-06-10|62903
4605|F00000MRA2|4605|2014-06-10|62903
4606|F00000MRA4|4606|2014-06-10|62903
4607|F00000MRA6|4607|2014-06-10|62903
4608|F00000MRA8|4608|2014-06-10|62903
4609|F00000MRAA|4609|2014-06-10|62903
4610|F00000MSD6|4610|2014-06-10|62903
