AssetAllocation_Id|PortfolioBreakdown_Id|DataEffectiveDT|DataObjectInstanceVersionKey
344|344|2014-06-10|62903
345|345|2014-06-10|62903
346|346|2014-06-10|62903
347|347|2014-06-10|62903
348|348|2014-06-10|62903
349|349|2014-06-10|62903
350|350|2014-06-10|62903
351|351|2014-06-10|62903
352|352|2014-06-10|62903
353|353|2014-06-10|62903
354|354|2014-06-10|62903
355|355|2014-06-10|62903
356|356|2014-06-10|62903
357|357|2014-06-10|62903
358|358|2014-06-10|62903
359|359|2014-06-10|62903
360|360|2014-06-10|62903
361|361|2014-06-10|62903
362|362|2014-06-10|62903
363|363|2014-06-10|62903
364|364|2014-06-10|62903
365|365|2014-06-10|62903
366|366|2014-06-10|62903
367|367|2014-06-10|62903
368|368|2014-06-10|62903
369|369|2014-06-10|62903
370|370|2014-06-10|62903
371|371|2014-06-10|62903
372|372|2014-06-10|62903
373|373|2014-06-10|62903
374|374|2014-06-10|62903
375|375|2014-06-10|62903
376|376|2014-06-10|62903
377|377|2014-06-10|62903
378|378|2014-06-10|62903
379|379|2014-06-10|62903
380|380|2014-06-10|62903
381|381|2014-06-10|62903
382|382|2014-06-10|62903
383|383|2014-06-10|62903
384|384|2014-06-10|62903
385|385|2014-06-10|62903
386|386|2014-06-10|62903
387|387|2014-06-10|62903
388|388|2014-06-10|62903
389|389|2014-06-10|62903
390|390|2014-06-10|62903
391|391|2014-06-10|62903
392|392|2014-06-10|62903
393|393|2014-06-10|62903
394|394|2014-06-10|62903
395|395|2014-06-10|62903
396|396|2014-06-10|62903
397|397|2014-06-10|62903
398|398|2014-06-10|62903
399|399|2014-06-10|62903
400|400|2014-06-10|62903
401|401|2014-06-10|62903
402|402|2014-06-10|62903
403|403|2014-06-10|62903
404|404|2014-06-10|62903
405|405|2014-06-10|62903
406|406|2014-06-10|62903
407|407|2014-06-10|62903
408|408|2014-06-10|62903
409|409|2014-06-10|62903
410|410|2014-06-10|62903
411|411|2014-06-10|62903
412|412|2014-06-10|62903
413|413|2014-06-10|62903
414|414|2014-06-10|62903
415|415|2014-06-10|62903
416|416|2014-06-10|62903
417|417|2014-06-10|62903
418|418|2014-06-10|62903
419|419|2014-06-10|62903
420|420|2014-06-10|62903
421|421|2014-06-10|62903
422|422|2014-06-10|62903
423|423|2014-06-10|62903
424|424|2014-06-10|62903
425|425|2014-06-10|62903
426|426|2014-06-10|62903
427|427|2014-06-10|62903
428|428|2014-06-10|62903
429|429|2014-06-10|62903
430|430|2014-06-10|62903
431|431|2014-06-10|62903
432|432|2014-06-10|62903
433|433|2014-06-10|62903
434|434|2014-06-10|62903
435|435|2014-06-10|62903
436|436|2014-06-10|62903
437|437|2014-06-10|62903
438|438|2014-06-10|62903
439|439|2014-06-10|62903
440|440|2014-06-10|62903
441|441|2014-06-10|62903
442|442|2014-06-10|62903
443|443|2014-06-10|62903
444|444|2014-06-10|62903
445|445|2014-06-10|62903
446|446|2014-06-10|62903
447|447|2014-06-10|62903
448|448|2014-06-10|62903
449|449|2014-06-10|62903
450|450|2014-06-10|62903
451|451|2014-06-10|62903
452|452|2014-06-10|62903
453|453|2014-06-10|62903
454|454|2014-06-10|62903
455|455|2014-06-10|62903
456|456|2014-06-10|62903
457|457|2014-06-10|62903
458|458|2014-06-10|62903
459|459|2014-06-10|62903
460|460|2014-06-10|62903
461|461|2014-06-10|62903
462|462|2014-06-10|62903
463|463|2014-06-10|62903
464|464|2014-06-10|62903
465|465|2014-06-10|62903
466|466|2014-06-10|62903
467|467|2014-06-10|62903
468|468|2014-06-10|62903
469|469|2014-06-10|62903
470|470|2014-06-10|62903
471|471|2014-06-10|62903
472|472|2014-06-10|62903
473|473|2014-06-10|62903
474|474|2014-06-10|62903
475|475|2014-06-10|62903
476|476|2014-06-10|62903
477|477|2014-06-10|62903
478|478|2014-06-10|62903
479|479|2014-06-10|62903
480|480|2014-06-10|62903
481|481|2014-06-10|62903
482|482|2014-06-10|62903
483|483|2014-06-10|62903
484|484|2014-06-10|62903
485|485|2014-06-10|62903
486|486|2014-06-10|62903
487|487|2014-06-10|62903
488|488|2014-06-10|62903
489|489|2014-06-10|62903
490|490|2014-06-10|62903
491|491|2014-06-10|62903
492|492|2014-06-10|62903
493|493|2014-06-10|62903
494|494|2014-06-10|62903
495|495|2014-06-10|62903
496|496|2014-06-10|62903
497|497|2014-06-10|62903
498|498|2014-06-10|62903
499|499|2014-06-10|62903
500|500|2014-06-10|62903
501|501|2014-06-10|62903
502|502|2014-06-10|62903
503|503|2014-06-10|62903
504|504|2014-06-10|62903
505|505|2014-06-10|62903
506|506|2014-06-10|62903
507|507|2014-06-10|62903
508|508|2014-06-10|62903
509|509|2014-06-10|62903
510|510|2014-06-10|62903
511|511|2014-06-10|62903
512|512|2014-06-10|62903
513|513|2014-06-10|62903
514|514|2014-06-10|62903
515|515|2014-06-10|62903
516|516|2014-06-10|62903
517|517|2014-06-10|62903
518|518|2014-06-10|62903
519|519|2014-06-10|62903
520|520|2014-06-10|62903
521|521|2014-06-10|62903
522|522|2014-06-10|62903
523|523|2014-06-10|62903
524|524|2014-06-10|62903
525|525|2014-06-10|62903
526|526|2014-06-10|62903
527|527|2014-06-10|62903
528|528|2014-06-10|62903
529|529|2014-06-10|62903
530|530|2014-06-10|62903
531|531|2014-06-10|62903
532|532|2014-06-10|62903
533|533|2014-06-10|62903
534|534|2014-06-10|62903
535|535|2014-06-10|62903
536|536|2014-06-10|62903
537|537|2014-06-10|62903
538|538|2014-06-10|62903
539|539|2014-06-10|62903
540|540|2014-06-10|62903
541|541|2014-06-10|62903
542|542|2014-06-10|62903
543|543|2014-06-10|62903
544|544|2014-06-10|62903
545|545|2014-06-10|62903
546|546|2014-06-10|62903
547|547|2014-06-10|62903
548|548|2014-06-10|62903
549|549|2014-06-10|62903
550|550|2014-06-10|62903
551|551|2014-06-10|62903
552|552|2014-06-10|62903
553|553|2014-06-10|62903
554|554|2014-06-10|62903
555|555|2014-06-10|62903
556|556|2014-06-10|62903
557|557|2014-06-10|62903
558|558|2014-06-10|62903
559|559|2014-06-10|62903
560|560|2014-06-10|62903
561|561|2014-06-10|62903
562|562|2014-06-10|62903
563|563|2014-06-10|62903
564|564|2014-06-10|62903
565|565|2014-06-10|62903
566|566|2014-06-10|62903
567|567|2014-06-10|62903
568|568|2014-06-10|62903
569|569|2014-06-10|62903
570|570|2014-06-10|62903
571|571|2014-06-10|62903
572|572|2014-06-10|62903
573|573|2014-06-10|62903
574|574|2014-06-10|62903
575|575|2014-06-10|62903
576|576|2014-06-10|62903
577|577|2014-06-10|62903
578|578|2014-06-10|62903
579|579|2014-06-10|62903
580|580|2014-06-10|62903
581|581|2014-06-10|62903
582|582|2014-06-10|62903
583|583|2014-06-10|62903
584|584|2014-06-10|62903
585|585|2014-06-10|62903
586|586|2014-06-10|62903
587|587|2014-06-10|62903
588|588|2014-06-10|62903
589|589|2014-06-10|62903
590|590|2014-06-10|62903
591|591|2014-06-10|62903
592|592|2014-06-10|62903
593|593|2014-06-10|62903
594|594|2014-06-10|62903
595|595|2014-06-10|62903
596|596|2014-06-10|62903
597|597|2014-06-10|62903
598|598|2014-06-10|62903
599|599|2014-06-10|62903
600|600|2014-06-10|62903
601|601|2014-06-10|62903
602|602|2014-06-10|62903
603|603|2014-06-10|62903
604|604|2014-06-10|62903
605|605|2014-06-10|62903
606|606|2014-06-10|62903
607|607|2014-06-10|62903
608|608|2014-06-10|62903
609|609|2014-06-10|62903
610|610|2014-06-10|62903
611|611|2014-06-10|62903
612|612|2014-06-10|62903
613|613|2014-06-10|62903
614|614|2014-06-10|62903
615|615|2014-06-10|62903
616|616|2014-06-10|62903
617|617|2014-06-10|62903
618|618|2014-06-10|62903
619|619|2014-06-10|62903
620|620|2014-06-10|62903
621|621|2014-06-10|62903
622|622|2014-06-10|62903
623|623|2014-06-10|62903
624|624|2014-06-10|62903
625|625|2014-06-10|62903
626|626|2014-06-10|62903
627|627|2014-06-10|62903
628|628|2014-06-10|62903
629|629|2014-06-10|62903
630|630|2014-06-10|62903
631|631|2014-06-10|62903
632|632|2014-06-10|62903
633|633|2014-06-10|62903
634|634|2014-06-10|62903
635|635|2014-06-10|62903
636|636|2014-06-10|62903
637|637|2014-06-10|62903
638|638|2014-06-10|62903
639|639|2014-06-10|62903
640|640|2014-06-10|62903
641|641|2014-06-10|62903
642|642|2014-06-10|62903
643|643|2014-06-10|62903
644|644|2014-06-10|62903
645|645|2014-06-10|62903
646|646|2014-06-10|62903
647|647|2014-06-10|62903
648|648|2014-06-10|62903
649|649|2014-06-10|62903
650|650|2014-06-10|62903
651|651|2014-06-10|62903
652|652|2014-06-10|62903
653|653|2014-06-10|62903
654|654|2014-06-10|62903
655|655|2014-06-10|62903
656|656|2014-06-10|62903
657|657|2014-06-10|62903
658|658|2014-06-10|62903
659|659|2014-06-10|62903
660|660|2014-06-10|62903
661|661|2014-06-10|62903
662|662|2014-06-10|62903
663|663|2014-06-10|62903
664|664|2014-06-10|62903
665|665|2014-06-10|62903
666|666|2014-06-10|62903
667|667|2014-06-10|62903
668|668|2014-06-10|62903
669|669|2014-06-10|62903
670|670|2014-06-10|62903
671|671|2014-06-10|62903
672|672|2014-06-10|62903
673|673|2014-06-10|62903
674|674|2014-06-10|62903
675|675|2014-06-10|62903
676|676|2014-06-10|62903
677|677|2014-06-10|62903
678|678|2014-06-10|62903
679|679|2014-06-10|62903
680|680|2014-06-10|62903
681|681|2014-06-10|62903
682|682|2014-06-10|62903
683|683|2014-06-10|62903
684|684|2014-06-10|62903
685|685|2014-06-10|62903
686|686|2014-06-10|62903
687|687|2014-06-10|62903
688|688|2014-06-10|62903
689|689|2014-06-10|62903
690|690|2014-06-10|62903
691|691|2014-06-10|62903
692|692|2014-06-10|62903
693|693|2014-06-10|62903
694|694|2014-06-10|62903
695|695|2014-06-10|62903
696|696|2014-06-10|62903
697|697|2014-06-10|62903
698|698|2014-06-10|62903
699|699|2014-06-10|62903
700|700|2014-06-10|62903
701|701|2014-06-10|62903
702|702|2014-06-10|62903
703|703|2014-06-10|62903
704|704|2014-06-10|62903
705|705|2014-06-10|62903
706|706|2014-06-10|62903
707|707|2014-06-10|62903
708|708|2014-06-10|62903
709|709|2014-06-10|62903
710|710|2014-06-10|62903
711|711|2014-06-10|62903
712|712|2014-06-10|62903
713|713|2014-06-10|62903
714|714|2014-06-10|62903
715|715|2014-06-10|62903
716|716|2014-06-10|62903
717|717|2014-06-10|62903
718|718|2014-06-10|62903
719|719|2014-06-10|62903
720|720|2014-06-10|62903
721|721|2014-06-10|62903
722|722|2014-06-10|62903
723|723|2014-06-10|62903
724|724|2014-06-10|62903
725|725|2014-06-10|62903
726|726|2014-06-10|62903
727|727|2014-06-10|62903
728|728|2014-06-10|62903
729|729|2014-06-10|62903
730|730|2014-06-10|62903
731|731|2014-06-10|62903
732|732|2014-06-10|62903
733|733|2014-06-10|62903
734|734|2014-06-10|62903
735|735|2014-06-10|62903
736|736|2014-06-10|62903
737|737|2014-06-10|62903
738|738|2014-06-10|62903
739|739|2014-06-10|62903
740|740|2014-06-10|62903
741|741|2014-06-10|62903
742|742|2014-06-10|62903
743|743|2014-06-10|62903
744|744|2014-06-10|62903
745|745|2014-06-10|62903
746|746|2014-06-10|62903
747|747|2014-06-10|62903
748|748|2014-06-10|62903
749|749|2014-06-10|62903
750|750|2014-06-10|62903
751|751|2014-06-10|62903
752|752|2014-06-10|62903
753|753|2014-06-10|62903
754|754|2014-06-10|62903
755|755|2014-06-10|62903
756|756|2014-06-10|62903
757|757|2014-06-10|62903
758|758|2014-06-10|62903
759|759|2014-06-10|62903
760|760|2014-06-10|62903
761|761|2014-06-10|62903
762|762|2014-06-10|62903
763|763|2014-06-10|62903
764|764|2014-06-10|62903
765|765|2014-06-10|62903
766|766|2014-06-10|62903
767|767|2014-06-10|62903
768|768|2014-06-10|62903
769|769|2014-06-10|62903
770|770|2014-06-10|62903
771|771|2014-06-10|62903
772|772|2014-06-10|62903
773|773|2014-06-10|62903
774|774|2014-06-10|62903
775|775|2014-06-10|62903
776|776|2014-06-10|62903
777|777|2014-06-10|62903
778|778|2014-06-10|62903
779|779|2014-06-10|62903
780|780|2014-06-10|62903
781|781|2014-06-10|62903
782|782|2014-06-10|62903
783|783|2014-06-10|62903
784|784|2014-06-10|62903
785|785|2014-06-10|62903
786|786|2014-06-10|62903
787|787|2014-06-10|62903
788|788|2014-06-10|62903
789|789|2014-06-10|62903
790|790|2014-06-10|62903
791|791|2014-06-10|62903
792|792|2014-06-10|62903
793|793|2014-06-10|62903
794|794|2014-06-10|62903
795|795|2014-06-10|62903
796|796|2014-06-10|62903
797|797|2014-06-10|62903
798|798|2014-06-10|62903
799|799|2014-06-10|62903
800|800|2014-06-10|62903
801|801|2014-06-10|62903
802|802|2014-06-10|62903
803|803|2014-06-10|62903
804|804|2014-06-10|62903
805|805|2014-06-10|62903
806|806|2014-06-10|62903
807|807|2014-06-10|62903
808|808|2014-06-10|62903
809|809|2014-06-10|62903
810|810|2014-06-10|62903
811|811|2014-06-10|62903
812|812|2014-06-10|62903
813|813|2014-06-10|62903
814|814|2014-06-10|62903
815|815|2014-06-10|62903
816|816|2014-06-10|62903
817|817|2014-06-10|62903
818|818|2014-06-10|62903
819|819|2014-06-10|62903
820|820|2014-06-10|62903
821|821|2014-06-10|62903
822|822|2014-06-10|62903
823|823|2014-06-10|62903
824|824|2014-06-10|62903
825|825|2014-06-10|62903
826|826|2014-06-10|62903
827|827|2014-06-10|62903
828|828|2014-06-10|62903
829|829|2014-06-10|62903
830|830|2014-06-10|62903
831|831|2014-06-10|62903
832|832|2014-06-10|62903
833|833|2014-06-10|62903
834|834|2014-06-10|62903
835|835|2014-06-10|62903
836|836|2014-06-10|62903
837|837|2014-06-10|62903
838|838|2014-06-10|62903
839|839|2014-06-10|62903
840|840|2014-06-10|62903
841|841|2014-06-10|62903
842|842|2014-06-10|62903
843|843|2014-06-10|62903
844|844|2014-06-10|62903
845|845|2014-06-10|62903
846|846|2014-06-10|62903
847|847|2014-06-10|62903
848|848|2014-06-10|62903
849|849|2014-06-10|62903
850|850|2014-06-10|62903
851|851|2014-06-10|62903
852|852|2014-06-10|62903
853|853|2014-06-10|62903
854|854|2014-06-10|62903
855|855|2014-06-10|62903
856|856|2014-06-10|62903
857|857|2014-06-10|62903
858|858|2014-06-10|62903
859|859|2014-06-10|62903
860|860|2014-06-10|62903
861|861|2014-06-10|62903
862|862|2014-06-10|62903
863|863|2014-06-10|62903
864|864|2014-06-10|62903
865|865|2014-06-10|62903
866|866|2014-06-10|62903
867|867|2014-06-10|62903
868|868|2014-06-10|62903
869|869|2014-06-10|62903
870|870|2014-06-10|62903
871|871|2014-06-10|62903
872|872|2014-06-10|62903
873|873|2014-06-10|62903
874|874|2014-06-10|62903
875|875|2014-06-10|62903
876|876|2014-06-10|62903
877|877|2014-06-10|62903
878|878|2014-06-10|62903
879|879|2014-06-10|62903
880|880|2014-06-10|62903
881|881|2014-06-10|62903
882|882|2014-06-10|62903
883|883|2014-06-10|62903
884|884|2014-06-10|62903
885|885|2014-06-10|62903
886|886|2014-06-10|62903
887|887|2014-06-10|62903
888|888|2014-06-10|62903
889|889|2014-06-10|62903
890|890|2014-06-10|62903
891|891|2014-06-10|62903
892|892|2014-06-10|62903
893|893|2014-06-10|62903
894|894|2014-06-10|62903
895|895|2014-06-10|62903
896|896|2014-06-10|62903
897|897|2014-06-10|62903
898|898|2014-06-10|62903
899|899|2014-06-10|62903
900|900|2014-06-10|62903
901|901|2014-06-10|62903
902|902|2014-06-10|62903
903|903|2014-06-10|62903
904|904|2014-06-10|62903
905|905|2014-06-10|62903
906|906|2014-06-10|62903
907|907|2014-06-10|62903
908|908|2014-06-10|62903
909|909|2014-06-10|62903
910|910|2014-06-10|62903
911|911|2014-06-10|62903
912|912|2014-06-10|62903
913|913|2014-06-10|62903
914|914|2014-06-10|62903
915|915|2014-06-10|62903
916|916|2014-06-10|62903
917|917|2014-06-10|62903
918|918|2014-06-10|62903
919|919|2014-06-10|62903
920|920|2014-06-10|62903
921|921|2014-06-10|62903
922|922|2014-06-10|62903
923|923|2014-06-10|62903
924|924|2014-06-10|62903
925|925|2014-06-10|62903
926|926|2014-06-10|62903
927|927|2014-06-10|62903
928|928|2014-06-10|62903
929|929|2014-06-10|62903
930|930|2014-06-10|62903
931|931|2014-06-10|62903
932|932|2014-06-10|62903
933|933|2014-06-10|62903
934|934|2014-06-10|62903
935|935|2014-06-10|62903
936|936|2014-06-10|62903
937|937|2014-06-10|62903
938|938|2014-06-10|62903
939|939|2014-06-10|62903
940|940|2014-06-10|62903
941|941|2014-06-10|62903
942|942|2014-06-10|62903
943|943|2014-06-10|62903
944|944|2014-06-10|62903
945|945|2014-06-10|62903
946|946|2014-06-10|62903
947|947|2014-06-10|62903
948|948|2014-06-10|62903
949|949|2014-06-10|62903
950|950|2014-06-10|62903
951|951|2014-06-10|62903
952|952|2014-06-10|62903
953|953|2014-06-10|62903
954|954|2014-06-10|62903
955|955|2014-06-10|62903
956|956|2014-06-10|62903
957|957|2014-06-10|62903
958|958|2014-06-10|62903
959|959|2014-06-10|62903
960|960|2014-06-10|62903
961|961|2014-06-10|62903
962|962|2014-06-10|62903
963|963|2014-06-10|62903
964|964|2014-06-10|62903
965|965|2014-06-10|62903
966|966|2014-06-10|62903
967|967|2014-06-10|62903
968|968|2014-06-10|62903
969|969|2014-06-10|62903
970|970|2014-06-10|62903
971|971|2014-06-10|62903
972|972|2014-06-10|62903
973|973|2014-06-10|62903
974|974|2014-06-10|62903
975|975|2014-06-10|62903
976|976|2014-06-10|62903
977|977|2014-06-10|62903
978|978|2014-06-10|62903
979|979|2014-06-10|62903
980|980|2014-06-10|62903
981|981|2014-06-10|62903
982|982|2014-06-10|62903
983|983|2014-06-10|62903
984|984|2014-06-10|62903
985|985|2014-06-10|62903
986|986|2014-06-10|62903
987|987|2014-06-10|62903
988|988|2014-06-10|62903
989|989|2014-06-10|62903
