Portfolio_Id|_CurrencyId|_ExternalId|PortfolioList_Id|DataEffectiveDT|DataObjectInstanceVersionKey
3373|JPY|FSUSA08J00|3373|2014-06-10|62903
3374|JPY|FSUSA08IZN|3374|2014-06-10|62903
3375|JPY|FSUSA08IXD|3375|2014-06-10|62903
3376|JPY|FSUSA08J08|3376|2014-06-10|62903
3377|JPY|FSUSA08IXQ|3377|2014-06-10|62903
3378|JPY|FSUSA08IZM|3378|2014-06-10|62903
3379|JPY|FSUSA0AIZ4|3379|2014-06-10|62903
3380|JPY|FSUSA08IV5|3380|2014-06-10|62903
3381|JPY|FSUSA08IXJ|3381|2014-06-10|62903
3382|JPY|FSUSA08IWD|3382|2014-06-10|62903
3383|JPY|F000000NB9|3383|2014-06-10|62903
3384|JPY|FSUSA08IW7|3384|2014-06-10|62903
3385|JPY|FSUSA08IUV|3385|2014-06-10|62903
3386|JPY|FSUSA08IWF|3386|2014-06-10|62903
3387|JPY|FSUSA08IXZ|3387|2014-06-10|62903
3388|JPY|FSUSA08IWM|3388|2014-06-10|62903
3389|JPY|FSUSA08IXR|3389|2014-06-10|62903
3390|JPY|FSUSA08IXL|3390|2014-06-10|62903
3391|JPY|FSUSA08IZT|3391|2014-06-10|62903
3392|JPY|FSUSA08IW3|3392|2014-06-10|62903
3393|JPY|FSUSA08IY0|3393|2014-06-10|62903
3394|JPY|FSUSA08J05|3394|2014-06-10|62903
3395|JPY|FSUSA08IX0|3395|2014-06-10|62903
3396|JPY|FSUSA08IUT|3396|2014-06-10|62903
3397|JPY|FSUSA08IZJ|3397|2014-06-10|62903
3398|JPY|FSUSA08IYG|3398|2014-06-10|62903
3399|JPY|FSUSA08IYQ|3399|2014-06-10|62903
3400|JPY|FSUSA08IZF|3400|2014-06-10|62903
3401|JPY|FSUSA08IYI|3401|2014-06-10|62903
3402|JPY|FS0000AAT0|3402|2014-06-10|62903
3403|JPY|FS0000AAT2|3403|2014-06-10|62903
3404|JPY|FS0000AAT4|3404|2014-06-10|62903
3405|JPY|FS0000AAT8|3405|2014-06-10|62903
3406|JPY|FS0000AATA|3406|2014-06-10|62903
3407|JPY|FS0000AB9P|3407|2014-06-10|62903
3408|JPY|FS0000AB9L|3408|2014-06-10|62903
3409|JPY|FS0000ABOJ|3409|2014-06-10|62903
3410|JPY|FS0000ABOL|3410|2014-06-10|62903
3411|JPY|FS0000ABOS|3411|2014-06-10|62903
3412|JPY|FS0000ABP4|3412|2014-06-10|62903
3413|JPY|FS0000ABP6|3413|2014-06-10|62903
3414|JPY|FS0000AC46|3414|2014-06-10|62903
3415|JPY|FS0000AC48|3415|2014-06-10|62903
3416|JPY|FS0000AC4G|3416|2014-06-10|62903
3417|JPY|FS0000AC6D|3417|2014-06-10|62903
3418|JPY|FS0000ACO8|3418|2014-06-10|62903
3419|JPY|FS0000ACOA|3419|2014-06-10|62903
3420|JPY|FS0000ACOE|3420|2014-06-10|62903
3421|JPY|FS0000ACOG|3421|2014-06-10|62903
3422|JPY|FS0000ACOK|3422|2014-06-10|62903
3423|JPY|FS0000ACOM|3423|2014-06-10|62903
3424|JPY|FS0000ACUL|3424|2014-06-10|62903
3425|JPY|FSUSA0A7PO|3425|2014-06-10|62903
3426|JPY|FSUSA0A7SP|3426|2014-06-10|62903
3427|JPY|FSUSA0A7SO|3427|2014-06-10|62903
3428|JPY|FSUSA0A7YU|3428|2014-06-10|62903
3429|JPY|FSUSA0A81L|3429|2014-06-10|62903
3430|JPY|FSUSA0A82C|3430|2014-06-10|62903
3431|JPY|FSUSA0A82F|3431|2014-06-10|62903
3432|JPY|FSUSA0A82G|3432|2014-06-10|62903
3433|JPY|FSUSA0A82J|3433|2014-06-10|62903
3434|JPY|FSUSA0A82N|3434|2014-06-10|62903
3435|JPY|FSUSA0A873|3435|2014-06-10|62903
3436|JPY|FSUSA0APQ0|3436|2014-06-10|62903
3437|JPY|FSUSA0A8YX|3437|2014-06-10|62903
3438|JPY|FSUSA0A8YT|3438|2014-06-10|62903
3439|JPY|FSUSA0A8YU|3439|2014-06-10|62903
3440|JPY|FSUSA0APQ1|3440|2014-06-10|62903
3441|JPY|FSUSA0A8ZU|3441|2014-06-10|62903
3442|JPY|FSUSA0A8ZW|3442|2014-06-10|62903
3443|JPY|FSUSA0A8ZX|3443|2014-06-10|62903
3444|JPY|FSUSA0A9CM|3444|2014-06-10|62903
3445|JPY|FSUSA0A9CJ|3445|2014-06-10|62903
3446|JPY|FSUSA0A9CZ|3446|2014-06-10|62903
3447|JPY|FSUSA0A9CY|3447|2014-06-10|62903
3448|JPY|FSUSA0A9CX|3448|2014-06-10|62903
3449|JPY|FSUSA0APVO|3449|2014-06-10|62903
3450|JPY|FSUSA0A9Q2|3450|2014-06-10|62903
3451|JPY|FSUSA0A9QD|3451|2014-06-10|62903
3452|JPY|FSUSA0A9QG|3452|2014-06-10|62903
3453|JPY|FSUSA0A9QI|3453|2014-06-10|62903
3454|JPY|FSUSA0A9QJ|3454|2014-06-10|62903
3455|JPY|FSUSA0A9Q3|3455|2014-06-10|62903
3456|JPY|FSUSA0A9Q5|3456|2014-06-10|62903
3457|JPY|FSUSA0AA5F|3457|2014-06-10|62903
3458|JPY|FSUSA0AA5H|3458|2014-06-10|62903
3459|JPY|FSUSA0AETW|3459|2014-06-10|62903
3460|JPY|FSUSA0AEU4|3460|2014-06-10|62903
3461|JPY|FSUSA0AETX|3461|2014-06-10|62903
3462|JPY|FSUSA0AETZ|3462|2014-06-10|62903
3463|JPY|FSUSA0AEU1|3463|2014-06-10|62903
3464|JPY|FSUSA0AEYD|3464|2014-06-10|62903
3465|JPY|FSUSA0AEYF|3465|2014-06-10|62903
3466|JPY|FSUSA0AEYH|3466|2014-06-10|62903
3467|JPY|FSUSA0AEYJ|3467|2014-06-10|62903
3468|JPY|FSUSA0AEYL|3468|2014-06-10|62903
3469|JPY|FSUSA0AEYN|3469|2014-06-10|62903
3470|JPY|FSUSA0AEYC|3470|2014-06-10|62903
3471|JPY|FSUSA0AF10|3471|2014-06-10|62903
3472|JPY|FSUSA0AFTH|3472|2014-06-10|62903
3473|JPY|FSUSA0AFW6|3473|2014-06-10|62903
3474|JPY|FSUSA0AG40|3474|2014-06-10|62903
3475|JPY|FSUSA08JDV|3475|2014-06-10|62903
3476|JPY|FSUSA08JDT|3476|2014-06-10|62903
3477|JPY|FSUSA0AOVP|3477|2014-06-10|62903
3478|JPY|F000000MQA|3478|2014-06-10|62903
3479|JPY|FSUSA08JA7|3479|2014-06-10|62903
3480|JPY|FSUSA08JAE|3480|2014-06-10|62903
3481|JPY|F000000MQG|3481|2014-06-10|62903
3482|JPY|FSUSA08JAC|3482|2014-06-10|62903
3483|JPY|FSUSA08KA8|3483|2014-06-10|62903
3484|JPY|FSUSA08KAA|3484|2014-06-10|62903
3485|JPY|FSUSA08K9E|3485|2014-06-10|62903
3486|JPY|FSUSA08K9C|3486|2014-06-10|62903
3487|JPY|FSUSA08K9B|3487|2014-06-10|62903
3488|JPY|FSUSA08K9A|3488|2014-06-10|62903
3489|JPY|FSUSA08K9G|3489|2014-06-10|62903
3490|JPY|FSUSA08K9H|3490|2014-06-10|62903
3491|JPY|FSUSA08K9P|3491|2014-06-10|62903
3492|JPY|FSUSA08K9J|3492|2014-06-10|62903
3493|JPY|FSUSA08K94|3493|2014-06-10|62903
3494|JPY|FSUSA08K93|3494|2014-06-10|62903
3495|JPY|FSUSA08K9V|3495|2014-06-10|62903
3496|JPY|FSUSA08K9S|3496|2014-06-10|62903
3497|JPY|FSUSA0AOOC|3497|2014-06-10|62903
3498|JPY|FSUSA08J64|3498|2014-06-10|62903
3499|JPY|FSUSA08J6Y|3499|2014-06-10|62903
3500|JPY|FSUSA08J5Q|3500|2014-06-10|62903
3501|JPY|FSUSA08J5S|3501|2014-06-10|62903
3502|JPY|FSUSA08J6E|3502|2014-06-10|62903
3503|JPY|FSUSA08J7A|3503|2014-06-10|62903
3504|JPY|FSUSA08J71|3504|2014-06-10|62903
3505|JPY|FSUSA0AI3D|3505|2014-06-10|62903
3506|JPY|FSUSA08J5M|3506|2014-06-10|62903
3507|JPY|FSUSA08J76|3507|2014-06-10|62903
3508|JPY|FSUSA08J78|3508|2014-06-10|62903
3509|JPY|FSUSA08J6C|3509|2014-06-10|62903
3510|JPY|FSUSA08J69|3510|2014-06-10|62903
3511|JPY|FSUSA08J6D|3511|2014-06-10|62903
3512|JPY|FSUSA08J6W|3512|2014-06-10|62903
3513|JPY|FSUSA08J6F|3513|2014-06-10|62903
3514|JPY|FSUSA0A218|3514|2014-06-10|62903
3515|JPY|FSUSA08J62|3515|2014-06-10|62903
3516|JPY|FSUSA08K65|3516|2014-06-10|62903
3517|JPY|FSUSA08K63|3517|2014-06-10|62903
3518|JPY|F000000MSV|3518|2014-06-10|62903
3519|JPY|FSUSA08K5U|3519|2014-06-10|62903
3520|JPY|FSUSA08K61|3520|2014-06-10|62903
3521|JPY|FSUSA0AI3E|3521|2014-06-10|62903
3522|JPY|FSUSA08K5Z|3522|2014-06-10|62903
3523|JPY|FSUSA08K67|3523|2014-06-10|62903
3524|JPY|FSUSA08K5T|3524|2014-06-10|62903
3525|JPY|FSUSA08VAT|3525|2014-06-10|62903
3526|JPY|FSUSA08VAV|3526|2014-06-10|62903
3527|JPY|FSUSA08VAX|3527|2014-06-10|62903
3528|JPY|FSUSA0APGB|3528|2014-06-10|62903
3529|JPY|FSUSA08VB4|3529|2014-06-10|62903
3530|JPY|FSUSA0AOTJ|3530|2014-06-10|62903
3531|JPY|FSUSA08VB7|3531|2014-06-10|62903
3532|JPY|FSUSA08VBA|3532|2014-06-10|62903
3533|JPY|FSUSA08VBC|3533|2014-06-10|62903
3534|JPY|FSUSA08VBE|3534|2014-06-10|62903
3535|JPY|F000001WSY|3535|2014-06-10|62903
3536|JPY|FSUSA08VBH|3536|2014-06-10|62903
3537|JPY|FSUSA08VBL|3537|2014-06-10|62903
3538|JPY|FSUSA08VBP|3538|2014-06-10|62903
3539|JPY|FSUSA08VBS|3539|2014-06-10|62903
3540|JPY|FSUSA08VBU|3540|2014-06-10|62903
3541|JPY|FSUSA08VBZ|3541|2014-06-10|62903
3542|JPY|FSUSA08VC2|3542|2014-06-10|62903
3543|JPY|FSUSA08VC4|3543|2014-06-10|62903
3544|JPY|FSUSA08VC6|3544|2014-06-10|62903
3545|JPY|FSUSA08VCB|3545|2014-06-10|62903
3546|JPY|FSUSA0AMIW|3546|2014-06-10|62903
3547|JPY|FSUSA08VCG|3547|2014-06-10|62903
3548|JPY|FSUSA08VCI|3548|2014-06-10|62903
3549|JPY|FSUSA08VCL|3549|2014-06-10|62903
3550|JPY|FSUSA08VCN|3550|2014-06-10|62903
3551|JPY|FSUSA08VCP|3551|2014-06-10|62903
3552|JPY|FSUSA08VCR|3552|2014-06-10|62903
3553|JPY|FSUSA08VCT|3553|2014-06-10|62903
3554|JPY|FSUSA08VCV|3554|2014-06-10|62903
3555|JPY|FSUSA08VCX|3555|2014-06-10|62903
3556|JPY|FSUSA08VCZ|3556|2014-06-10|62903
3557|JPY|FSUSA08VD1|3557|2014-06-10|62903
3558|JPY|FSUSA0AMJV|3558|2014-06-10|62903
3559|JPY|FSUSA08VD3|3559|2014-06-10|62903
3560|JPY|FSUSA08VD6|3560|2014-06-10|62903
3561|JPY|FSUSA08VD9|3561|2014-06-10|62903
3562|JPY|FSUSA08VDB|3562|2014-06-10|62903
3563|JPY|FSUSA0AMDO|3563|2014-06-10|62903
3564|JPY|FSUSA0AMK0|3564|2014-06-10|62903
3565|JPY|F000001WV8|3565|2014-06-10|62903
3566|JPY|FSUSA0AJGW|3566|2014-06-10|62903
3567|JPY|FSUSA096EK|3567|2014-06-10|62903
3568|JPY|FSUSA0AJQW|3568|2014-06-10|62903
3569|JPY|FSUSA0AJBT|3569|2014-06-10|62903
3570|JPY|FSUSA0AJBV|3570|2014-06-10|62903
3571|JPY|FSUSA08VDU|3571|2014-06-10|62903
3572|JPY|FSUSA08JTI|3572|2014-06-10|62903
3573|JPY|FSUSA0AN63|3573|2014-06-10|62903
3574|JPY|FSUSA08VDY|3574|2014-06-10|62903
3575|JPY|FS0000AD56|3575|2014-06-10|62903
3576|JPY|FS0000AD58|3576|2014-06-10|62903
3577|JPY|FS0000AD5A|3577|2014-06-10|62903
3578|JPY|FS0000AD5G|3578|2014-06-10|62903
3579|JPY|FS0000ADAX|3579|2014-06-10|62903
3580|JPY|FS0000ADB1|3580|2014-06-10|62903
3581|JPY|FS0000ADBA|3581|2014-06-10|62903
3582|JPY|FS00009OT0|3582|2014-06-10|62903
3583|JPY|FS00009P0L|3583|2014-06-10|62903
3584|JPY|FS00009PA8|3584|2014-06-10|62903
3585|JPY|FS00009PAA|3585|2014-06-10|62903
3586|JPY|FS00009PAE|3586|2014-06-10|62903
3587|JPY|FS00009PAG|3587|2014-06-10|62903
3588|JPY|FS00009PAI|3588|2014-06-10|62903
3589|JPY|FS00009PZS|3589|2014-06-10|62903
3590|JPY|FS00009PZU|3590|2014-06-10|62903
3591|JPY|FS00009PZW|3591|2014-06-10|62903
3592|JPY|FS00009PZY|3592|2014-06-10|62903
3593|JPY|FS00009Q00|3593|2014-06-10|62903
3594|JPY|FS00009Q02|3594|2014-06-10|62903
3595|JPY|FS00009QES|3595|2014-06-10|62903
3596|JPY|FS00009QER|3596|2014-06-10|62903
3597|JPY|FS00009QM1|3597|2014-06-10|62903
3598|JPY|FS00009QM3|3598|2014-06-10|62903
3599|JPY|FS00009QM8|3599|2014-06-10|62903
3600|JPY|FS00009R8I|3600|2014-06-10|62903
3601|JPY|FS00009R8K|3601|2014-06-10|62903
3602|JPY|FS00009R8M|3602|2014-06-10|62903
3603|JPY|FS00009R8O|3603|2014-06-10|62903
3604|JPY|FS00009R8Q|3604|2014-06-10|62903
3605|JPY|FS00009R8S|3605|2014-06-10|62903
3606|JPY|FS00009R8U|3606|2014-06-10|62903
3607|JPY|FS00009RJN|3607|2014-06-10|62903
3608|JPY|FS00009RJP|3608|2014-06-10|62903
3609|JPY|FS00009RRC|3609|2014-06-10|62903
3610|JPY|FS00009SFM|3610|2014-06-10|62903
3611|JPY|FS00009SFL|3611|2014-06-10|62903
3612|JPY|FS00009SKX|3612|2014-06-10|62903
3613|JPY|FS00009SKV|3613|2014-06-10|62903
3614|JPY|FS00009SU9|3614|2014-06-10|62903
3615|JPY|FS00009SUB|3615|2014-06-10|62903
3616|JPY|FS00009SU6|3616|2014-06-10|62903
3617|JPY|FS00009SU0|3617|2014-06-10|62903
3618|JPY|FS00009T51|3618|2014-06-10|62903
3619|JPY|FS00009TE3|3619|2014-06-10|62903
3620|JPY|FS00009TUV|3620|2014-06-10|62903
3621|JPY|FS00009TUZ|3621|2014-06-10|62903
3622|JPY|FS00009TV1|3622|2014-06-10|62903
3623|JPY|FS00009TV3|3623|2014-06-10|62903
3624|JPY|FS00009TV5|3624|2014-06-10|62903
3625|JPY|FS00009UEN|3625|2014-06-10|62903
3626|JPY|FS00009VFU|3626|2014-06-10|62903
3627|JPY|FS00009VFX|3627|2014-06-10|62903
3628|JPY|FS00009VWB|3628|2014-06-10|62903
3629|JPY|FS00009VWE|3629|2014-06-10|62903
3630|JPY|FS00009VWG|3630|2014-06-10|62903
3631|JPY|FS00009VWI|3631|2014-06-10|62903
3632|JPY|FSUSA0B7KZ|3632|2014-06-10|62903
3633|JPY|FSUSA0B7SN|3633|2014-06-10|62903
3634|JPY|FSUSA0B7U8|3634|2014-06-10|62903
3635|JPY|FSUSA0B7X9|3635|2014-06-10|62903
3636|JPY|FSUSA0B840|3636|2014-06-10|62903
3637|JPY|FSUSA0B842|3637|2014-06-10|62903
3638|JPY|FSUSA0B844|3638|2014-06-10|62903
3639|JPY|FSUSA0B87I|3639|2014-06-10|62903
3640|JPY|FSUSA0B8D9|3640|2014-06-10|62903
3641|JPY|FSUSA0B9IH|3641|2014-06-10|62903
3642|JPY|FSUSA0B9IJ|3642|2014-06-10|62903
3643|JPY|FSUSA0B9PW|3643|2014-06-10|62903
3644|JPY|FSUSA0BA4H|3644|2014-06-10|62903
3645|JPY|FSUSA0BA4O|3645|2014-06-10|62903
3646|JPY|FSUSA0BAGT|3646|2014-06-10|62903
3647|JPY|FSUSA0BAH9|3647|2014-06-10|62903
3648|JPY|FSUSA0BAHB|3648|2014-06-10|62903
3649|JPY|FSUSA0BAHD|3649|2014-06-10|62903
3650|JPY|FSUSA0BAK5|3650|2014-06-10|62903
3651|JPY|FSUSA0BAUY|3651|2014-06-10|62903
3652|JPY|FSUSA0BAV2|3652|2014-06-10|62903
3653|JPY|FSUSA0BAV5|3653|2014-06-10|62903
3654|JPY|FSUSA0BAV7|3654|2014-06-10|62903
3655|JPY|FSUSA0BBHS|3655|2014-06-10|62903
3656|JPY|FSUSA0BBHW|3656|2014-06-10|62903
3657|JPY|FSUSA0BBHZ|3657|2014-06-10|62903
3658|JPY|FSUSA0BBI1|3658|2014-06-10|62903
3659|JPY|FSUSA0BBT6|3659|2014-06-10|62903
3660|JPY|FSUSA0BBT8|3660|2014-06-10|62903
3661|JPY|FSUSA0BBTC|3661|2014-06-10|62903
3662|JPY|FSUSA0BBTE|3662|2014-06-10|62903
3663|JPY|FSUSA0BBTG|3663|2014-06-10|62903
3664|JPY|FSUSA0BBTI|3664|2014-06-10|62903
3665|JPY|FSUSA0BBTO|3665|2014-06-10|62903
3666|JPY|FSUSA0BBTQ|3666|2014-06-10|62903
3667|JPY|FSUSA0BC54|3667|2014-06-10|62903
3668|JPY|FSUSA0BC56|3668|2014-06-10|62903
3669|JPY|FSUSA0BC58|3669|2014-06-10|62903
3670|JPY|FSUSA0BC5A|3670|2014-06-10|62903
3671|JPY|FSUSA0BCCZ|3671|2014-06-10|62903
3672|JPY|FSUSA0BCD2|3672|2014-06-10|62903
3673|JPY|FSUSA0BCD7|3673|2014-06-10|62903
3674|JPY|FSUSA0BD1U|3674|2014-06-10|62903
3675|JPY|FSUSA0BD24|3675|2014-06-10|62903
3676|JPY|FSUSA0BD2A|3676|2014-06-10|62903
3677|JPY|FSUSA0BD28|3677|2014-06-10|62903
3678|JPY|FSUSA0BD2G|3678|2014-06-10|62903
3679|JPY|FSUSA0BDGM|3679|2014-06-10|62903
3680|JPY|FSUSA0BDGO|3680|2014-06-10|62903
3681|JPY|FSUSA0BDGW|3681|2014-06-10|62903
3682|JPY|FSUSA0AIBV|3682|2014-06-10|62903
3683|JPY|FSUSA08IVL|3683|2014-06-10|62903
3684|JPY|FSUSA08IZU|3684|2014-06-10|62903
3685|JPY|FSUSA09VGC|3685|2014-06-10|62903
3686|JPY|FSUSA08IWE|3686|2014-06-10|62903
3687|JPY|FSUSA08IZV|3687|2014-06-10|62903
3688|JPY|FSUSA08IWX|3688|2014-06-10|62903
3689|JPY|FSUSA08IZA|3689|2014-06-10|62903
3690|JPY|FSUSA08IWQ|3690|2014-06-10|62903
3691|JPY|FSUSA08IVM|3691|2014-06-10|62903
3692|JPY|FSUSA08IYP|3692|2014-06-10|62903
3693|JPY|FSUSA08IX4|3693|2014-06-10|62903
3694|JPY|FSUSA0AIYZ|3694|2014-06-10|62903
3695|JPY|FSUSA0AIZ0|3695|2014-06-10|62903
3696|JPY|FSUSA0ALNO|3696|2014-06-10|62903
3697|JPY|FSUSA08IYO|3697|2014-06-10|62903
3698|JPY|FSUSA08IVX|3698|2014-06-10|62903
3699|JPY|FSUSA08IVK|3699|2014-06-10|62903
3700|JPY|FSUSA0ALNT|3700|2014-06-10|62903
3701|JPY|FSUSA08IV6|3701|2014-06-10|62903
3702|JPY|FSUSA08JGJ|3702|2014-06-10|62903
3703|JPY|FSUSA08JHD|3703|2014-06-10|62903
3704|JPY|FSUSA0AJ8N|3704|2014-06-10|62903
3705|JPY|FSUSA08JH7|3705|2014-06-10|62903
3706|JPY|FSUSA08JJ7|3706|2014-06-10|62903
3707|JPY|FSUSA08JF1|3707|2014-06-10|62903
3708|JPY|FSUSA0AJBC|3708|2014-06-10|62903
3709|JPY|FSUSA08JI9|3709|2014-06-10|62903
3710|JPY|FSUSA08JH3|3710|2014-06-10|62903
3711|JPY|FSUSA08JIV|3711|2014-06-10|62903
3712|JPY|FSUSA08JF9|3712|2014-06-10|62903
3713|JPY|FSUSA08JGT|3713|2014-06-10|62903
3714|JPY|FSUSA0AJH2|3714|2014-06-10|62903
3715|JPY|FSUSA08JEN|3715|2014-06-10|62903
3716|JPY|FSUSA0AOW8|3716|2014-06-10|62903
3717|JPY|FSUSA08JFV|3717|2014-06-10|62903
3718|JPY|FSUSA08JGI|3718|2014-06-10|62903
3719|JPY|FSUSA08JG3|3719|2014-06-10|62903
3720|JPY|FSUSA08JIU|3720|2014-06-10|62903
3721|JPY|FSUSA08JF4|3721|2014-06-10|62903
3722|JPY|FSUSA0AJHC|3722|2014-06-10|62903
3723|JPY|FSUSA0ALOW|3723|2014-06-10|62903
3724|JPY|FSUSA08JFN|3724|2014-06-10|62903
3725|JPY|FSUSA08JEL|3725|2014-06-10|62903
3726|JPY|FSUSA08JEQ|3726|2014-06-10|62903
3727|JPY|FSUSA08JIX|3727|2014-06-10|62903
3728|JPY|FSUSA08JGH|3728|2014-06-10|62903
3729|JPY|FSUSA08JIZ|3729|2014-06-10|62903
3730|JPY|FSUSA0AJHD|3730|2014-06-10|62903
3731|JPY|FSUSA08JIO|3731|2014-06-10|62903
3732|JPY|FS00009VYJ|3732|2014-06-10|62903
3733|JPY|FS00009VYL|3733|2014-06-10|62903
3734|JPY|FS00009W99|3734|2014-06-10|62903
3735|JPY|FS00009WO5|3735|2014-06-10|62903
3736|JPY|FS00009WO7|3736|2014-06-10|62903
3737|JPY|FS00009WO9|3737|2014-06-10|62903
3738|JPY|FS00009WOC|3738|2014-06-10|62903
3739|JPY|FS00009WVK|3739|2014-06-10|62903
3740|JPY|FS00009WVM|3740|2014-06-10|62903
3741|JPY|FS00009WVS|3741|2014-06-10|62903
3742|JPY|FS00009WVU|3742|2014-06-10|62903
3743|JPY|FS00009Y4Q|3743|2014-06-10|62903
3744|JPY|FSUSA08JFZ|3744|2014-06-10|62903
3745|JPY|FSUSA08JF5|3745|2014-06-10|62903
3746|JPY|FSUSA08JGN|3746|2014-06-10|62903
3747|JPY|FSUSA08JGO|3747|2014-06-10|62903
3748|JPY|FSUSA0AJ8T|3748|2014-06-10|62903
3749|JPY|FSUSA08JHO|3749|2014-06-10|62903
3750|JPY|FSUSA08JGK|3750|2014-06-10|62903
3751|JPY|FSUSA08JFG|3751|2014-06-10|62903
3752|JPY|FSUSA08JFP|3752|2014-06-10|62903
3753|JPY|FSUSA08JEM|3753|2014-06-10|62903
3754|JPY|FSUSA08JG4|3754|2014-06-10|62903
3755|JPY|FSUSA0ALOA|3755|2014-06-10|62903
3756|JPY|FSUSA0AG48|3756|2014-06-10|62903
3757|JPY|FSUSA0AGBZ|3757|2014-06-10|62903
3758|JPY|FSUSA0AGC1|3758|2014-06-10|62903
3759|JPY|FSUSA0AGC3|3759|2014-06-10|62903
3760|JPY|FSUSA0AG58|3760|2014-06-10|62903
3761|JPY|FSUSA0AGIC|3761|2014-06-10|62903
3762|JPY|FSUSA0AGIE|3762|2014-06-10|62903
3763|JPY|FSUSA0AGU2|3763|2014-06-10|62903
3764|JPY|FSUSA0AH8F|3764|2014-06-10|62903
3765|JPY|FSUSA0AH8H|3765|2014-06-10|62903
3766|JPY|FSUSA0AH8J|3766|2014-06-10|62903
3767|JPY|FSUSA0AI5W|3767|2014-06-10|62903
3768|JPY|FSUSA0AI63|3768|2014-06-10|62903
3769|JPY|FSUSA0AI66|3769|2014-06-10|62903
3770|JPY|FSUSA0AI68|3770|2014-06-10|62903
3771|JPY|FSUSA0AI6H|3771|2014-06-10|62903
3772|JPY|FSUSA0AI6J|3772|2014-06-10|62903
3773|JPY|FSUSA0AI9F|3773|2014-06-10|62903
3774|JPY|FSUSA0AI9H|3774|2014-06-10|62903
3775|JPY|FSUSA0AI9J|3775|2014-06-10|62903
3776|JPY|FSUSA0AI9L|3776|2014-06-10|62903
3777|JPY|FSUSA0AI9N|3777|2014-06-10|62903
3778|JPY|FSUSA0AI9P|3778|2014-06-10|62903
3779|JPY|FSUSA0AI9R|3779|2014-06-10|62903
3780|JPY|FSUSA0AJBP|3780|2014-06-10|62903
3781|JPY|FSUSA0AJQR|3781|2014-06-10|62903
3782|JPY|FSUSA0AJSP|3782|2014-06-10|62903
3783|JPY|FSUSA0ALB4|3783|2014-06-10|62903
3784|JPY|FSUSA0ALPH|3784|2014-06-10|62903
3785|JPY|FSUSA0ALPJ|3785|2014-06-10|62903
3786|JPY|FSUSA0ALYE|3786|2014-06-10|62903
3787|JPY|FSUSA0AMEC|3787|2014-06-10|62903
3788|JPY|FSUSA0AMFL|3788|2014-06-10|62903
3789|JPY|FSUSA0AMPD|3789|2014-06-10|62903
3790|JPY|FSUSA0AMPF|3790|2014-06-10|62903
3791|JPY|FSUSA0AMXT|3791|2014-06-10|62903
3792|JPY|FSUSA0AMXV|3792|2014-06-10|62903
3793|JPY|FSUSA0AN0W|3793|2014-06-10|62903
3794|JPY|FSUSA0ANGN|3794|2014-06-10|62903
3795|JPY|FSUSA0ANGR|3795|2014-06-10|62903
3796|JPY|FSUSA0ANI0|3796|2014-06-10|62903
3797|JPY|FSUSA0ANL1|3797|2014-06-10|62903
3798|JPY|FSUSA0ANM1|3798|2014-06-10|62903
3799|JPY|FSUSA0ANM3|3799|2014-06-10|62903
3800|JPY|FSUSA0ANM7|3800|2014-06-10|62903
3801|JPY|FSUSA0ANM6|3801|2014-06-10|62903
3802|JPY|FSUSA0ANQW|3802|2014-06-10|62903
3803|JPY|FSUSA0ANQY|3803|2014-06-10|62903
3804|JPY|FSUSA0ANR0|3804|2014-06-10|62903
3805|JPY|FSUSA0ANR2|3805|2014-06-10|62903
3806|JPY|FSUSA08VE0|3806|2014-06-10|62903
3807|JPY|FSUSA08VE3|3807|2014-06-10|62903
3808|JPY|FSUSA08VE5|3808|2014-06-10|62903
3809|JPY|FSUSA08VE7|3809|2014-06-10|62903
3810|JPY|FSUSA08VE9|3810|2014-06-10|62903
3811|JPY|FSUSA08VEC|3811|2014-06-10|62903
3812|JPY|FSUSA08VEE|3812|2014-06-10|62903
3813|JPY|FSUSA08VEG|3813|2014-06-10|62903
3814|JPY|FSUSA08VEK|3814|2014-06-10|62903
3815|JPY|FSUSA0AN65|3815|2014-06-10|62903
3816|JPY|FSUSA08VEM|3816|2014-06-10|62903
3817|JPY|FSUSA08VER|3817|2014-06-10|62903
3818|JPY|FSUSA0AN9A|3818|2014-06-10|62903
3819|JPY|FSUSA08VEV|3819|2014-06-10|62903
3820|JPY|FSUSA08VET|3820|2014-06-10|62903
3821|JPY|FSUSA08VEX|3821|2014-06-10|62903
3822|JPY|FSUSA08VF0|3822|2014-06-10|62903
3823|JPY|FSUSA08VF2|3823|2014-06-10|62903
3824|JPY|FSUSA08VF3|3824|2014-06-10|62903
3825|JPY|FSUSA0AH6J|3825|2014-06-10|62903
3826|JPY|FSUSA08K16|3826|2014-06-10|62903
3827|JPY|FSUSA08K1A|3827|2014-06-10|62903
3828|JPY|FSUSA0AP4A|3828|2014-06-10|62903
3829|JPY|FSUSA08VF9|3829|2014-06-10|62903
3830|JPY|FSUSA08VFB|3830|2014-06-10|62903
3831|JPY|FSUSA08VFD|3831|2014-06-10|62903
3832|JPY|FSUSA08VFF|3832|2014-06-10|62903
3833|JPY|FSUSA08VFH|3833|2014-06-10|62903
3834|JPY|FSUSA08VFJ|3834|2014-06-10|62903
3835|JPY|FSUSA0ALGE|3835|2014-06-10|62903
3836|JPY|FSUSA08VFL|3836|2014-06-10|62903
