Portfolio_Id|_CurrencyId|_ExternalId|PortfolioList_Id|DataEffectiveDT|DataObjectInstanceVersionKey
2904|JPY|FS0000AEUB|2904|2014-06-10|62903
2905|JPY|FS0000AEUD|2905|2014-06-10|62903
2906|JPY|FS0000AF5K|2906|2014-06-10|62903
2907|JPY|FS0000AFBB|2907|2014-06-10|62903
2908|JPY|FS0000AFIZ|2908|2014-06-10|62903
2909|JPY|FS0000AFQE|2909|2014-06-10|62903
2910|JPY|FS0000AGH5|2910|2014-06-10|62903
2911|JPY|FS00009687|2911|2014-06-10|62903
2912|JPY|FS00009689|2912|2014-06-10|62903
2913|JPY|FS0000968B|2913|2014-06-10|62903
2914|JPY|FS0000968D|2914|2014-06-10|62903
2915|JPY|FS0000968F|2915|2014-06-10|62903
2916|JPY|FS0000968H|2916|2014-06-10|62903
2917|JPY|FS000096FE|2917|2014-06-10|62903
2918|JPY|FS0000971H|2918|2014-06-10|62903
2919|JPY|FS0000971J|2919|2014-06-10|62903
2920|JPY|FS0000971O|2920|2014-06-10|62903
2921|JPY|FS000097BO|2921|2014-06-10|62903
2922|JPY|FS000097NQ|2922|2014-06-10|62903
2923|JPY|FS000097NT|2923|2014-06-10|62903
2924|JPY|FS000097NV|2924|2014-06-10|62903
2925|JPY|FS000097NX|2925|2014-06-10|62903
2926|JPY|FS000097SD|2926|2014-06-10|62903
2927|JPY|FS000097SG|2927|2014-06-10|62903
2928|JPY|FS000098PR|2928|2014-06-10|62903
2929|JPY|FS000098PT|2929|2014-06-10|62903
2930|JPY|FS000098PV|2930|2014-06-10|62903
2931|JPY|FS000098Q2|2931|2014-06-10|62903
2932|JPY|FS000098Q4|2932|2014-06-10|62903
2933|JPY|FS000098Q6|2933|2014-06-10|62903
2934|JPY|FS000098Q8|2934|2014-06-10|62903
2935|JPY|FS000098QA|2935|2014-06-10|62903
2936|JPY|FS000098QC|2936|2014-06-10|62903
2937|JPY|FS000098QL|2937|2014-06-10|62903
2938|JPY|FS00009E13|2938|2014-06-10|62903
2939|JPY|FS00009E15|2939|2014-06-10|62903
2940|JPY|FS00009EN1|2940|2014-06-10|62903
2941|JPY|FS00009EN4|2941|2014-06-10|62903
2942|JPY|FS00009EN7|2942|2014-06-10|62903
2943|JPY|FS00009EP5|2943|2014-06-10|62903
2944|JPY|FS00009EZE|2944|2014-06-10|62903
2945|JPY|FS00009EZH|2945|2014-06-10|62903
2946|JPY|FS00009EZJ|2946|2014-06-10|62903
2947|JPY|FS00009FU8|2947|2014-06-10|62903
2948|JPY|FS00009GKR|2948|2014-06-10|62903
2949|JPY|FS00009GKT|2949|2014-06-10|62903
2950|JPY|FS00009GKV|2950|2014-06-10|62903
2951|JPY|FS00009GKX|2951|2014-06-10|62903
2952|JPY|FS00009GKZ|2952|2014-06-10|62903
2953|JPY|FS00009GL1|2953|2014-06-10|62903
2954|JPY|FS00009H04|2954|2014-06-10|62903
2955|JPY|FS00009H4E|2955|2014-06-10|62903
2956|JPY|FS00009H4H|2956|2014-06-10|62903
2957|JPY|FS00009H4J|2957|2014-06-10|62903
2958|JPY|FS00009H4L|2958|2014-06-10|62903
2959|JPY|FS00009HER|2959|2014-06-10|62903
2960|JPY|FS00009HET|2960|2014-06-10|62903
2961|JPY|FSUSA08JDQ|2961|2014-06-10|62903
2962|JPY|FSUSA08JDS|2962|2014-06-10|62903
2963|JPY|FSUSA08JCW|2963|2014-06-10|62903
2964|JPY|FSUSA08JD0|2964|2014-06-10|62903
2965|JPY|FSUSA0A1VI|2965|2014-06-10|62903
2966|JPY|FSUSA08JD8|2966|2014-06-10|62903
2967|JPY|FSUSA08J1N|2967|2014-06-10|62903
2968|JPY|FSUSA08J1I|2968|2014-06-10|62903
2969|JPY|FSUSA08J1Q|2969|2014-06-10|62903
2970|JPY|FSUSA08J1G|2970|2014-06-10|62903
2971|JPY|FSUSA0ALB3|2971|2014-06-10|62903
2972|JPY|FSUSA08JBO|2972|2014-06-10|62903
2973|JPY|FSUSA08JBQ|2973|2014-06-10|62903
2974|JPY|FSUSA08JCV|2974|2014-06-10|62903
2975|JPY|FSUSA0ALGF|2975|2014-06-10|62903
2976|JPY|FSUSA0ALGI|2976|2014-06-10|62903
2977|JPY|FSUSA08JC8|2977|2014-06-10|62903
2978|JPY|FSUSA0ALGM|2978|2014-06-10|62903
2979|JPY|FSUSA08JBM|2979|2014-06-10|62903
2980|JPY|FSUSA08JCI|2980|2014-06-10|62903
2981|JPY|FSUSA08JCE|2981|2014-06-10|62903
2982|JPY|FSUSA08JBH|2982|2014-06-10|62903
2983|JPY|FSUSA08JCT|2983|2014-06-10|62903
2984|JPY|FSUSA08JCJ|2984|2014-06-10|62903
2985|JPY|FSUSA08JBU|2985|2014-06-10|62903
2986|JPY|FSUSA08JCF|2986|2014-06-10|62903
2987|JPY|FSUSA08JJY|2987|2014-06-10|62903
2988|JPY|FSUSA0AI90|2988|2014-06-10|62903
2989|JPY|FSUSA08JL7|2989|2014-06-10|62903
2990|JPY|FSUSA08JLA|2990|2014-06-10|62903
2991|JPY|FSUSA0AI98|2991|2014-06-10|62903
2992|JPY|FSUSA08JK4|2992|2014-06-10|62903
2993|JPY|FSUSA08JLI|2993|2014-06-10|62903
2994|JPY|FSUSA08JK1|2994|2014-06-10|62903
2995|JPY|FSUSA0ALHF|2995|2014-06-10|62903
2996|JPY|FSUSA08JKS|2996|2014-06-10|62903
2997|JPY|FSUSA08JKJ|2997|2014-06-10|62903
2998|JPY|FSUSA08JKC|2998|2014-06-10|62903
2999|JPY|FSUSA0ALJR|2999|2014-06-10|62903
3000|JPY|FSUSA08JLH|3000|2014-06-10|62903
3001|JPY|FSUSA08JJI|3001|2014-06-10|62903
3002|JPY|FSUSA08JLG|3002|2014-06-10|62903
3003|JPY|FSUSA08JL6|3003|2014-06-10|62903
3004|JPY|FSUSA08JLE|3004|2014-06-10|62903
3005|JPY|FSUSA08JK7|3005|2014-06-10|62903
3006|JPY|FSUSA0ALL7|3006|2014-06-10|62903
3007|JPY|FSUSA0AJD1|3007|2014-06-10|62903
3008|JPY|FSUSA08JLO|3008|2014-06-10|62903
3009|JPY|FSUSA0AI7P|3009|2014-06-10|62903
3010|JPY|FSUSA08K4K|3010|2014-06-10|62903
3011|JPY|FSUSA0AXWR|3011|2014-06-10|62903
3012|JPY|FSUSA0AXZ0|3012|2014-06-10|62903
3013|JPY|FSUSA0AXZ3|3013|2014-06-10|62903
3014|JPY|FSUSA0AY4W|3014|2014-06-10|62903
3015|JPY|FSUSA0AYGC|3015|2014-06-10|62903
3016|JPY|FSUSA0AYZB|3016|2014-06-10|62903
3017|JPY|FSUSA0AZ6A|3017|2014-06-10|62903
3018|JPY|FSUSA0AZ6D|3018|2014-06-10|62903
3019|JPY|FSUSA0AZ6F|3019|2014-06-10|62903
3020|JPY|FSUSA0AZ84|3020|2014-06-10|62903
3021|JPY|FSUSA0AZ86|3021|2014-06-10|62903
3022|JPY|FSUSA0AZE9|3022|2014-06-10|62903
3023|JPY|FSUSA0AZMX|3023|2014-06-10|62903
3024|JPY|FSUSA0AZMZ|3024|2014-06-10|62903
3025|JPY|FSUSA0AZN1|3025|2014-06-10|62903
3026|JPY|FSUSA0AZN4|3026|2014-06-10|62903
3027|JPY|FSUSA0AZON|3027|2014-06-10|62903
3028|JPY|FSUSA0AZOP|3028|2014-06-10|62903
3029|JPY|FSUSA0AZOR|3029|2014-06-10|62903
3030|JPY|FSUSA0AZOT|3030|2014-06-10|62903
3031|JPY|FSUSA0AZOW|3031|2014-06-10|62903
3032|JPY|FSUSA0AZOY|3032|2014-06-10|62903
3033|JPY|FSUSA0AZP0|3033|2014-06-10|62903
3034|JPY|FSUSA0AZP2|3034|2014-06-10|62903
3035|JPY|FSUSA0B00J|3035|2014-06-10|62903
3036|JPY|FSUSA0B0CV|3036|2014-06-10|62903
3037|JPY|FSUSA0B0CX|3037|2014-06-10|62903
3038|JPY|FSUSA0B0FG|3038|2014-06-10|62903
3039|JPY|FSUSA0B105|3039|2014-06-10|62903
3040|JPY|FSUSA0B12V|3040|2014-06-10|62903
3041|JPY|FSUSA0B15R|3041|2014-06-10|62903
3042|JPY|FSUSA0B17Z|3042|2014-06-10|62903
3043|JPY|FSUSA0B182|3043|2014-06-10|62903
3044|JPY|FSUSA0B19Y|3044|2014-06-10|62903
3045|JPY|FSUSA0B1A0|3045|2014-06-10|62903
3046|JPY|FSUSA0B1IH|3046|2014-06-10|62903
3047|JPY|FSUSA0B1PG|3047|2014-06-10|62903
3048|JPY|FSUSA0B1UC|3048|2014-06-10|62903
3049|JPY|FSUSA0B24Y|3049|2014-06-10|62903
3050|JPY|FSUSA0B2GX|3050|2014-06-10|62903
3051|JPY|FSUSA0B2RS|3051|2014-06-10|62903
3052|JPY|FSUSA0B2RU|3052|2014-06-10|62903
3053|JPY|FSUSA0B2RW|3053|2014-06-10|62903
3054|JPY|FSUSA0B2RY|3054|2014-06-10|62903
3055|JPY|FSUSA0B2S0|3055|2014-06-10|62903
3056|JPY|FSUSA0B2S3|3056|2014-06-10|62903
3057|JPY|FSUSA0B2TK|3057|2014-06-10|62903
3058|JPY|FSUSA0B2U2|3058|2014-06-10|62903
3059|JPY|FSUSA0B2X5|3059|2014-06-10|62903
3060|JPY|FSUSA0B2X7|3060|2014-06-10|62903
3061|JPY|FS0000A886|3061|2014-06-10|62903
3062|JPY|FS0000A8NJ|3062|2014-06-10|62903
3063|JPY|FS0000A8NN|3063|2014-06-10|62903
3064|JPY|FS0000A8NP|3064|2014-06-10|62903
3065|JPY|FS0000A8YM|3065|2014-06-10|62903
3066|JPY|FS0000A8YO|3066|2014-06-10|62903
3067|JPY|FS0000A8YU|3067|2014-06-10|62903
3068|JPY|FS0000A961|3068|2014-06-10|62903
3069|JPY|FS0000A9D1|3069|2014-06-10|62903
3070|JPY|FS0000A9D3|3070|2014-06-10|62903
3071|JPY|FS0000A9D5|3071|2014-06-10|62903
3072|JPY|FS0000A9DQ|3072|2014-06-10|62903
3073|JPY|FS0000A9DV|3073|2014-06-10|62903
3074|JPY|FS0000A9DX|3074|2014-06-10|62903
3075|JPY|FS0000A9DZ|3075|2014-06-10|62903
3076|JPY|FS0000A9KO|3076|2014-06-10|62903
3077|JPY|FS0000A9TI|3077|2014-06-10|62903
3078|JPY|FS0000A9TK|3078|2014-06-10|62903
3079|JPY|FS0000A9TM|3079|2014-06-10|62903
3080|JPY|FS0000A9TO|3080|2014-06-10|62903
3081|JPY|FS0000A9TQ|3081|2014-06-10|62903
3082|JPY|FS0000AA2T|3082|2014-06-10|62903
3083|JPY|FS0000AA2V|3083|2014-06-10|62903
3084|JPY|FS0000AA2X|3084|2014-06-10|62903
3085|JPY|FS0000AA2Z|3085|2014-06-10|62903
3086|JPY|FS0000AA31|3086|2014-06-10|62903
3087|JPY|FS0000AA33|3087|2014-06-10|62903
3088|JPY|FS0000AA73|3088|2014-06-10|62903
3089|JPY|FS0000AA75|3089|2014-06-10|62903
3090|JPY|FS0000AA77|3090|2014-06-10|62903
3091|JPY|FS0000AA79|3091|2014-06-10|62903
3092|JPY|FS0000AASO|3092|2014-06-10|62903
3093|JPY|FS0000AASQ|3093|2014-06-10|62903
3094|JPY|FS0000AASS|3094|2014-06-10|62903
3095|JPY|FS0000AASU|3095|2014-06-10|62903
3096|JPY|FSUSA0A1VG|3096|2014-06-10|62903
3097|JPY|FSUSA0A1YB|3097|2014-06-10|62903
3098|JPY|FSUSA0A1YE|3098|2014-06-10|62903
3099|JPY|FSUSA0A2T3|3099|2014-06-10|62903
3100|JPY|FSUSA0A2T6|3100|2014-06-10|62903
3101|JPY|FSUSA0A3PN|3101|2014-06-10|62903
3102|JPY|FSUSA0A3PW|3102|2014-06-10|62903
3103|JPY|FSUSA0A3W4|3103|2014-06-10|62903
3104|JPY|FSUSA0APQ9|3104|2014-06-10|62903
3105|JPY|FSUSA0APQA|3105|2014-06-10|62903
3106|JPY|FSUSA0APQB|3106|2014-06-10|62903
3107|JPY|FSUSA0APQC|3107|2014-06-10|62903
3108|JPY|FSUSA0A3TV|3108|2014-06-10|62903
3109|JPY|FSUSA0A3TO|3109|2014-06-10|62903
3110|JPY|FSUSA0A3TP|3110|2014-06-10|62903
3111|JPY|FSUSA0A4BJ|3111|2014-06-10|62903
3112|JPY|F000003YLI|3112|2014-06-10|62903
3113|JPY|FSUSA0A45U|3113|2014-06-10|62903
3114|JPY|FSUSA0APPM|3114|2014-06-10|62903
3115|JPY|FSUSA0APPN|3115|2014-06-10|62903
3116|JPY|FSUSA0A464|3116|2014-06-10|62903
3117|JPY|FSUSA0A45V|3117|2014-06-10|62903
3118|JPY|FSUSA0A469|3118|2014-06-10|62903
3119|JPY|FSUSA0A45T|3119|2014-06-10|62903
3120|JPY|FSUSA0APPP|3120|2014-06-10|62903
3121|JPY|FSUSA0A468|3121|2014-06-10|62903
3122|JPY|FSUSA0APPR|3122|2014-06-10|62903
3123|JPY|FSUSA0A4P6|3123|2014-06-10|62903
3124|JPY|FSUSA0A4OS|3124|2014-06-10|62903
3125|JPY|FSUSA0A3OF|3125|2014-06-10|62903
3126|JPY|FSUSA0A4QF|3126|2014-06-10|62903
3127|JPY|FSUSA0A4VZ|3127|2014-06-10|62903
3128|JPY|FSUSA0A4YM|3128|2014-06-10|62903
3129|JPY|FSUSA0A6CH|3129|2014-06-10|62903
3130|JPY|FSUSA0A6FY|3130|2014-06-10|62903
3131|JPY|FSUSA0A6FV|3131|2014-06-10|62903
3132|JPY|FSUSA0A6TT|3132|2014-06-10|62903
3133|JPY|FSUSA0A6TR|3133|2014-06-10|62903
3134|JPY|FSUSA0A6TP|3134|2014-06-10|62903
3135|JPY|FSUSA0A6ZD|3135|2014-06-10|62903
3136|JPY|FSUSA0APPY|3136|2014-06-10|62903
3137|JPY|FSUSA0APPX|3137|2014-06-10|62903
3138|JPY|FSUSA0A6ZB|3138|2014-06-10|62903
3139|JPY|FSUSA0APPW|3139|2014-06-10|62903
3140|JPY|FSUSA0A6ZA|3140|2014-06-10|62903
3141|JPY|FSUSA0A78M|3141|2014-06-10|62903
3142|JPY|FSUSA0A7HH|3142|2014-06-10|62903
3143|JPY|FSUSA0A7HJ|3143|2014-06-10|62903
3144|JPY|F0000043P1|3144|2014-06-10|62903
3145|JPY|FSUSA0A7K4|3145|2014-06-10|62903
3146|JPY|FS0000AH77|3146|2014-06-10|62903
3147|JPY|FS0000AHAY|3147|2014-06-10|62903
3148|JPY|FS0000AHSA|3148|2014-06-10|62903
3149|JPY|FS0000AHYM|3149|2014-06-10|62903
3150|JPY|FS0000AHYO|3150|2014-06-10|62903
3151|JPY|FS0000AHYY|3151|2014-06-10|62903
3152|JPY|FS0000AIL7|3152|2014-06-10|62903
3153|JPY|FSUSA08KBJ|3153|2014-06-10|62903
3154|JPY|FSUSA08KB2|3154|2014-06-10|62903
3155|JPY|FSUSA08KBD|3155|2014-06-10|62903
3156|JPY|FSUSA08KBI|3156|2014-06-10|62903
3157|JPY|FSUSA08KBA|3157|2014-06-10|62903
3158|JPY|FSUSA08KB5|3158|2014-06-10|62903
3159|JPY|FSUSA08JZX|3159|2014-06-10|62903
3160|JPY|FSUSA08JZZ|3160|2014-06-10|62903
3161|JPY|FSUSA0AKFG|3161|2014-06-10|62903
3162|JPY|FSUSA0ANA1|3162|2014-06-10|62903
3163|JPY|FSUSA0AH61|3163|2014-06-10|62903
3164|JPY|FSUSA08K0R|3164|2014-06-10|62903
3165|JPY|FSUSA0AH8C|3165|2014-06-10|62903
3166|JPY|FSUSA0AH6G|3166|2014-06-10|62903
3167|JPY|FSUSA08K0I|3167|2014-06-10|62903
3168|JPY|FSUSA08K0Z|3168|2014-06-10|62903
3169|JPY|FSUSA08K1F|3169|2014-06-10|62903
3170|JPY|FSUSA08K18|3170|2014-06-10|62903
3171|JPY|FSUSA08K10|3171|2014-06-10|62903
3172|JPY|FSUSA08K12|3172|2014-06-10|62903
3173|JPY|FSUSA0AKOZ|3173|2014-06-10|62903
3174|JPY|FSUSA08K0J|3174|2014-06-10|62903
3175|JPY|FSUSA08K0L|3175|2014-06-10|62903
3176|JPY|FSUSA0AH62|3176|2014-06-10|62903
3177|JPY|FSUSA08K0O|3177|2014-06-10|62903
3178|JPY|FSUSA0AH91|3178|2014-06-10|62903
3179|JPY|FSUSA08J32|3179|2014-06-10|62903
3180|JPY|FSUSA08J37|3180|2014-06-10|62903
3181|JPY|FSUSA08K2Q|3181|2014-06-10|62903
3182|JPY|FSUSA08K2O|3182|2014-06-10|62903
3183|JPY|FSUSA096EY|3183|2014-06-10|62903
3184|JPY|FSUSA08K2S|3184|2014-06-10|62903
3185|JPY|FSUSA08K2P|3185|2014-06-10|62903
3186|JPY|FSUSA08K2U|3186|2014-06-10|62903
3187|JPY|FSUSA08K5G|3187|2014-06-10|62903
3188|JPY|FSUSA08K4Z|3188|2014-06-10|62903
3189|JPY|FSUSA08K5M|3189|2014-06-10|62903
3190|JPY|FSUSA08K5D|3190|2014-06-10|62903
3191|JPY|FSUSA08K5P|3191|2014-06-10|62903
3192|JPY|FSUSA08IT0|3192|2014-06-10|62903
3193|JPY|FSUSA08IT1|3193|2014-06-10|62903
3194|JPY|FSUSA08IT2|3194|2014-06-10|62903
3195|JPY|FSUSA08ISW|3195|2014-06-10|62903
3196|JPY|FSUSA0AH93|3196|2014-06-10|62903
3197|JPY|FSUSA08JZR|3197|2014-06-10|62903
3198|JPY|FSUSA0AP3C|3198|2014-06-10|62903
3199|JPY|FSUSA0AP3B|3199|2014-06-10|62903
3200|JPY|FSUSA0AP36|3200|2014-06-10|62903
3201|JPY|FSUSA08JZN|3201|2014-06-10|62903
3202|JPY|FSUSA08JZO|3202|2014-06-10|62903
3203|JPY|FSUSA08JWL|3203|2014-06-10|62903
3204|JPY|FSUSA08JSA|3204|2014-06-10|62903
3205|JPY|FSUSA0AMAR|3205|2014-06-10|62903
3206|JPY|FSUSA08JU6|3206|2014-06-10|62903
3207|JPY|FSUSA08JVH|3207|2014-06-10|62903
3208|JPY|FSUSA08JS4|3208|2014-06-10|62903
3209|JPY|FSUSA08JXO|3209|2014-06-10|62903
3210|JPY|FSUSA08JY1|3210|2014-06-10|62903
3211|JPY|FSUSA08JSG|3211|2014-06-10|62903
3212|JPY|FSUSA08JUN|3212|2014-06-10|62903
3213|JPY|FSUSA08JTR|3213|2014-06-10|62903
3214|JPY|FSUSA08JVC|3214|2014-06-10|62903
3215|JPY|FSUSA08JRZ|3215|2014-06-10|62903
3216|JPY|FSUSA08JRX|3216|2014-06-10|62903
3217|JPY|FSUSA08JRV|3217|2014-06-10|62903
3218|JPY|FSUSA08JRT|3218|2014-06-10|62903
3219|JPY|FSUSA08JS0|3219|2014-06-10|62903
3220|JPY|FSUSA0AP1G|3220|2014-06-10|62903
3221|JPY|FSUSA08JW0|3221|2014-06-10|62903
3222|JPY|FSUSA08JVF|3222|2014-06-10|62903
3223|JPY|FSUSA08JP3|3223|2014-06-10|62903
3224|JPY|FSUSA08QGB|3224|2014-06-10|62903
3225|JPY|FSUSA0AJOQ|3225|2014-06-10|62903
3226|JPY|FSUSA0AP75|3226|2014-06-10|62903
3227|JPY|FSUSA08V96|3227|2014-06-10|62903
3228|JPY|FSUSA08V9B|3228|2014-06-10|62903
3229|JPY|FSUSA08V9E|3229|2014-06-10|62903
3230|JPY|FSUSA08V9G|3230|2014-06-10|62903
3231|JPY|FSUSA0AP7C|3231|2014-06-10|62903
3232|JPY|FSUSA08V9L|3232|2014-06-10|62903
3233|JPY|FSUSA08V9J|3233|2014-06-10|62903
3234|JPY|FSUSA08V9S|3234|2014-06-10|62903
3235|JPY|FSUSA08V9U|3235|2014-06-10|62903
3236|JPY|FSUSA08V9W|3236|2014-06-10|62903
3237|JPY|FSUSA08V9Y|3237|2014-06-10|62903
3238|JPY|FSUSA08VA0|3238|2014-06-10|62903
3239|JPY|FSUSA08VA2|3239|2014-06-10|62903
3240|JPY|FSUSA0AOGW|3240|2014-06-10|62903
3241|JPY|FSUSA08VA6|3241|2014-06-10|62903
3242|JPY|FSUSA08VA8|3242|2014-06-10|62903
3243|JPY|FSUSA08VAA|3243|2014-06-10|62903
3244|JPY|FSUSA08VAC|3244|2014-06-10|62903
3245|JPY|FSUSA08VAE|3245|2014-06-10|62903
3246|JPY|FSUSA08VAH|3246|2014-06-10|62903
3247|JPY|FSUSA08VAF|3247|2014-06-10|62903
3248|JPY|FSUSA08VAM|3248|2014-06-10|62903
3249|JPY|FSUSA08VAN|3249|2014-06-10|62903
3250|JPY|FSUSA08VAQ|3250|2014-06-10|62903
3251|JPY|FSUSA0AOOD|3251|2014-06-10|62903
3252|JPY|FS00009HEV|3252|2014-06-10|62903
3253|JPY|FS00009ILK|3253|2014-06-10|62903
3254|JPY|FS00009ILI|3254|2014-06-10|62903
3255|JPY|FS00009JLD|3255|2014-06-10|62903
3256|JPY|FS00009JLA|3256|2014-06-10|62903
3257|JPY|FS00009JLC|3257|2014-06-10|62903
3258|JPY|FS00009K35|3258|2014-06-10|62903
3259|JPY|FS00009K37|3259|2014-06-10|62903
3260|JPY|FS00009K3A|3260|2014-06-10|62903
3261|JPY|FS00009KB5|3261|2014-06-10|62903
3262|JPY|FS00009KB7|3262|2014-06-10|62903
3263|JPY|FS00009KB9|3263|2014-06-10|62903
3264|JPY|FS00009KBB|3264|2014-06-10|62903
3265|JPY|FS00009L0V|3265|2014-06-10|62903
3266|JPY|FS00009L1U|3266|2014-06-10|62903
3267|JPY|FS00009L1W|3267|2014-06-10|62903
3268|JPY|FS00009LCY|3268|2014-06-10|62903
3269|JPY|FS00009LD0|3269|2014-06-10|62903
3270|JPY|FS00009LD2|3270|2014-06-10|62903
3271|JPY|FS00009LHN|3271|2014-06-10|62903
3272|JPY|F00000ODSX|3272|2014-06-10|62903
3273|JPY|FS00009LHR|3273|2014-06-10|62903
3274|JPY|FS00009LHT|3274|2014-06-10|62903
3275|JPY|FS00009LHV|3275|2014-06-10|62903
3276|JPY|FS00009LHX|3276|2014-06-10|62903
3277|JPY|FS00009LS2|3277|2014-06-10|62903
3278|JPY|FS00009LS4|3278|2014-06-10|62903
3279|JPY|FS00009LS6|3279|2014-06-10|62903
3280|JPY|FS00009LS8|3280|2014-06-10|62903
3281|JPY|FS00009LSA|3281|2014-06-10|62903
3282|JPY|FS00009LSC|3282|2014-06-10|62903
3283|JPY|FS00009MRT|3283|2014-06-10|62903
3284|JPY|FS00009MRW|3284|2014-06-10|62903
3285|JPY|FS00009MRY|3285|2014-06-10|62903
3286|JPY|FS00009MS0|3286|2014-06-10|62903
3287|JPY|FS00009MS2|3287|2014-06-10|62903
3288|JPY|FS00009N0B|3288|2014-06-10|62903
3289|JPY|FS00009N0D|3289|2014-06-10|62903
3290|JPY|FS00009N0F|3290|2014-06-10|62903
3291|JPY|FS00009NL4|3291|2014-06-10|62903
3292|JPY|FS00009NL6|3292|2014-06-10|62903
3293|JPY|FS00009NZB|3293|2014-06-10|62903
3294|JPY|FS00009NZD|3294|2014-06-10|62903
3295|JPY|FS00009NZG|3295|2014-06-10|62903
3296|JPY|FS00009NZI|3296|2014-06-10|62903
3297|JPY|FS00009NZL|3297|2014-06-10|62903
3298|JPY|FS00009NZN|3298|2014-06-10|62903
3299|JPY|FS00009OC1|3299|2014-06-10|62903
3300|JPY|FS00009OC4|3300|2014-06-10|62903
3301|JPY|FS00009OC6|3301|2014-06-10|62903
3302|JPY|FSUSA0B2XC|3302|2014-06-10|62903
3303|JPY|FSUSA0B3AR|3303|2014-06-10|62903
3304|JPY|FSUSA0B3AT|3304|2014-06-10|62903
3305|JPY|FSUSA0B3AV|3305|2014-06-10|62903
3306|JPY|FSUSA0B3FA|3306|2014-06-10|62903
3307|JPY|FSUSA0B3QA|3307|2014-06-10|62903
3308|JPY|FSUSA0B3SZ|3308|2014-06-10|62903
3309|JPY|FSUSA0B3WY|3309|2014-06-10|62903
3310|JPY|FSUSA0B3X0|3310|2014-06-10|62903
3311|JPY|FSUSA0B3X2|3311|2014-06-10|62903
3312|JPY|FSUSA0B48O|3312|2014-06-10|62903
3313|JPY|FSUSA0B4F1|3313|2014-06-10|62903
3314|JPY|FSUSA0B4F3|3314|2014-06-10|62903
3315|JPY|FSUSA0B4F5|3315|2014-06-10|62903
3316|JPY|FSUSA0B4F7|3316|2014-06-10|62903
3317|JPY|FSUSA0B4F9|3317|2014-06-10|62903
3318|JPY|FSUSA0B4FB|3318|2014-06-10|62903
3319|JPY|FSUSA0B4GX|3319|2014-06-10|62903
3320|JPY|FSUSA0B4GZ|3320|2014-06-10|62903
3321|JPY|FSUSA0B4H1|3321|2014-06-10|62903
3322|JPY|FSUSA0B4H3|3322|2014-06-10|62903
3323|JPY|FSUSA0B4XN|3323|2014-06-10|62903
3324|JPY|FSUSA0B51E|3324|2014-06-10|62903
3325|JPY|FSUSA0B51G|3325|2014-06-10|62903
3326|JPY|FSUSA0B51I|3326|2014-06-10|62903
3327|JPY|FSUSA0B56Y|3327|2014-06-10|62903
3328|JPY|FSUSA0B5H7|3328|2014-06-10|62903
3329|JPY|FSUSA0B5H9|3329|2014-06-10|62903
3330|JPY|FSUSA0B5UG|3330|2014-06-10|62903
3331|JPY|FSUSA0B5UI|3331|2014-06-10|62903
3332|JPY|FSUSA0B5UL|3332|2014-06-10|62903
3333|JPY|FSUSA0B5UN|3333|2014-06-10|62903
3334|JPY|FSUSA0B5UQ|3334|2014-06-10|62903
3335|JPY|FSUSA0B5UT|3335|2014-06-10|62903
3336|JPY|FSUSA0B5UV|3336|2014-06-10|62903
3337|JPY|FSUSA0B5UW|3337|2014-06-10|62903
3338|JPY|FSUSA0B5UX|3338|2014-06-10|62903
3339|JPY|FSUSA0B5UZ|3339|2014-06-10|62903
3340|JPY|FSUSA0B6BH|3340|2014-06-10|62903
3341|JPY|FSUSA0B6BJ|3341|2014-06-10|62903
3342|JPY|FSUSA0B6RA|3342|2014-06-10|62903
3343|JPY|FSUSA0B6RC|3343|2014-06-10|62903
3344|JPY|FSUSA0B75R|3344|2014-06-10|62903
3345|JPY|FSUSA0B7H5|3345|2014-06-10|62903
3346|JPY|FSUSA0B7H7|3346|2014-06-10|62903
3347|JPY|FSUSA0B7I9|3347|2014-06-10|62903
3348|JPY|FSUSA0B7IB|3348|2014-06-10|62903
3349|JPY|FSUSA0B7ID|3349|2014-06-10|62903
3350|JPY|FSUSA0B7IF|3350|2014-06-10|62903
3351|JPY|FSUSA0B7KX|3351|2014-06-10|62903
3352|JPY|FSUSA08K45|3352|2014-06-10|62903
3353|JPY|FSUSA08K3S|3353|2014-06-10|62903
3354|JPY|FSUSA08K47|3354|2014-06-10|62903
3355|JPY|FSUSA08K37|3355|2014-06-10|62903
3356|JPY|FSUSA08K30|3356|2014-06-10|62903
3357|JPY|FSUSA08K3L|3357|2014-06-10|62903
3358|JPY|FSUSA08K46|3358|2014-06-10|62903
3359|JPY|FSUSA0ANBS|3359|2014-06-10|62903
3360|JPY|FSUSA08K4T|3360|2014-06-10|62903
3361|JPY|FSUSA08K4I|3361|2014-06-10|62903
3362|JPY|FSUSA08K4A|3362|2014-06-10|62903
3363|JPY|FSUSA08K3V|3363|2014-06-10|62903
3364|JPY|FSUSA08K49|3364|2014-06-10|62903
3365|JPY|FSUSA08K4N|3365|2014-06-10|62903
3366|JPY|FSUSA08K4H|3366|2014-06-10|62903
3367|JPY|FSUSA08K3U|3367|2014-06-10|62903
3368|JPY|FSUSA08K33|3368|2014-06-10|62903
3369|JPY|FSUSA08K2Z|3369|2014-06-10|62903
3370|JPY|FSUSA08J02|3370|2014-06-10|62903
3371|JPY|FSUSA08IXF|3371|2014-06-10|62903
3372|JPY|FSUSA08IWG|3372|2014-06-10|62903
