PortfolioBreakdown_Id|_SalePosition|Portfolio_Id|DataEffectiveDT|DataObjectInstanceVersionKey
224|L|98|2014-06-10|62903
225|N|98|2014-06-10|62903
226|L|99|2014-06-10|62903
227|N|99|2014-06-10|62903
228|L|100|2014-06-10|62903
229|N|100|2014-06-10|62903
230|S|101|2014-06-10|62903
231|N|101|2014-06-10|62903
232|L|101|2014-06-10|62903
233|L|102|2014-06-10|62903
234|N|102|2014-06-10|62903
235|L|103|2014-06-10|62903
236|N|103|2014-06-10|62903
237|L|104|2014-06-10|62903
238|N|104|2014-06-10|62903
239|L|105|2014-06-10|62903
240|N|105|2014-06-10|62903
241|L|106|2014-06-10|62903
242|S|106|2014-06-10|62903
243|N|106|2014-06-10|62903
244|L|107|2014-06-10|62903
245|S|107|2014-06-10|62903
246|N|107|2014-06-10|62903
247|L|108|2014-06-10|62903
248|N|108|2014-06-10|62903
249|L|109|2014-06-10|62903
250|N|109|2014-06-10|62903
251|L|110|2014-06-10|62903
252|S|110|2014-06-10|62903
253|N|110|2014-06-10|62903
254|L|111|2014-06-10|62903
255|N|111|2014-06-10|62903
256|L|112|2014-06-10|62903
257|S|112|2014-06-10|62903
258|N|112|2014-06-10|62903
259|S|113|2014-06-10|62903
260|N|113|2014-06-10|62903
261|L|113|2014-06-10|62903
262|L|114|2014-06-10|62903
263|N|114|2014-06-10|62903
264|L|115|2014-06-10|62903
265|N|115|2014-06-10|62903
266|L|116|2014-06-10|62903
267|N|116|2014-06-10|62903
268|L|117|2014-06-10|62903
269|N|117|2014-06-10|62903
270|L|118|2014-06-10|62903
271|S|118|2014-06-10|62903
272|N|118|2014-06-10|62903
273|S|119|2014-06-10|62903
274|N|119|2014-06-10|62903
275|L|119|2014-06-10|62903
276|L|120|2014-06-10|62903
277|N|120|2014-06-10|62903
278|S|121|2014-06-10|62903
279|N|121|2014-06-10|62903
280|L|121|2014-06-10|62903
281|L|122|2014-06-10|62903
282|N|122|2014-06-10|62903
283|L|123|2014-06-10|62903
284|N|123|2014-06-10|62903
285|L|124|2014-06-10|62903
286|N|124|2014-06-10|62903
287|L|125|2014-06-10|62903
288|N|125|2014-06-10|62903
289|L|126|2014-06-10|62903
290|N|126|2014-06-10|62903
291|L|127|2014-06-10|62903
292|N|127|2014-06-10|62903
293|L|128|2014-06-10|62903
294|N|128|2014-06-10|62903
295|L|129|2014-06-10|62903
296|N|129|2014-06-10|62903
297|L|130|2014-06-10|62903
298|N|130|2014-06-10|62903
299|L|131|2014-06-10|62903
300|N|131|2014-06-10|62903
301|L|132|2014-06-10|62903
302|N|132|2014-06-10|62903
303|L|133|2014-06-10|62903
304|N|133|2014-06-10|62903
305|L|134|2014-06-10|62903
306|N|134|2014-06-10|62903
307|L|135|2014-06-10|62903
308|N|135|2014-06-10|62903
309|L|136|2014-06-10|62903
310|N|136|2014-06-10|62903
311|L|137|2014-06-10|62903
312|N|137|2014-06-10|62903
313|L|138|2014-06-10|62903
314|N|138|2014-06-10|62903
315|L|139|2014-06-10|62903
316|N|139|2014-06-10|62903
317|L|140|2014-06-10|62903
318|N|140|2014-06-10|62903
319|L|141|2014-06-10|62903
320|N|141|2014-06-10|62903
321|L|142|2014-06-10|62903
322|N|142|2014-06-10|62903
323|L|143|2014-06-10|62903
324|S|143|2014-06-10|62903
325|N|143|2014-06-10|62903
326|L|144|2014-06-10|62903
327|N|144|2014-06-10|62903
328|L|145|2014-06-10|62903
329|N|145|2014-06-10|62903
330|L|146|2014-06-10|62903
331|N|146|2014-06-10|62903
332|L|147|2014-06-10|62903
333|S|147|2014-06-10|62903
334|N|147|2014-06-10|62903
335|L|148|2014-06-10|62903
336|N|148|2014-06-10|62903
337|S|149|2014-06-10|62903
338|N|149|2014-06-10|62903
339|L|149|2014-06-10|62903
340|L|150|2014-06-10|62903
341|S|150|2014-06-10|62903
342|N|150|2014-06-10|62903
343|L|151|2014-06-10|62903
344|N|151|2014-06-10|62903
345|L|152|2014-06-10|62903
346|N|152|2014-06-10|62903
347|L|153|2014-06-10|62903
348|N|153|2014-06-10|62903
349|L|154|2014-06-10|62903
350|N|154|2014-06-10|62903
351|L|155|2014-06-10|62903
352|S|155|2014-06-10|62903
353|N|155|2014-06-10|62903
354|L|156|2014-06-10|62903
355|N|156|2014-06-10|62903
356|L|157|2014-06-10|62903
357|N|157|2014-06-10|62903
358|L|158|2014-06-10|62903
359|S|158|2014-06-10|62903
360|N|158|2014-06-10|62903
361|L|159|2014-06-10|62903
362|S|159|2014-06-10|62903
363|N|159|2014-06-10|62903
364|L|160|2014-06-10|62903
365|N|160|2014-06-10|62903
366|L|161|2014-06-10|62903
367|N|161|2014-06-10|62903
368|L|162|2014-06-10|62903
369|N|162|2014-06-10|62903
370|L|163|2014-06-10|62903
371|N|163|2014-06-10|62903
372|L|164|2014-06-10|62903
373|N|164|2014-06-10|62903
374|L|165|2014-06-10|62903
375|N|165|2014-06-10|62903
376|L|166|2014-06-10|62903
377|N|166|2014-06-10|62903
378|L|167|2014-06-10|62903
379|N|167|2014-06-10|62903
380|L|168|2014-06-10|62903
381|N|168|2014-06-10|62903
382|L|169|2014-06-10|62903
383|N|169|2014-06-10|62903
384|L|170|2014-06-10|62903
385|N|170|2014-06-10|62903
386|L|171|2014-06-10|62903
387|S|171|2014-06-10|62903
388|N|171|2014-06-10|62903
389|L|172|2014-06-10|62903
390|N|172|2014-06-10|62903
391|L|173|2014-06-10|62903
392|N|173|2014-06-10|62903
393|S|174|2014-06-10|62903
394|N|174|2014-06-10|62903
395|L|174|2014-06-10|62903
396|L|175|2014-06-10|62903
397|N|175|2014-06-10|62903
398|L|176|2014-06-10|62903
399|N|176|2014-06-10|62903
400|L|177|2014-06-10|62903
401|S|177|2014-06-10|62903
402|N|177|2014-06-10|62903
403|L|178|2014-06-10|62903
404|N|178|2014-06-10|62903
405|L|179|2014-06-10|62903
406|N|179|2014-06-10|62903
407|L|180|2014-06-10|62903
408|S|180|2014-06-10|62903
409|N|180|2014-06-10|62903
410|L|181|2014-06-10|62903
411|N|181|2014-06-10|62903
412|L|182|2014-06-10|62903
413|N|182|2014-06-10|62903
414|L|183|2014-06-10|62903
415|N|183|2014-06-10|62903
416|L|184|2014-06-10|62903
417|N|184|2014-06-10|62903
418|L|185|2014-06-10|62903
419|S|185|2014-06-10|62903
420|N|185|2014-06-10|62903
421|L|186|2014-06-10|62903
422|N|186|2014-06-10|62903
423|L|187|2014-06-10|62903
424|N|187|2014-06-10|62903
425|L|188|2014-06-10|62903
426|N|188|2014-06-10|62903
427|L|189|2014-06-10|62903
428|N|189|2014-06-10|62903
429|L|190|2014-06-10|62903
430|S|190|2014-06-10|62903
431|N|190|2014-06-10|62903
432|L|191|2014-06-10|62903
433|S|191|2014-06-10|62903
434|N|191|2014-06-10|62903
435|L|192|2014-06-10|62903
436|N|192|2014-06-10|62903
437|L|193|2014-06-10|62903
438|N|193|2014-06-10|62903
439|L|194|2014-06-10|62903
440|S|194|2014-06-10|62903
441|N|194|2014-06-10|62903
442|L|195|2014-06-10|62903
443|N|195|2014-06-10|62903
444|L|196|2014-06-10|62903
445|N|196|2014-06-10|62903
446|L|197|2014-06-10|62903
447|N|197|2014-06-10|62903
448|S|198|2014-06-10|62903
449|N|198|2014-06-10|62903
450|L|198|2014-06-10|62903
451|L|199|2014-06-10|62903
452|N|199|2014-06-10|62903
453|L|200|2014-06-10|62903
454|N|200|2014-06-10|62903
455|L|201|2014-06-10|62903
456|S|201|2014-06-10|62903
457|N|201|2014-06-10|62903
458|L|202|2014-06-10|62903
459|N|202|2014-06-10|62903
460|S|203|2014-06-10|62903
461|N|203|2014-06-10|62903
462|L|203|2014-06-10|62903
463|L|204|2014-06-10|62903
464|N|204|2014-06-10|62903
465|L|205|2014-06-10|62903
466|N|205|2014-06-10|62903
467|L|206|2014-06-10|62903
468|N|206|2014-06-10|62903
469|L|207|2014-06-10|62903
470|S|207|2014-06-10|62903
471|N|207|2014-06-10|62903
472|L|208|2014-06-10|62903
473|N|208|2014-06-10|62903
474|L|209|2014-06-10|62903
475|S|209|2014-06-10|62903
476|N|209|2014-06-10|62903
477|L|210|2014-06-10|62903
478|S|210|2014-06-10|62903
479|N|210|2014-06-10|62903
480|L|211|2014-06-10|62903
481|N|211|2014-06-10|62903
482|S|212|2014-06-10|62903
483|N|212|2014-06-10|62903
484|L|212|2014-06-10|62903
485|L|213|2014-06-10|62903
486|N|213|2014-06-10|62903
487|L|214|2014-06-10|62903
488|S|214|2014-06-10|62903
489|N|214|2014-06-10|62903
490|L|215|2014-06-10|62903
491|N|215|2014-06-10|62903
492|L|216|2014-06-10|62903
493|N|216|2014-06-10|62903
494|L|217|2014-06-10|62903
495|N|217|2014-06-10|62903
496|L|218|2014-06-10|62903
497|N|218|2014-06-10|62903
498|L|219|2014-06-10|62903
499|N|219|2014-06-10|62903
500|L|220|2014-06-10|62903
501|N|220|2014-06-10|62903
502|L|221|2014-06-10|62903
503|S|221|2014-06-10|62903
504|N|221|2014-06-10|62903
505|S|222|2014-06-10|62903
506|N|222|2014-06-10|62903
507|L|222|2014-06-10|62903
508|L|223|2014-06-10|62903
509|N|223|2014-06-10|62903
510|L|224|2014-06-10|62903
511|N|224|2014-06-10|62903
512|L|225|2014-06-10|62903
513|S|225|2014-06-10|62903
514|N|225|2014-06-10|62903
515|L|226|2014-06-10|62903
516|N|226|2014-06-10|62903
517|L|227|2014-06-10|62903
518|N|227|2014-06-10|62903
519|L|228|2014-06-10|62903
520|S|228|2014-06-10|62903
521|N|228|2014-06-10|62903
522|L|229|2014-06-10|62903
523|N|229|2014-06-10|62903
524|L|230|2014-06-10|62903
525|N|230|2014-06-10|62903
526|L|231|2014-06-10|62903
527|N|231|2014-06-10|62903
528|L|232|2014-06-10|62903
529|N|232|2014-06-10|62903
530|L|233|2014-06-10|62903
531|S|233|2014-06-10|62903
532|N|233|2014-06-10|62903
533|L|234|2014-06-10|62903
534|N|234|2014-06-10|62903
535|L|235|2014-06-10|62903
536|N|235|2014-06-10|62903
537|S|236|2014-06-10|62903
538|N|236|2014-06-10|62903
539|L|236|2014-06-10|62903
540|L|237|2014-06-10|62903
541|N|237|2014-06-10|62903
542|L|238|2014-06-10|62903
543|N|238|2014-06-10|62903
544|L|239|2014-06-10|62903
545|S|239|2014-06-10|62903
546|N|239|2014-06-10|62903
547|L|240|2014-06-10|62903
548|N|240|2014-06-10|62903
549|S|241|2014-06-10|62903
550|N|241|2014-06-10|62903
551|L|241|2014-06-10|62903
552|L|242|2014-06-10|62903
553|N|242|2014-06-10|62903
554|L|243|2014-06-10|62903
555|N|243|2014-06-10|62903
556|L|244|2014-06-10|62903
557|N|244|2014-06-10|62903
558|L|245|2014-06-10|62903
559|N|245|2014-06-10|62903
560|L|246|2014-06-10|62903
561|N|246|2014-06-10|62903
562|L|247|2014-06-10|62903
563|N|247|2014-06-10|62903
564|L|248|2014-06-10|62903
565|S|248|2014-06-10|62903
566|N|248|2014-06-10|62903
567|L|249|2014-06-10|62903
568|N|249|2014-06-10|62903
569|L|250|2014-06-10|62903
570|N|250|2014-06-10|62903
571|L|251|2014-06-10|62903
572|S|251|2014-06-10|62903
573|N|251|2014-06-10|62903
574|L|252|2014-06-10|62903
575|S|252|2014-06-10|62903
576|N|252|2014-06-10|62903
577|L|253|2014-06-10|62903
578|N|253|2014-06-10|62903
579|L|254|2014-06-10|62903
580|S|254|2014-06-10|62903
581|N|254|2014-06-10|62903
582|S|255|2014-06-10|62903
583|N|255|2014-06-10|62903
584|L|255|2014-06-10|62903
585|L|256|2014-06-10|62903
586|N|256|2014-06-10|62903
587|L|257|2014-06-10|62903
588|N|257|2014-06-10|62903
589|L|258|2014-06-10|62903
590|N|258|2014-06-10|62903
591|L|259|2014-06-10|62903
592|S|259|2014-06-10|62903
593|N|259|2014-06-10|62903
594|L|260|2014-06-10|62903
595|S|260|2014-06-10|62903
596|N|260|2014-06-10|62903
597|S|261|2014-06-10|62903
598|N|261|2014-06-10|62903
599|L|261|2014-06-10|62903
600|L|262|2014-06-10|62903
601|S|262|2014-06-10|62903
602|N|262|2014-06-10|62903
603|S|263|2014-06-10|62903
604|N|263|2014-06-10|62903
605|L|263|2014-06-10|62903
606|L|264|2014-06-10|62903
607|N|264|2014-06-10|62903
608|S|265|2014-06-10|62903
609|N|265|2014-06-10|62903
610|L|265|2014-06-10|62903
611|L|266|2014-06-10|62903
612|N|266|2014-06-10|62903
613|L|267|2014-06-10|62903
614|N|267|2014-06-10|62903
615|L|268|2014-06-10|62903
616|N|268|2014-06-10|62903
617|L|269|2014-06-10|62903
618|N|269|2014-06-10|62903
619|L|270|2014-06-10|62903
620|S|270|2014-06-10|62903
621|N|270|2014-06-10|62903
622|L|271|2014-06-10|62903
623|N|271|2014-06-10|62903
624|L|272|2014-06-10|62903
625|N|272|2014-06-10|62903
626|L|273|2014-06-10|62903
627|N|273|2014-06-10|62903
628|L|274|2014-06-10|62903
629|N|274|2014-06-10|62903
630|L|275|2014-06-10|62903
631|N|275|2014-06-10|62903
632|L|276|2014-06-10|62903
633|N|276|2014-06-10|62903
634|L|277|2014-06-10|62903
635|N|277|2014-06-10|62903
636|S|278|2014-06-10|62903
637|N|278|2014-06-10|62903
638|L|278|2014-06-10|62903
639|L|279|2014-06-10|62903
640|N|279|2014-06-10|62903
641|L|280|2014-06-10|62903
642|N|280|2014-06-10|62903
643|L|281|2014-06-10|62903
644|S|281|2014-06-10|62903
645|N|281|2014-06-10|62903
646|L|282|2014-06-10|62903
647|N|282|2014-06-10|62903
648|L|283|2014-06-10|62903
649|N|283|2014-06-10|62903
650|L|284|2014-06-10|62903
651|N|284|2014-06-10|62903
652|L|285|2014-06-10|62903
653|S|285|2014-06-10|62903
654|N|285|2014-06-10|62903
655|L|286|2014-06-10|62903
656|N|286|2014-06-10|62903
657|L|287|2014-06-10|62903
658|N|287|2014-06-10|62903
659|L|288|2014-06-10|62903
660|N|288|2014-06-10|62903
661|L|289|2014-06-10|62903
662|N|289|2014-06-10|62903
663|L|290|2014-06-10|62903
664|N|290|2014-06-10|62903
665|L|291|2014-06-10|62903
666|N|291|2014-06-10|62903
667|L|292|2014-06-10|62903
668|N|292|2014-06-10|62903
669|L|293|2014-06-10|62903
670|N|293|2014-06-10|62903
671|L|294|2014-06-10|62903
672|N|294|2014-06-10|62903
673|L|295|2014-06-10|62903
674|S|295|2014-06-10|62903
675|N|295|2014-06-10|62903
676|L|296|2014-06-10|62903
677|N|296|2014-06-10|62903
678|L|297|2014-06-10|62903
679|N|297|2014-06-10|62903
680|L|298|2014-06-10|62903
681|N|298|2014-06-10|62903
682|S|299|2014-06-10|62903
683|N|299|2014-06-10|62903
684|L|299|2014-06-10|62903
685|L|300|2014-06-10|62903
686|N|300|2014-06-10|62903
687|L|301|2014-06-10|62903
688|N|301|2014-06-10|62903
689|L|302|2014-06-10|62903
690|N|302|2014-06-10|62903
691|L|303|2014-06-10|62903
692|S|303|2014-06-10|62903
693|N|303|2014-06-10|62903
694|L|304|2014-06-10|62903
695|N|304|2014-06-10|62903
696|S|305|2014-06-10|62903
697|N|305|2014-06-10|62903
698|L|305|2014-06-10|62903
699|L|306|2014-06-10|62903
700|S|306|2014-06-10|62903
701|N|306|2014-06-10|62903
702|L|307|2014-06-10|62903
703|N|307|2014-06-10|62903
704|S|308|2014-06-10|62903
705|N|308|2014-06-10|62903
706|L|308|2014-06-10|62903
707|L|309|2014-06-10|62903
708|N|309|2014-06-10|62903
709|L|310|2014-06-10|62903
710|N|310|2014-06-10|62903
711|S|311|2014-06-10|62903
712|N|311|2014-06-10|62903
713|L|311|2014-06-10|62903
714|L|312|2014-06-10|62903
715|N|312|2014-06-10|62903
716|L|313|2014-06-10|62903
717|N|313|2014-06-10|62903
718|L|314|2014-06-10|62903
719|N|314|2014-06-10|62903
720|L|315|2014-06-10|62903
721|N|315|2014-06-10|62903
722|L|316|2014-06-10|62903
723|N|316|2014-06-10|62903
724|L|317|2014-06-10|62903
725|N|317|2014-06-10|62903
726|L|318|2014-06-10|62903
727|N|318|2014-06-10|62903
728|L|319|2014-06-10|62903
729|N|319|2014-06-10|62903
730|S|320|2014-06-10|62903
731|N|320|2014-06-10|62903
732|L|320|2014-06-10|62903
733|L|321|2014-06-10|62903
734|N|321|2014-06-10|62903
735|L|322|2014-06-10|62903
736|N|322|2014-06-10|62903
737|L|323|2014-06-10|62903
738|N|323|2014-06-10|62903
739|L|324|2014-06-10|62903
740|N|324|2014-06-10|62903
741|L|325|2014-06-10|62903
742|N|325|2014-06-10|62903
743|L|326|2014-06-10|62903
744|N|326|2014-06-10|62903
745|L|327|2014-06-10|62903
746|N|327|2014-06-10|62903
747|L|328|2014-06-10|62903
748|S|328|2014-06-10|62903
749|N|328|2014-06-10|62903
750|L|329|2014-06-10|62903
751|N|329|2014-06-10|62903
752|S|330|2014-06-10|62903
753|N|330|2014-06-10|62903
754|L|330|2014-06-10|62903
755|S|331|2014-06-10|62903
756|N|331|2014-06-10|62903
757|L|331|2014-06-10|62903
758|L|332|2014-06-10|62903
759|S|332|2014-06-10|62903
760|N|332|2014-06-10|62903
761|S|333|2014-06-10|62903
762|N|333|2014-06-10|62903
763|L|333|2014-06-10|62903
764|L|334|2014-06-10|62903
765|N|334|2014-06-10|62903
766|L|335|2014-06-10|62903
767|N|335|2014-06-10|62903
768|L|336|2014-06-10|62903
769|N|336|2014-06-10|62903
770|L|337|2014-06-10|62903
771|N|337|2014-06-10|62903
772|L|338|2014-06-10|62903
773|N|338|2014-06-10|62903
774|L|339|2014-06-10|62903
775|N|339|2014-06-10|62903
776|L|340|2014-06-10|62903
777|N|340|2014-06-10|62903
778|L|341|2014-06-10|62903
779|N|341|2014-06-10|62903
780|L|342|2014-06-10|62903
781|N|342|2014-06-10|62903
782|S|343|2014-06-10|62903
783|N|343|2014-06-10|62903
784|L|343|2014-06-10|62903
785|L|344|2014-06-10|62903
786|N|344|2014-06-10|62903
787|L|345|2014-06-10|62903
788|N|345|2014-06-10|62903
789|L|346|2014-06-10|62903
790|N|346|2014-06-10|62903
791|L|347|2014-06-10|62903
792|N|347|2014-06-10|62903
793|L|348|2014-06-10|62903
794|S|348|2014-06-10|62903
795|N|348|2014-06-10|62903
796|L|349|2014-06-10|62903
797|N|349|2014-06-10|62903
798|L|350|2014-06-10|62903
799|N|350|2014-06-10|62903
800|L|351|2014-06-10|62903
801|N|351|2014-06-10|62903
802|L|352|2014-06-10|62903
803|N|352|2014-06-10|62903
804|L|353|2014-06-10|62903
805|N|353|2014-06-10|62903
806|L|354|2014-06-10|62903
807|S|354|2014-06-10|62903
808|N|354|2014-06-10|62903
809|L|355|2014-06-10|62903
810|N|355|2014-06-10|62903
811|L|356|2014-06-10|62903
812|N|356|2014-06-10|62903
813|L|357|2014-06-10|62903
814|N|357|2014-06-10|62903
815|L|358|2014-06-10|62903
816|N|358|2014-06-10|62903
817|L|359|2014-06-10|62903
818|S|359|2014-06-10|62903
819|N|359|2014-06-10|62903
820|L|360|2014-06-10|62903
821|N|360|2014-06-10|62903
822|L|361|2014-06-10|62903
823|S|361|2014-06-10|62903
824|N|361|2014-06-10|62903
825|S|362|2014-06-10|62903
826|N|362|2014-06-10|62903
827|L|362|2014-06-10|62903
828|L|363|2014-06-10|62903
829|S|363|2014-06-10|62903
830|N|363|2014-06-10|62903
831|L|364|2014-06-10|62903
832|N|364|2014-06-10|62903
833|L|365|2014-06-10|62903
834|N|365|2014-06-10|62903
835|L|366|2014-06-10|62903
836|N|366|2014-06-10|62903
837|L|367|2014-06-10|62903
838|N|367|2014-06-10|62903
839|L|368|2014-06-10|62903
840|N|368|2014-06-10|62903
841|L|369|2014-06-10|62903
842|N|369|2014-06-10|62903
843|L|370|2014-06-10|62903
844|N|370|2014-06-10|62903
845|L|371|2014-06-10|62903
846|S|371|2014-06-10|62903
847|N|371|2014-06-10|62903
848|S|372|2014-06-10|62903
849|N|372|2014-06-10|62903
850|L|372|2014-06-10|62903
851|S|373|2014-06-10|62903
852|N|373|2014-06-10|62903
853|L|373|2014-06-10|62903
854|L|374|2014-06-10|62903
855|N|374|2014-06-10|62903
856|L|375|2014-06-10|62903
857|N|375|2014-06-10|62903
858|L|376|2014-06-10|62903
859|N|376|2014-06-10|62903
860|L|377|2014-06-10|62903
861|N|377|2014-06-10|62903
862|L|378|2014-06-10|62903
863|N|378|2014-06-10|62903
864|L|379|2014-06-10|62903
